Route_Id,Origin_Port,Destination_Port,Orgin_Port_Country,Destination_Port_Country,No_Of_Stops,Stops_Names,Stop_Points,Average_Transit_Days,Distance,Vessel_Type,No_Of_Travels,Total_Incidents_Count,Risk_Score
R0209,HAIFA,CARTAGENA,ISRAEL,COLOMBIA,0,ANTWERP,0,36,8522,Panamax Ship,2628,118,17
R0210,ORAN,CORONEL,ALGERIA,CHILE,0,"VALENCIA,ANTWERP",0,52,10392,Bulk carrier,1748,111,24
R0211,ASHDOD,CORONEL,ISRAEL,CHILE,0,ANTWERP,0,55,11751,Tank,1578,123,29
R0212,SKIKDA,CORONEL,ALGERIA,CHILE,0,"VALENCIA,ANTWERP",0,52,10532,Tugs,2993,126,15
R0213,CASABLANCA,CARTAGENA,MOROCCO,COLOMBIA,0,SINES,0,15,4221,Corvette,2881,111,14
R0214,GEMLIK,CALLAO,TURKIYE,PERU,0,ANTWERP,0,36,10108,Reefer Vessel,1101,116,39
R0215,GEMLIK,CORONEL,TURKIYE,CHILE,0,ANTWERP,0,43,11668,Frigate,868,137,55
R0216,TEKIRDAG (ASYAPORT),CALLAO,TURKIYE,PERU,0,ANTWERP,0,35,10028,Offshore Ships,2862,119,17
R0217,TEKIRDAG (ASYAPORT),CORONEL,TURKIYE,CHILE,0,ANTWERP,0,42,11588,Heavy Lift Ships,1337,128,35
R0218,TEKIRDAG (ASYAPORT),VALPARAISO,TURKIYE,CHILE,0,ANTWERP,0,43,11857,Panamax Ship,1710,115,24
R0219,GEMLIK,SAN ANTONIO,TURKIYE,CHILE,0,ANTWERP,0,40,11439,Tanker,1853,110,21
R0220,TEKIRDAG (ASYAPORT),SAN ANTONIO,TURKIYE,CHILE,0,ANTWERP,0,39,11359,Canoe,1356,86,22
R0221,GEMLIK,VALPARAISO,TURKIYE,CHILE,0,ANTWERP,0,44,11937,Hovercraft,2445,144,23
R0222,ALGER,CORONEL,ALGERIA,CHILE,0,"SINES,ANTWERP",0,48,10195,Submarine,3498,135,14
R0223,ALGER,VALPARAISO,ALGERIA,CHILE,0,"SINES,ANTWERP",0,49,10464,Yacht,3408,100,11
R0224,EVYAP PORT,CARTAGENA,TURKIYE,COLOMBIA,0,"PIRAEUS,SINES",0,24,6223,Sailboat,3089,140,17
R0225,COLOMBO,CHATTOGRAM,SRI LANKA,BANGLADESH,0,,0,5,1306,Gas carrier,3493,146,16
R0226,HALDIA,CHATTOGRAM,INDIA,BANGLADESH,0,COLOMBO,0,18,2475,High-speed craft,2264,133,22
R0227,TUTICORIN,CHATTOGRAM,INDIA,BANGLADESH,0,COLOMBO,0,10,1445,Bulk carrier,3377,133,15
R0228,ENNORE,CHATTOGRAM,INDIA,BANGLADESH,0,COLOMBO,0,9,1912,Tank,2854,124,16
R0229,CHATTOGRAM,COLOMBO,BANGLADESH,SRI LANKA,0,,0,6,1301,Container Shipo,2937,121,15
R0230,CHATTOGRAM,MARMUGAO (MARMAGAO),BANGLADESH,INDIA,0,COLOMBO,0,12,1974,Reefer ship,1884,130,26
R0231,CHATTOGRAM,KATTUPALLI,BANGLADESH,INDIA,0,COLOMBO,0,18,1939,Project cargo ship,2871,113,15
R0232,KOLKATA,CHATTOGRAM,INDIA,BANGLADESH,0,COLOMBO,0,12,2448,Barge,2614,122,16
R0233,ENNORE,CHATTOGRAM,INDIA,BANGLADESH,0,COLOMBO,0,13,1912,Dredgers,507,137,98
R0234,KARACHI-MUHAMMAD BIN QASIM,NHAVA SHEVA,PAKISTAN,INDIA,0,,0,1,525,Tugs,2400,110,16
R0235,KARACHI-MUHAMMAD BIN QASIM,HAZIRA PORT/SURAT,PAKISTAN,INDIA,0,,0,3,499,Corvette,2802,122,15
R0236,HAZIRA PORT/SURAT,MUNDRA,INDIA,INDIA,0,,0,1,368,Reefer Vessel,2376,128,21
R0237,NHAVA SHEVA,MUNDRA,INDIA,INDIA,0,,0,3,403,Frigate,3221,128,15
R0238,HALDIA,KARACHI-MUHAMMAD BIN QASIM,INDIA,PAKISTAN,0,COLOMBO,0,21,2512,Offshore Ships,2258,144,25
R0239,KOLKATA,KARACHI-MUHAMMAD BIN QASIM,INDIA,PAKISTAN,0,COLOMBO,0,15,2485,Heavy Lift Ships,3345,125,14
R0240,TUTICORIN,KARACHI-MUHAMMAD BIN QASIM,INDIA,PAKISTAN,0,COLOMBO,0,13,1482,Panamax Ship,1515,146,32
R0241,ENNORE,KARACHI-MUHAMMAD BIN QASIM,INDIA,PAKISTAN,0,COLOMBO,0,12,1949,Tanker,3446,124,13
R0242,COCHIN,KARACHI-MUHAMMAD BIN QASIM,INDIA,PAKISTAN,0,COLOMBO,0,11,1645,Canoe,772,131,63
R0243,COLOMBO,KARACHI-MUHAMMAD BIN QASIM,SRI LANKA,PAKISTAN,0,,0,8,1343,Hovercraft,1649,121,24
R0244,NEW MANGALORE,KARACHI-MUHAMMAD BIN QASIM,INDIA,PAKISTAN,0,COLOMBO,0,13,1843,Submarine,2068,129,22
R0245,MALE,KARACHI-MUHAMMAD BIN QASIM,MALDIVES,PAKISTAN,0,COLOMBO,0,12,1757,Yacht,2796,145,20
R0246,LAS PALMAS,HAZIRA PORT/SURAT,SPAIN,INDIA,0,LE HAVRE,0,60,15281,Sailboat,2493,116,18
R0247,SANTA CRUZ DE TENERIFE,HAZIRA PORT/SURAT,SPAIN,INDIA,0,"LAS PALMAS,LE HAVRE",0,66,15336,Gas carrier,2532,147,22
R0248,CHATTOGRAM,KARACHI-MUHAMMAD BIN QASIM,BANGLADESH,PAKISTAN,0,COLOMBO,0,15,2644,High-speed craft,2837,138,17
R0249,KOPER,ADELAIDE,SLOVENIA,AUSTRALIA,0,SINGAPORE,0,56,16550,Livestock carrier,3262,131,15
R0250,KOPER,FREMANTLE,SLOVENIA,AUSTRALIA,0,SINGAPORE,0,51,15197,Project cargo ship,2114,105,19
R0251,KOPER,MELBOURNE,SLOVENIA,AUSTRALIA,0,SINGAPORE,0,58,16885,Barge,1474,118,28
R0252,THESSALONIKI,FREMANTLE,GREECE,AUSTRALIA,0,"TEKIRDAG (ASYAPORT),VALENCIA",0,74,18614,Dredgers,3398,153,16
R0253,THESSALONIKI,MELBOURNE,GREECE,AUSTRALIA,0,"TEKIRDAG (ASYAPORT),VALENCIA",0,64,16792,Tugs,2702,141,18
R0254,FOS-SUR-MER,ADELAIDE,FRANCE,AUSTRALIA,0,,0,46,14691,Corvette,802,127,57
R0255,FOS-SUR-MER,MELBOURNE,FRANCE,AUSTRALIA,0,,0,42,14230,Reefer Vessel,1346,114,29
R0256,FOS-SUR-MER,SYDNEY,FRANCE,AUSTRALIA,0,,0,38,13701,Frigate,1483,115,29
R0257,FOS-SUR-MER,FREMANTLE,FRANCE,AUSTRALIA,0,,0,52,16052,Offshore Ships,1167,124,38
R0258,ALGECIRAS,MANAUS,SPAIN,BRAZIL,0,"SINES,CRISTOBAL",0,36,6611,Panamax Ship,3441,135,14
R0259,ALGECIRAS,VILA DO CONDE,SPAIN,BRAZIL,0,"SINES,CRISTOBAL",0,44,6847,Bulk carrier,3017,132,15
R0260,HAIFA,MANAUS,ISRAEL,BRAZIL,0,"VALENCIA,SINES,CRISTOBAL",0,50,8758,Tank,678,107,55
R0261,HAIFA,VILA DO CONDE,ISRAEL,BRAZIL,0,"VALENCIA,SINES,CRISTOBAL",0,58,8994,Barge,1545,124,29
R0262,ASHDOD,MANAUS,ISRAEL,BRAZIL,0,"ANTWERP,CRISTOBAL",0,60,10350,Dredgers,3369,140,15
R0263,DAMIETTA,MANAUS,EGYPT,BRAZIL,0,"ANTWERP,CRISTOBAL",0,55,10986,Tugs,1319,131,38
R0264,DAMIETTA,VILA DO CONDE,EGYPT,BRAZIL,0,"ANTWERP,CRISTOBAL",0,63,11222,Corvette,1258,120,35
R0265,CASABLANCA,MANAUS,MOROCCO,BRAZIL,0,"SINES,CRISTOBAL",0,36,6617,Reefer Vessel,1334,108,30
R0266,CASABLANCA,VILA DO CONDE,MOROCCO,BRAZIL,0,"SINES,CRISTOBAL",0,44,6853,Frigate,634,113,65
R0267,TUTICORIN,CARTAGENA,INDIA,COLOMBIA,0,"COLOMBO,ANTWERP",0,83,20061,Offshore Ships,1132,139,45
R0268,TUTICORIN,CALLAO,INDIA,PERU,0,"COLOMBO,ANTWERP",0,92,21745,Panamax Ship,1556,124,30
R0269,TUTICORIN,SAN ANTONIO,INDIA,CHILE,0,"COLOMBO,ANTWERP",0,96,23076,Bulk carrier,2530,125,19
R0270,TUTICORIN,VALPARAISO,INDIA,CHILE,0,"COLOMBO,ANTWERP",0,100,23574,Tank,3101,122,14
R0271,TUTICORIN,CORONEL,INDIA,CHILE,0,"COLOMBO,ANTWERP",0,99,23305,Tank,3358,156,17
R0272,TUTICORIN,PISCO,INDIA,PERU,0,"COLOMBO,ANTWERP",0,105,24752,Barge,1738,127,26
R0273,ENNORE,CORONEL,INDIA,CHILE,0,ANTWERP,0,74,20532,Dredgers,2251,133,22
R0274,ENNORE,SAN ANTONIO,INDIA,CHILE,0,ANTWERP,0,71,20303,Tugs,2372,131,20
R0275,ENNORE,VALPARAISO,INDIA,CHILE,0,ANTWERP,0,75,20801,Corvette,3466,111,12
R0276,ENNORE,CALLAO,INDIA,PERU,0,ANTWERP,0,67,18972,Reefer Vessel,3185,128,14
R0277,ENNORE,CARTAGENA,INDIA,COLOMBIA,0,ANTWERP,0,58,17288,Frigate,1416,119,32
R0278,ENNORE,PISCO,INDIA,PERU,0,ANTWERP,0,80,21979,Offshore Ships,2123,120,21
R0279,MARSAXLOKK,MELBOURNE,MALTA,AUSTRALIA,0,VALENCIA,0,63,15757,Panamax Ship,2198,102,17
R0280,MARSAXLOKK,BRISBANE,MALTA,AUSTRALIA,0,"VALENCIA,SYDNEY",0,81,15713,Bulk carrier,3170,132,15
R0281,MARSAXLOKK,ADELAIDE,MALTA,AUSTRALIA,0,VALENCIA,0,67,16218,Tank,1824,114,22
R0282,MARSAXLOKK,FREMANTLE,MALTA,AUSTRALIA,0,VALENCIA,0,73,17579,Barge,1798,135,26
R0283,MARSAXLOKK,SYDNEY,MALTA,AUSTRALIA,0,VALENCIA,0,59,15228,Dredgers,1708,128,28
R0284,MARSAXLOKK,ITAPOA,MALTA,BRAZIL,0,VALENCIA,0,41,5827,Tugs,2470,131,20
R0285,MARSAXLOKK,MONTEVIDEO,MALTA,URUGUAY,0,VALENCIA,0,44,6539,Corvette,988,137,48
R0286,MARSAXLOKK,PARANAGUA,MALTA,BRAZIL,0,VALENCIA,0,39,5783,Reefer Vessel,2320,136,21
R0287,MARSAXLOKK,RIO DE JANEIRO,MALTA,BRAZIL,0,VALENCIA,0,36,5379,Frigate,3251,135,16
R0288,MARSAXLOKK,SALVADOR,MALTA,BRAZIL,0,VALENCIA,0,34,4673,Offshore Ships,1619,128,29
R0289,MARSAXLOKK,SANTOS,MALTA,BRAZIL,0,VALENCIA,0,38,5633,Panamax Ship,2402,141,21
R0290,MARSAXLOKK,SUAPE,MALTA,BRAZIL,0,VALENCIA,0,32,4292,Bulk carrier,830,117,53
R0291,MARSAXLOKK,VITORIA,MALTA,BRAZIL,0,"VALENCIA,RIO DE JANEIRO",0,44,5651,Tank,626,143,76
R0292,MARSAXLOKK,CARTAGENA,MALTA,COLOMBIA,0,"GIOIA TAURO,SINES",0,23,5407,Tank,2477,114,17
R0293,MARSAXLOKK,MANAUS,MALTA,BRAZIL,0,"SINES,CRISTOBAL",0,58,7611,Barge,1963,115,22
R0294,MARSAXLOKK,VILA DO CONDE,MALTA,BRAZIL,0,"SINES,CRISTOBAL",0,66,7847,Dredgers,1102,132,43
R0295,ALGECIRAS,HAZIRA PORT/SURAT,SPAIN,INDIA,0,"SINES,LE HAVRE",0,55,13964,Tugs,1688,119,27
R0296,BURGAS,CARTAGENA,BULGARIA,COLOMBIA,0,"TEKIRDAG (ASYAPORT),SINES",0,32,6283,Corvette,1745,119,25
R0297,ALIAGA,CALLAO,TURKIYE,PERU,0,ANTWERP,0,43,10497,Reefer Vessel,753,143,71
R0298,ALIAGA,CORONEL,TURKIYE,CHILE,0,ANTWERP,0,50,12057,Frigate,2553,122,17
R0299,VARNA,CALLAO,BULGARIA,PERU,0,"TEKIRDAG (ASYAPORT),ANTWERP",0,54,10917,Offshore Ships,3105,127,16
R0300,VARNA,CORONEL,BULGARIA,CHILE,0,"TEKIRDAG (ASYAPORT),ANTWERP",0,61,12477,Panamax Ship,2818,114,15
R0301,ISTANBUL,CALLAO,TURKIYE,PERU,0,ANTWERP,0,48,10827,Bulk carrier,1811,121,26
R0302,ISTANBUL,CORONEL,TURKIYE,CHILE,0,ANTWERP,0,55,12387,Tank,873,122,48
R0303,ISTANBUL,VALPARAISO,TURKIYE,CHILE,0,ANTWERP,0,56,12656,Naval ship,1387,114,30
R0304,ALIAGA,SAN ANTONIO,TURKIYE,CHILE,0,ANTWERP,0,47,11828,Livestock carrier,1076,133,46
R0305,ISTANBUL,SAN ANTONIO,TURKIYE,CHILE,0,ANTWERP,0,52,12158,Barge,675,150,77
R0306,VARNA,SAN ANTONIO,BULGARIA,CHILE,0,"TEKIRDAG (ASYAPORT),ANTWERP",0,58,12248,Dredgers,2431,119,18
R0307,ALIAGA,VALPARAISO,TURKIYE,CHILE,0,ANTWERP,0,51,12326,Tugs,588,115,69
R0308,VARNA,CARTAGENA,BULGARIA,COLOMBIA,0,"TEKIRDAG (ASYAPORT),SINES",0,31,6231,Corvette,2817,107,15
R0309,ALIAGA,CARTAGENA,TURKIYE,COLOMBIA,0,SINES,0,20,5848,Reefer Vessel,2840,137,18
R0310,ISTANBUL,CARTAGENA,TURKIYE,COLOMBIA,0,SINES,0,25,6178,Frigate,2486,121,17
R0311,TEKIRDAG (ASYAPORT),CARTAGENA,TURKIYE,COLOMBIA,0,SINES,0,22,6016,Offshore Ships,956,109,41
R0312,SAMSUN,VALPARAISO,TURKIYE,CHILE,0,"TEKIRDAG (ASYAPORT),ANTWERP",0,57,12980,Panamax Ship,1248,156,45
R0313,POTI,CALLAO,GEORGIA,PERU,0,"TEKIRDAG (ASYAPORT),ANTWERP",0,51,11355,Bulk carrier,1874,123,25
R0314,POTI,CORONEL,GEORGIA,CHILE,0,"TEKIRDAG (ASYAPORT),ANTWERP",0,58,12915,Tank,2554,136,20
R0315,POTI,SAN ANTONIO,GEORGIA,CHILE,0,"TEKIRDAG (ASYAPORT),ANTWERP",0,55,12686,Tank,2510,129,19
R0316,POTI,CARTAGENA,GEORGIA,COLOMBIA,0,"TEKIRDAG (ASYAPORT),SINES",0,28,6669,Barge,2655,121,17
R0317,SAMSUN,CARTAGENA,TURKIYE,COLOMBIA,0,"TEKIRDAG (ASYAPORT),SINES",0,26,6465,Dredgers,1410,126,32
R0318,BATUMI,CARTAGENA,GEORGIA,COLOMBIA,0,"TEKIRDAG (ASYAPORT),SINES",0,35,6676,Tugs,809,119,53
R0319,TRABZON,VALPARAISO,TURKIYE,CHILE,0,"TEKIRDAG (ASYAPORT),ANTWERP",0,63,13181,Corvette,2660,109,16
R0320,TRABZON,CARTAGENA,TURKIYE,COLOMBIA,0,"TEKIRDAG (ASYAPORT),SINES",0,32,6666,Reefer Vessel,2588,130,19
R0321,TRABZON,SAN ANTONIO,TURKIYE,CHILE,0,"TEKIRDAG (ASYAPORT),SINES",0,45,9616,Frigate,764,140,70
R0322,ANTALYA,VALPARAISO,TURKIYE,CHILE,0,"TEKIRDAG (ASYAPORT),ANTWERP",0,61,13097,Offshore Ships,689,125,72
R0323,CONSTANTA,CARTAGENA,ROMANIA,COLOMBIA,0,"TEKIRDAG (ASYAPORT),SINES",0,27,6276,Panamax Ship,550,126,83
R0324,CONSTANTA,CALLAO,ROMANIA,PERU,0,"TEKIRDAG (ASYAPORT),ANTWERP",0,50,10962,Bulk carrier,2963,137,16
R0325,NOVOROSSIYSK,CALLAO,RUSSIAN FEDERATION,PERU,0,"TEKIRDAG (ASYAPORT),ANTWERP",0,53,11225,Tank,3015,118,14
R0326,CONSTANTA,CORONEL,ROMANIA,CHILE,0,"TEKIRDAG (ASYAPORT),ANTWERP",0,57,12522,Barge,3097,121,14
R0327,NOVOROSSIYSK,CORONEL,RUSSIAN FEDERATION,CHILE,0,"TEKIRDAG (ASYAPORT),ANTWERP",0,60,12785,Dredgers,1051,124,44
R0328,CONSTANTA,SAN ANTONIO,ROMANIA,CHILE,0,"TEKIRDAG (ASYAPORT),ANTWERP",0,54,12293,Tugs,856,132,60
R0329,NOVOROSSIYSK,SAN ANTONIO,RUSSIAN FEDERATION,CHILE,0,"TEKIRDAG (ASYAPORT),ANTWERP",0,57,12556,Corvette,3339,131,14
R0330,NOVOROSSIYSK,CARTAGENA,RUSSIAN FEDERATION,COLOMBIA,0,"TEKIRDAG (ASYAPORT),SINES",0,30,6539,Reefer Vessel,1503,111,29
R0331,ANTALYA,SAN ANTONIO,TURKIYE,CHILE,0,"TEKIRDAG (ASYAPORT),SINES",0,43,9532,Frigate,2494,138,20
R0332,ISTANBUL,MANAUS,TURKIYE,BRAZIL,0,"SINES,CRISTOBAL",0,46,8574,Offshore Ships,3458,120,13
R0333,VARNA,MANAUS,BULGARIA,BRAZIL,0,"TEKIRDAG (ASYAPORT),SINES,CRISTOBAL",0,52,8627,Panamax Ship,555,121,85
R0334,VARNA,VILA DO CONDE,BULGARIA,BRAZIL,0,"TEKIRDAG (ASYAPORT),SINES,CRISTOBAL",0,60,8863,Bulk carrier,2764,134,18
R0335,ALIAGA,MANAUS,TURKIYE,BRAZIL,0,"SINES,CRISTOBAL",0,41,8244,Tank,2007,137,24
R0336,GEMLIK,MANAUS,TURKIYE,BRAZIL,0,"SINES,CRISTOBAL",0,45,8529,Tank,1303,127,37
R0337,POTI,MANAUS,GEORGIA,BRAZIL,0,"TEKIRDAG (ASYAPORT),SINES,CRISTOBAL",0,49,9065,Barge,2150,115,20
R0338,POTI,VILA DO CONDE,GEORGIA,BRAZIL,0,"TEKIRDAG (ASYAPORT),SINES,CRISTOBAL",0,57,9301,Dredgers,3203,131,14
R0339,GIOIA TAURO,MUNDRA,ITALY,INDIA,0,,0,40,11410,Tugs,1648,134,29
R0340,GIOIA TAURO,COCHIN,ITALY,INDIA,0,COLOMBO,0,51,15424,Corvette,652,113,66
R0341,GIOIA TAURO,ENNORE,ITALY,INDIA,0,COLOMBO,0,50,15698,Reefer Vessel,2305,138,20
R0342,GIOIA TAURO,HALDIA,ITALY,INDIA,0,COLOMBO,0,54,16261,Frigate,2609,120,17
R0343,NHAVA SHEVA,BUENOS AIRES,INDIA,ARGENTINA,0,CRISTOBAL,0,53,17011,Offshore Ships,1822,112,22
R0344,MUNDRA,BUENOS AIRES,INDIA,ARGENTINA,0,CRISTOBAL,0,51,16608,Panamax Ship,1131,143,45
R0345,MUNDRA,RIO GRANDE,INDIA,BRAZIL,0,CRISTOBAL,0,55,16904,Bulk carrier,1097,131,42
R0346,NHAVA SHEVA,RIO GRANDE,INDIA,BRAZIL,0,CRISTOBAL,0,57,17307,Tank,3120,127,15
R0347,MUNDRA,NAVEGANTES,INDIA,BRAZIL,0,CRISTOBAL,0,56,17314,Roll-on/roll-off,1142,122,39
R0348,MUNDRA,MONTEVIDEO,INDIA,URUGUAY,0,CRISTOBAL,0,53,16614,Naval ship,649,128,70
R0349,NHAVA SHEVA,MONTEVIDEO,INDIA,URUGUAY,0,CRISTOBAL,0,55,17017,Livestock carrier,1433,106,27
R0350,NHAVA SHEVA,NAVEGANTES,INDIA,BRAZIL,0,CRISTOBAL,0,58,17717,Canoe,3362,122,14
R0351,MUNDRA,VILA DO CONDE,INDIA,BRAZIL,0,CRISTOBAL,0,51,13611,Hovercraft,1493,139,34
R0352,NHAVA SHEVA,VILA DO CONDE,INDIA,BRAZIL,0,CRISTOBAL,0,53,14014,Submarine,962,134,51
R0353,NHAVA SHEVA,MANAUS,INDIA,BRAZIL,0,CRISTOBAL,0,45,13778,Yacht,1526,143,34
R0354,MUNDRA,MANAUS,INDIA,BRAZIL,0,CRISTOBAL,0,43,13375,Sailboat,2222,107,17
R0355,MUNDRA,VALPARAISO,INDIA,CHILE,0,CRISTOBAL,0,46,14457,Gas carrier,1425,112,31
R0356,MUNDRA,SAN ANTONIO,INDIA,CHILE,0,CRISTOBAL,0,42,13959,High-speed craft,1938,115,23
R0357,NHAVA SHEVA,VALPARAISO,INDIA,CHILE,0,CRISTOBAL,0,48,14860,Offshore Ships,2293,126,20
R0358,NHAVA SHEVA,SAN ANTONIO,INDIA,CHILE,0,CRISTOBAL,0,44,14362,Offshore Ships,509,117,84
R0359,NHAVA SHEVA,CALLAO,INDIA,PERU,0,CRISTOBAL,0,40,13031,Heavy Lift Ships,726,116,57
R0360,NHAVA SHEVA,CORONEL,INDIA,CHILE,0,CRISTOBAL,0,47,14591,Panamax Ship,2478,155,22
R0361,MUNDRA,CALLAO,INDIA,PERU,0,CRISTOBAL,0,38,12628,Tanker,521,143,98
R0362,MUNDRA,CORONEL,INDIA,CHILE,0,CRISTOBAL,0,45,14188,Canoe,2737,108,14
R0363,MUNDRA,PISCO,INDIA,PERU,0,CRISTOBAL,0,51,15635,Hovercraft,1592,151,33
R0364,NHAVA SHEVA,PISCO,INDIA,PERU,0,CRISTOBAL,0,53,16038,Submarine,2167,115,20
R0365,COLOMBO,CARTAGENA,SRI LANKA,COLOMBIA,0,ROTTERDAM,0,48,16189,Yacht,1577,118,27
R0366,COLOMBO,CALLAO,SRI LANKA,PERU,0,ROTTERDAM,0,57,17873,Sailboat,1898,130,23
R0367,COLOMBO,CORONEL,SRI LANKA,CHILE,0,ROTTERDAM,0,64,19433,Gas carrier,587,139,85
R0368,COLOMBO,VALPARAISO,SRI LANKA,CHILE,0,ROTTERDAM,0,65,19702,High-speed craft,2369,128,21
R0369,COLOMBO,SAN ANTONIO,SRI LANKA,CHILE,0,ROTTERDAM,0,61,19204,Livestock carrier,3202,110,12
R0370,COLOMBO,PISCO,SRI LANKA,PERU,0,ROTTERDAM,0,70,20880,Project cargo ship,2949,119,15
R0371,CHATTOGRAM,BRISBANE,BANGLADESH,AUSTRALIA,0,SINGAPORE,0,26,5310,Barge,1241,122,37
R0372,CHATTOGRAM,AUCKLAND,BANGLADESH,NEW ZEALAND,0,SINGAPORE,0,35,7449,Dredgers,1527,129,31
R0373,CHATTOGRAM,SYDNEY,BANGLADESH,AUSTRALIA,0,SINGAPORE,0,29,5677,Tugs,2391,121,19
R0374,CHATTOGRAM,NELSON,BANGLADESH,NEW ZEALAND,0,SINGAPORE,0,39,8103,Corvette,1155,129,40
R0375,COLOMBO,VISAKHAPATNAM,SRI LANKA,INDIA,0,,0,2,877,Reefer Vessel,736,127,64
R0376,VISAKHAPATNAM,COLOMBO,INDIA,SRI LANKA,0,,0,3,874,Frigate,2223,136,23
R0377,VISAKHAPATNAM,CHATTOGRAM,INDIA,BANGLADESH,0,COLOMBO,0,9,2180,Offshore Ships,3098,138,16
R0378,VISAKHAPATNAM,KARACHI-MUHAMMAD BIN QASIM,INDIA,PAKISTAN,0,COLOMBO,0,12,2217,Panamax Ship,519,118,80
R0379,KAKINADA,KARACHI-MUHAMMAD BIN QASIM,INDIA,PAKISTAN,0,COLOMBO,0,12,2165,Bulk carrier,3440,117,12
R0380,KAKINADA,CHATTOGRAM,INDIA,BANGLADESH,0,COLOMBO,0,9,2128,Tank,931,119,45
R0381,CHATTOGRAM,KAKINADA,BANGLADESH,INDIA,0,COLOMBO,0,10,2182,Barge,1608,109,25
R0382,COLOMBO,KAKINADA,SRI LANKA,INDIA,0,,0,3,881,Dredgers,1876,129,25
R0383,KAKINADA,COLOMBO,INDIA,SRI LANKA,0,,0,3,822,Tugs,869,139,59
R0384,KAKINADA,CARTAGENA,INDIA,COLOMBIA,0,"COLOMBO,ROTTERDAM",0,54,17011,Corvette,1492,110,28
R0385,KAKINADA,CALLAO,INDIA,PERU,0,"COLOMBO,ROTTERDAM",0,63,18695,Reefer Vessel,3305,123,13
R0386,KAKINADA,CORONEL,INDIA,CHILE,0,"COLOMBO,ROTTERDAM",0,70,20255,Frigate,855,120,52
R0387,KAKINADA,SAN ANTONIO,INDIA,CHILE,0,"COLOMBO,ROTTERDAM",0,67,20026,Offshore Ships,1570,126,28
R0388,KAKINADA,VALPARAISO,INDIA,CHILE,0,"COLOMBO,ROTTERDAM",0,71,20524,Panamax Ship,2596,124,17
R0389,KAKINADA,PISCO,INDIA,PERU,0,"COLOMBO,ROTTERDAM",0,76,21702,Bulk carrier,1799,113,21
R0390,RIJEKA,TAURANGA,CROATIA,NEW ZEALAND,0,SINGAPORE,0,64,18910,Tank,2005,148,28
R0391,RIJEKA,NAPIER,CROATIA,NEW ZEALAND,0,SINGAPORE,0,62,18630,Tank,680,109,62
R0392,GIRESUN,SAN ANTONIO,TURKIYE,CHILE,0,"TEKIRDAG (ASYAPORT),SINES",0,46,9489,Barge,1838,136,28
R0393,FOS-SUR-MER,PAPEETE,FRANCE,FRENCH POLYNESIA,0,SYDNEY,0,65,18092,Dredgers,1722,138,29
R0394,LA SPEZIA,PAPEETE,ITALY,FRENCH POLYNESIA,0,SYDNEY,0,67,18333,Tugs,1149,126,40
R0395,VALENCIA,TAURANGA,SPAIN,NEW ZEALAND,0,SYDNEY,0,65,15836,Corvette,3380,108,11
R0396,LAS PALMAS,TAURANGA,SPAIN,NEW ZEALAND,0,"VALENCIA,SYDNEY",0,77,16936,Reefer Vessel,3286,121,13
R0397,CARTAGENA,TAURANGA,SPAIN,NEW ZEALAND,0,"VALENCIA,SYDNEY",0,75,15990,Frigate,2458,124,18
R0398,CHATTOGRAM,PAPEETE,BANGLADESH,FRENCH POLYNESIA,0,"SINGAPORE,TAURANGA",0,41,9865,Offshore Ships,1403,110,29
R0399,VALENCIA,PAPEETE,SPAIN,FRENCH POLYNESIA,0,SYDNEY,0,70,18871,Panamax Ship,1123,132,43
R0400,NAPLES,PAPEETE,ITALY,FRENCH POLYNESIA,0,"LA SPEZIA,MELBOURNE",0,72,18656,Bulk carrier,1174,120,37
R0401,ALMERIA,TAURANGA,SPAIN,NEW ZEALAND,0,"VALENCIA,SYDNEY",0,73,16081,Tank,1440,123,32
R0402,RIJEKA,PAPEETE,CROATIA,FRENCH POLYNESIA,0,"SINGAPORE,TAURANGA",0,71,21078,Barge,2611,135,19
R0403,SANTA CRUZ DE TENERIFE,TAURANGA,SPAIN,NEW ZEALAND,0,"VALENCIA,SYDNEY",0,77,16960,Dredgers,3043,132,16
R0404,BEIRUT,PECEM,LEBANON,BRAZIL,0,"TEKIRDAG (ASYAPORT),VALENCIA,SUAPE",0,36,6520,Tugs,1044,139,49
R0405,MUNDRA,SALVADOR,INDIA,BRAZIL,0,CRISTOBAL,0,65,18512,Corvette,1457,141,36
R0406,MUNDRA,CARTAGENA,INDIA,COLOMBIA,0,CRISTOBAL,0,33,11481,Reefer Vessel,1852,142,29
R0407,NHAVA SHEVA,SALVADOR,INDIA,BRAZIL,0,CRISTOBAL,0,67,18915,Frigate,751,132,63
R0408,NHAVA SHEVA,CARTAGENA,INDIA,COLOMBIA,0,CRISTOBAL,0,35,11884,Offshore Ships,2349,103,16
R0409,MUNDRA,USHUAIA,INDIA,ARGENTINA,0,"CRISTOBAL,BUENOS AIRES",0,60,18012,Panamax Ship,2232,116,18
R0410,HAZIRA PORT/SURAT,NAVEGANTES,INDIA,BRAZIL,0,"MUNDRA,CRISTOBAL",0,63,17682,Bulk carrier,1868,120,24
R0411,HAZIRA PORT/SURAT,SUAPE,INDIA,BRAZIL,0,"MUNDRA,CRISTOBAL,RIO GRANDE",0,75,19150,Tank,557,128,87
R0412,HAZIRA PORT/SURAT,CALLAO,INDIA,PERU,0,"MUNDRA,CRISTOBAL",0,45,12996,Tank,2371,132,21
