RouteID,POL,POD,High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Travels,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Total_Revenue,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,Cargo_Value,RiskScore,Scaled_RiskScore,Risk_Category
155,PortC,PortX,1,1,2,58,2,17,1378,13,regular,clear,753,318279,1055273,compliant,yes,in place,non-hazardous,container,12,361232,24371.86,25.795472122384425,Low
156,PortA,PortX,1,0,2,39,2,17,1759,15,regular,clear,987,226009,1045536,non-compliant,no,not in place,hazardous,bulk carrier,12,464617,17593.83,14.522297601841492,Low
157,PortA,PortX,0,0,4,50,0,20,1495,12,irregular,congested areas,808,473263,878731,non-compliant,no,in place,non-hazardous,container,10,340201,36036.469999999994,45.19597407414183,Medium
158,PortB,PortY,0,4,1,12,0,18,1300,16,regular,congested areas,871,322399,870050,non-compliant,no,not in place,hazardous,bulk carrier,15,254873,24685.825,26.317656627077127,Low
159,PortB,PortX,1,3,3,95,2,26,1399,12,regular,clear,742,315854,1045985,non-compliant,yes,not in place,hazardous,bulk carrier,2,289610,24196.46,25.503748006246955,Low
160,PortC,PortY,0,0,0,49,2,9,1668,16,irregular,congested areas,698,224304,1057285,non-compliant,yes,not in place,non-hazardous,bulk carrier,14,310705,17383.219999999998,14.172012447339139,Low
161,PortA,PortZ,1,0,3,60,2,24,1609,16,irregular,clear,976,503170,890997,compliant,no,in place,hazardous,bulk carrier,9,277894,38343.215000000004,49.032537051790186,Medium
162,PortA,PortX,0,4,4,93,1,24,1452,13,irregular,clear,907,263577,711921,compliant,yes,in place,hazardous,bulk carrier,17,334718,20321.019999999997,19.05814191363702,Low
163,PortB,PortY,1,2,0,41,1,11,1426,16,irregular,clear,668,379717,918902,compliant,no,in place,hazardous,container,5,500824,28973.524999999998,33.44893081614561,Medium
164,PortA,PortY,1,1,4,57,1,18,1421,15,irregular,clear,846,437522,1043528,non-compliant,no,not in place,hazardous,bulk carrier,16,290263,33345.315,40.720062935236925,Medium
165,PortB,PortY,1,0,4,80,0,18,1315,13,regular,clear,860,398798,1220812,compliant,no,in place,non-hazardous,bulk carrier,8,301232,30416.02,35.84807892850431,Medium
166,PortC,PortY,0,2,5,80,1,14,1823,12,regular,congested areas,875,365026,770306,non-compliant,yes,in place,hazardous,container,13,395978,28012.850000000002,31.851142530681763,Medium
167,PortC,PortX,1,3,2,29,0,16,1435,11,irregular,congested areas,678,230492,886014,non-compliant,no,in place,non-hazardous,bulk carrier,9,332517,17787.834999999995,14.844965430525914,Low
168,PortB,PortX,0,2,6,98,0,15,1743,15,regular,congested areas,745,296076,891589,compliant,no,not in place,non-hazardous,container,17,217081,22795.675,23.17397168912255,Low
169,PortC,PortX,1,4,5,44,1,27,1804,11,regular,congested areas,710,382218,1153370,compliant,yes,not in place,non-hazardous,container,11,343881,29269.045,33.94043771922968,Medium
170,PortC,PortY,1,3,3,33,1,23,1699,15,regular,clear,857,304031,944758,non-compliant,no,not in place,non-hazardous,bulk carrier,8,340110,23406.760000000002,24.19032420628255,Low
171,PortA,PortZ,1,3,6,49,1,25,1413,14,regular,congested areas,692,388647,813901,non-compliant,no,not in place,hazardous,container,18,447567,29649.399999999998,34.5730416313931,Medium
172,PortA,PortY,1,2,3,86,2,22,1580,16,regular,clear,612,417178,1033804,compliant,yes,in place,hazardous,container,10,252784,31813.289999999997,38.1720091209524,Medium
173,PortA,PortZ,1,4,2,61,1,15,1495,14,irregular,clear,859,449411,889304,non-compliant,no,not in place,non-hazardous,container,14,448231,34258.104999999996,42.23820920644055,Medium
174,PortA,PortX,0,0,6,48,2,17,1319,14,irregular,congested areas,708,268916,766341,compliant,no,in place,hazardous,bulk carrier,16,340216,20646.08,19.598779548709118,Low
175,PortA,PortY,0,2,5,77,0,21,1564,16,regular,congested areas,929,537691,816084,compliant,no,not in place,hazardous,container,7,239205,40910.469999999994,53.3023785328306,Medium
176,PortB,PortY,0,0,3,70,2,15,1264,15,regular,clear,788,422354,1210106,non-compliant,yes,in place,non-hazardous,bulk carrier,14,219122,32154.915,38.74019755410785,Medium
177,PortB,PortX,1,2,5,85,1,22,1737,15,irregular,congested areas,694,377034,1007631,non-compliant,no,in place,non-hazardous,bulk carrier,14,543438,28858.925,33.25832885657119,Medium
178,PortA,PortY,1,0,2,90,0,19,1407,15,irregular,congested areas,704,453863,966164,non-compliant,no,not in place,non-hazardous,container,4,334008,34538.905,42.705233903198824,Medium
179,PortC,PortZ,0,2,6,74,0,18,1540,11,irregular,congested areas,607,561415,912515,non-compliant,no,in place,hazardous,bulk carrier,13,443650,42619.03,56.14404418772131,Medium
180,PortC,PortZ,1,3,6,71,0,22,1556,16,irregular,congested areas,666,243861,993822,compliant,yes,in place,non-hazardous,container,10,179188,18819.78,16.561289507079383,Low
181,PortB,PortZ,1,1,0,90,2,21,1448,16,regular,clear,790,362667,992035,non-compliant,yes,in place,non-hazardous,container,20,613769,27727.1,31.3758850267691,Medium
182,PortB,PortY,1,3,4,11,1,18,1617,12,irregular,clear,965,181691,993825,compliant,yes,in place,hazardous,bulk carrier,16,439324,14230.919999999998,8.929128004350913,Low
183,PortB,PortY,0,0,4,15,0,24,1405,14,irregular,congested areas,855,381634,967226,compliant,no,not in place,hazardous,bulk carrier,14,324455,29152.215,33.74612683845237,Medium
184,PortC,PortZ,0,4,5,84,0,15,1674,14,regular,clear,608,395200,1080319,non-compliant,yes,not in place,hazardous,bulk carrier,1,319383,30185.645,35.46492075715215,Medium
185,PortB,PortY,0,3,6,52,0,22,1230,14,irregular,clear,716,368040,953465,compliant,no,in place,hazardous,container,14,423459,28061.105000000003,31.931399926486865,Medium
186,PortC,PortZ,0,1,3,91,2,22,1525,15,irregular,congested areas,866,318523,803309,non-compliant,yes,not in place,hazardous,container,8,417718,24451.46,25.927862314200514,Low
187,PortB,PortX,0,0,5,49,2,18,1887,17,irregular,congested areas,698,204451,858136,non-compliant,yes,in place,hazardous,container,16,368252,15951.5,11.790785243483196,Low
188,PortC,PortZ,1,3,5,98,1,21,1299,17,irregular,clear,897,397437,653147,compliant,yes,in place,hazardous,bulk carrier,11,351087,30319.624999999996,35.68775540413103,Medium
189,PortB,PortX,1,2,1,48,2,14,1364,12,irregular,clear,996,486740,1254022,compliant,yes,not in place,hazardous,container,9,406106,37051.475000000006,46.88412365510028,Medium
190,PortB,PortX,1,4,6,37,0,23,1602,16,regular,clear,763,311510,1079413,compliant,no,in place,non-hazardous,container,9,175829,23924.405000000002,25.05126793546145,Low
191,PortC,PortX,1,0,4,89,1,19,1535,17,regular,congested areas,975,400848,825489,non-compliant,yes,not in place,hazardous,container,10,312872,30648.815,36.23526202779862,Medium
192,PortB,PortZ,0,3,6,72,0,17,1570,15,regular,clear,740,233814,907723,non-compliant,no,in place,non-hazardous,container,5,185313,18082.405,15.334892299913681,Low
193,PortA,PortZ,0,0,2,73,0,24,1597,17,regular,clear,867,407100,854468,compliant,no,not in place,hazardous,bulk carrier,5,410459,31111.83,37.00534550347359,Medium
194,PortC,PortY,1,2,5,21,2,17,1626,19,regular,congested areas,636,332650,1181382,non-compliant,no,not in place,hazardous,container,10,282418,25489.445,27.654232078675705,Low
195,PortB,PortY,0,1,1,50,1,14,1721,17,irregular,clear,673,298648,737018,non-compliant,yes,in place,non-hazardous,bulk carrier,19,192842,22968.255,23.461005599972065,Low
196,PortC,PortX,1,3,1,38,2,13,1581,15,irregular,congested areas,672,302701,967171,compliant,yes,not in place,hazardous,container,15,270621,23238.325,23.910184231928994,Low
197,PortB,PortZ,1,0,4,32,2,22,1451,17,irregular,congested areas,907,336757,933720,non-compliant,no,in place,non-hazardous,container,16,364935,25808.919999999995,28.185580778806916,Low
198,PortA,PortY,1,0,4,94,1,14,1634,15,irregular,clear,798,397068,1074025,compliant,yes,not in place,hazardous,container,17,329477,30353.164999999997,35.74353890957716,Medium
199,PortB,PortY,1,0,4,89,0,27,1879,15,irregular,congested areas,729,256661,934398,compliant,no,in place,non-hazardous,bulk carrier,13,232684,19873.695000000003,18.314153941851444,Low
200,PortB,PortY,0,1,2,60,0,11,1473,14,irregular,congested areas,845,327206,686268,compliant,yes,not in place,non-hazardous,bulk carrier,9,179513,25081.63,26.97595687672245,Low
201,PortA,PortZ,1,0,1,54,1,26,1305,18,irregular,clear,911,364551,912332,non-compliant,yes,not in place,hazardous,bulk carrier,9,357393,27858.15,31.593846517189945,Medium
202,PortC,PortY,0,4,3,99,0,20,1721,13,irregular,congested areas,659,276673,804175,compliant,no,not in place,non-hazardous,container,7,291923,21320.01,20.719655452862607,Low
203,PortB,PortX,1,4,2,31,1,19,1475,18,irregular,clear,878,509942,961936,compliant,yes,in place,non-hazardous,container,16,324191,38797.36,49.78786800232183,Medium
204,PortB,PortZ,1,0,0,19,1,17,1065,15,irregular,congested areas,702,298421,1165126,compliant,no,not in place,hazardous,bulk carrier,7,334031,22794.345,23.171759641947737,Low
205,PortA,PortY,1,4,5,16,2,21,1669,12,irregular,congested areas,895,316095,689086,compliant,no,in place,hazardous,container,22,393006,24312.125,25.696121266754595,Low
206,PortC,PortY,1,3,4,82,1,19,1392,15,irregular,clear,919,293470,829966,non-compliant,yes,not in place,non-hazardous,container,7,434694,22549.489999999998,22.764518430677267,Low
207,PortC,PortZ,0,4,1,98,2,24,1481,10,irregular,clear,940,512110,867096,compliant,yes,not in place,hazardous,bulk carrier,18,364650,38975.175,50.08360873043462,Medium
208,PortA,PortY,1,0,5,24,0,20,1566,16,regular,clear,750,410130,892755,non-compliant,yes,in place,non-hazardous,container,18,317953,31307.3,37.33044991043704,Medium
209,PortA,PortY,0,2,6,86,0,20,1538,16,irregular,congested areas,756,292696,1061018,compliant,no,not in place,non-hazardous,container,15,352476,22494.875,22.673683125073804,Low
210,PortB,PortX,1,3,2,55,0,18,1641,13,regular,clear,805,454302,923968,non-compliant,yes,in place,non-hazardous,container,20,316076,34650.21,42.89035564063714,Medium
211,PortA,PortZ,1,1,0,99,0,19,1412,15,irregular,congested areas,778,375343,1012370,non-compliant,yes,in place,hazardous,bulk carrier,11,185744,28665.925,32.93733253721811,Medium
212,PortA,PortY,1,0,6,94,2,21,1602,18,irregular,clear,796,393540,856134,non-compliant,yes,in place,hazardous,container,12,459194,30082.530000000002,35.29342057336928,Medium
213,PortA,PortZ,0,1,2,96,0,13,1448,13,irregular,congested areas,822,344459,984488,non-compliant,yes,in place,non-hazardous,bulk carrier,13,440343,26365.385,29.111089674396634,Low
214,PortC,PortZ,1,2,2,70,1,14,1647,12,regular,clear,688,317488,1066669,compliant,no,in place,non-hazardous,container,14,548833,24366.11,25.785908760538415,Low
215,PortA,PortX,1,1,3,70,1,22,1623,17,regular,congested areas,886,405923,840155,compliant,yes,not in place,non-hazardous,bulk carrier,2,578049,31034.534999999996,36.87678897236272,Medium
216,PortB,PortX,1,0,5,60,1,20,1312,18,irregular,clear,875,318012,1067203,non-compliant,no,in place,hazardous,bulk carrier,11,232397,24360.774999999998,25.777035623938673,Low
217,PortB,PortZ,1,0,3,47,2,19,1717,15,irregular,congested areas,835,511163,957855,non-compliant,yes,not in place,non-hazardous,bulk carrier,16,316460,38940.585,50.02607887195573,Medium
218,PortB,PortX,1,2,2,21,0,20,1392,17,irregular,congested areas,782,278514,1106819,non-compliant,yes,in place,hazardous,bulk carrier,10,601153,21400.185,20.853001980863304,Low
219,PortA,PortX,0,0,0,97,0,21,1661,17,irregular,congested areas,808,490189,919787,compliant,yes,in place,non-hazardous,container,21,345944,37347.225,47.37601309265817,Medium
220,PortC,PortY,0,2,1,86,0,17,1573,13,regular,congested areas,729,359815,1007186,non-compliant,no,not in place,non-hazardous,bulk carrier,12,374421,27531.0,31.049732807985997,Medium
221,PortA,PortX,1,2,1,75,2,16,1867,14,regular,clear,752,383821,943909,non-compliant,no,not in place,non-hazardous,container,14,197887,29410.025,34.174914719760245,Medium
222,PortA,PortX,1,0,6,63,1,20,1455,17,irregular,congested areas,612,434904,935568,compliant,yes,in place,non-hazardous,container,19,365028,33110.805,40.33002745932246,Medium
223,PortB,PortY,0,4,5,48,1,16,1430,18,regular,clear,721,326739,988839,compliant,no,in place,hazardous,bulk carrier,12,543194,25013.075,26.861936655617523,Low
224,PortA,PortY,1,2,4,85,0,21,1496,16,regular,congested areas,958,443072,1030521,compliant,no,not in place,hazardous,container,19,478662,33803.265,41.48172233652057,Medium
225,PortC,PortZ,0,0,4,48,1,13,1439,13,irregular,clear,819,147846,762565,compliant,yes,not in place,hazardous,container,14,289001,11616.24,4.580409577997949,Low
226,PortB,PortX,1,4,1,87,1,24,1659,18,irregular,congested areas,705,307919,1165045,compliant,yes,in place,hazardous,container,14,310368,23658.68,24.60931587867337,Low
227,PortC,PortY,1,2,2,39,2,21,1176,13,irregular,congested areas,974,287920,671050,compliant,yes,in place,hazardous,container,7,236909,22090.71,22.001478578901065,Low
228,PortC,PortX,0,4,2,57,2,21,1289,14,regular,clear,669,262963,847278,non-compliant,yes,in place,non-hazardous,bulk carrier,17,264883,20185.86,18.833344698487995,Low
229,PortC,PortZ,1,3,3,92,2,23,1286,15,irregular,clear,794,340752,935859,non-compliant,yes,not in place,hazardous,container,8,158978,26045.51,28.5790756969196,Low
230,PortA,PortX,0,3,5,40,2,26,1690,18,regular,congested areas,785,397935,1011853,compliant,yes,in place,hazardous,container,11,341518,30433.475,35.87710996868207,Medium
231,PortA,PortX,0,4,3,34,0,24,1842,16,irregular,clear,698,431263,1186425,non-compliant,no,not in place,hazardous,container,18,501011,32953.31,40.06808282037678,Medium
232,PortA,PortX,0,2,4,77,2,12,1479,15,irregular,clear,681,388547,671256,compliant,yes,not in place,hazardous,container,10,385543,29651.839999999997,34.577099823202545,Medium
233,PortA,PortY,1,0,1,60,1,14,1466,15,regular,clear,674,321075,873845,non-compliant,yes,in place,non-hazardous,container,13,486623,24586.505,26.152468262112627,Low
234,PortB,PortY,0,1,6,22,0,17,1514,15,regular,congested areas,973,402387,630974,compliant,yes,in place,non-hazardous,bulk carrier,11,457324,30757.329999999998,36.415743455749904,Medium
235,PortA,PortZ,0,0,2,72,1,20,1732,16,regular,clear,939,374708,954743,compliant,yes,not in place,non-hazardous,container,11,295319,28729.629999999997,33.0432862705051,Medium
236,PortB,PortX,1,1,1,51,1,22,1314,9,regular,congested areas,791,438586,990752,non-compliant,no,in place,hazardous,bulk carrier,11,274049,33388.17999999999,40.79135571880722,Medium
237,PortC,PortZ,1,1,0,63,1,17,1547,14,regular,clear,924,426049,1188619,non-compliant,no,in place,non-hazardous,container,6,277881,32531.05,39.36578279027298,Medium
238,PortB,PortZ,1,2,1,76,2,20,1695,15,regular,clear,813,361352,968095,compliant,no,not in place,non-hazardous,bulk carrier,14,178293,27694.949999999997,31.32241336009966,Medium
239,PortA,PortY,1,4,0,89,2,16,1600,12,irregular,congested areas,914,295881,1106603,compliant,yes,in place,hazardous,container,15,353233,22780.95,23.149481166829943,Low
240,PortB,PortX,1,0,3,99,0,17,1537,15,regular,clear,981,300741,1037575,compliant,yes,not in place,hazardous,container,9,59553,23141.11,23.74849688899682,Low
241,PortA,PortX,1,4,3,65,0,14,1700,14,regular,clear,966,326473,884712,compliant,no,not in place,hazardous,bulk carrier,9,409141,25109.285,27.02195248921835,Low
242,PortA,PortZ,0,3,4,28,2,16,959,18,irregular,clear,917,342638,738655,compliant,no,in place,non-hazardous,bulk carrier,16,357188,26127.295,28.715099966237176,Low
243,PortB,PortX,1,2,1,55,1,14,1635,18,regular,clear,743,391301,991250,compliant,yes,not in place,hazardous,bulk carrier,10,397143,29910.024999999998,35.006511402022106,Medium
244,PortB,PortY,0,2,1,24,0,16,1369,14,regular,clear,983,429999,726184,non-compliant,yes,not in place,non-hazardous,container,12,455701,32793.875,39.80291158630395,Medium
245,PortC,PortZ,1,3,0,41,2,24,1133,14,irregular,clear,815,364404,1144281,non-compliant,yes,in place,non-hazardous,bulk carrier,7,369879,27785.425,31.472890779754945,Medium
246,PortC,PortZ,0,0,3,58,2,16,1602,14,irregular,clear,960,376947,925690,non-compliant,yes,not in place,non-hazardous,bulk carrier,11,513157,28869.059999999998,33.27518532132064,Medium
247,PortC,PortY,0,3,0,30,2,30,1774,14,irregular,congested areas,923,382074,1129276,non-compliant,yes,in place,non-hazardous,bulk carrier,7,412194,29294.025,33.98198428947549,Medium
248,PortC,PortY,1,0,3,74,1,21,1472,15,regular,congested areas,614,322441,877967,non-compliant,no,not in place,non-hazardous,container,8,274287,24681.010000000002,26.309648351026944,Low
249,PortC,PortY,1,1,0,79,2,20,1690,13,irregular,congested areas,816,292280,990327,compliant,yes,not in place,hazardous,container,8,326228,22514.094999999998,22.705649701539947,Low
250,PortB,PortY,0,2,3,36,2,16,1822,12,regular,congested areas,634,215758,981402,compliant,no,not in place,non-hazardous,container,16,123870,16770.16,13.15237512328421,Low
251,PortC,PortY,1,0,0,32,2,22,1762,16,irregular,congested areas,782,307377,943243,non-compliant,yes,not in place,non-hazardous,bulk carrier,5,259780,23658.019999999997,24.608218171052783,Low
252,PortB,PortY,1,4,6,56,2,17,1827,16,regular,clear,869,403446,885101,compliant,no,not in place,non-hazardous,container,13,311900,30896.124999999996,36.64658637877898,Medium
253,PortC,PortZ,0,4,3,21,0,20,1648,13,irregular,congested areas,957,313998,1008868,non-compliant,no,not in place,non-hazardous,container,10,404627,24160.935,25.444663061972253,Low
254,PortA,PortX,0,2,5,94,0,30,1515,16,irregular,congested areas,699,344723,811075,non-compliant,no,not in place,non-hazardous,container,18,274963,26382.67,29.13983797170243,Low
255,PortC,PortX,0,3,0,75,2,19,1179,13,irregular,clear,606,398583,768584,compliant,yes,in place,hazardous,container,15,225373,30316.524999999998,35.68259950470101,Medium
256,PortA,PortZ,1,3,1,14,1,24,1450,15,regular,congested areas,629,399717,1136424,compliant,yes,not in place,non-hazardous,bulk carrier,5,161246,30475.524999999998,35.94704724966029,Medium
257,PortB,PortX,1,0,4,18,0,17,1331,16,regular,clear,904,278155,1059075,non-compliant,yes,in place,non-hazardous,container,9,290358,21380.37,20.82004580434526,Low
258,PortC,PortX,1,3,5,29,2,19,1934,14,irregular,clear,743,457019,959883,non-compliant,no,not in place,non-hazardous,bulk carrier,11,545085,34916.445,43.33315592604112,Medium
