High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Travels,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,Cargo_Value,RiskScore
3.0,4.0,9,63.0,3,28.0,2325,9.0,0,1,1896,419887.0,1,0,1,0,1,8,591990,39
1.0,3.0,11,76.0,3,30.0,1643,12.0,0,1,2251,491172.0,0,1,0,0,1,14,756097,48
1.0,1.0,8,87.0,3,28.0,1956,12.0,1,1,1851,403092.0,0,0,1,0,1,6,499848,37
4.0,6.0,11,73.0,3,29.0,2254,16.0,0,0,2419,470373.0,1,1,0,0,1,8,509514,46
1.0,5.0,13,89.0,3,29.0,1920,12.0,1,0,1672,472679.0,0,1,0,2,1,16,670868,46
1.0,5.0,7,13.0,3,22.0,2158,9.0,1,1,1947,600988.0,0,1,0,2,0,9,562457,62
2.0,4.0,9,40.0,3,30.0,2173,12.0,1,0,2396,286034.0,1,1,0,2,1,20,595464,23
4.0,4.0,8,22.0,4,31.0,1877,14.0,0,0,1632,481529.0,1,0,1,2,0,12,490818,47
4.0,6.0,13,36.0,4,39.0,2085,15.0,0,0,1692,400178.0,0,1,1,0,0,2,476754,37
4.0,5.0,9,68.0,4,31.0,2097,11.0,0,1,2429,426463.0,1,1,1,2,1,5,429292,40
4.0,3.0,14,74.0,3,27.0,2182,11.0,0,0,2424,532769.0,1,1,0,0,1,9,567239,53
1.0,5.0,6,73.0,3,23.0,1674,9.0,0,0,1694,514048.0,0,1,1,2,1,15,452140,51
3.0,5.0,14,34.0,4,25.0,2258,10.0,0,1,1334,499418.0,1,0,0,0,0,15,439862,49
3.0,7.0,5,46.0,4,28.0,2137,12.0,1,0,1456,380181.0,1,1,0,0,0,9,616104,34
2.0,5.0,11,84.0,4,28.0,1773,8.0,0,0,2203,569220.0,0,0,1,2,0,18,486526,58
1.0,4.0,5,82.0,4,29.0,1974,16.0,1,1,2266,401438.0,0,0,0,2,1,13,429976,37
4.0,7.0,12,80.0,3,28.0,2167,11.0,1,1,1695,581894.0,1,1,0,2,0,10,419663,59
4.0,4.0,13,23.0,4,29.0,1784,12.0,0,0,1506,430105.0,1,1,0,2,1,17,641172,40
3.0,6.0,11,33.0,3,28.0,1815,12.0,0,0,1920,559434.0,0,1,0,2,1,7,539349,56
2.0,5.0,13,76.0,4,30.0,2003,14.0,0,0,2104,483642.0,0,1,1,2,0,14,510066,47
1.0,4.0,14,57.0,3,26.0,1912,12.0,0,1,1761,344434.0,1,0,0,2,0,15,567146,30
2.0,6.0,10,74.0,3,24.0,2050,9.0,1,1,1551,449441.0,0,0,0,0,1,15,557627,43
1.0,5.0,11,47.0,3,29.0,2164,12.0,0,0,2166,611040.0,0,1,0,2,0,11,497066,63
2.0,3.0,7,99.0,3,31.0,2054,14.0,0,0,1508,541707.0,1,1,1,0,0,16,516631,54
2.0,4.0,13,79.0,4,25.0,1997,10.0,1,0,2254,446346.0,1,0,1,0,1,21,623072,43
4.0,1.0,7,68.0,3,27.0,2165,13.0,1,0,1838,585916.0,0,0,0,2,0,11,632477,60
3.0,6.0,10,21.0,3,29.0,1979,12.0,0,1,2134,495859.0,0,1,1,0,0,12,466181,49
4.0,4.0,8,63.0,4,29.0,1850,12.0,1,0,1802,615323.0,1,1,1,2,1,16,677967,63
3.0,3.0,13,60.0,4,33.0,2231,10.0,0,1,2255,481207.0,0,1,1,0,1,10,750905,47
2.0,3.0,5,47.0,4,33.0,1516,11.0,0,1,1813,452695.0,1,1,1,2,0,10,520864,43
1.0,4.0,13,55.0,4,30.0,2012,12.0,1,1,1879,554976.0,0,1,0,2,0,6,518467,56
4.0,2.0,8,19.0,3,34.0,1927,11.0,1,0,2471,493168.0,0,1,0,2,0,3,460177,48
1.0,6.0,14,18.0,4,28.0,1815,10.0,0,1,2139,518758.0,0,0,1,2,1,6,483141,51
4.0,5.0,9,96.0,3,33.0,2059,9.0,0,1,2285,410110.0,1,0,1,2,0,16,582347,38
4.0,5.0,5,61.0,4,27.0,2091,12.0,0,0,1382,582781.0,1,0,1,0,1,6,781695,59
4.0,3.0,5,60.0,3,31.0,1834,12.0,1,0,2365,559724.0,0,0,1,2,1,14,622833,57
1.0,4.0,10,31.0,4,32.0,1720,11.0,1,1,1455,583963.0,0,1,1,2,1,19,516786,59
4.0,2.0,14,82.0,4,30.0,1738,15.0,0,0,1752,366594.0,1,1,1,0,1,12,507527,32
4.0,6.0,5,92.0,4,26.0,2362,8.0,0,1,1916,381162.0,1,0,1,2,0,7,483614,34
4.0,1.0,6,81.0,4,23.0,2384,12.0,1,0,1923,423049.0,0,1,0,0,0,11,655989,40
1.0,5.0,7,77.0,3,32.0,2005,8.0,0,1,1806,457136.0,1,1,0,2,0,13,525676,44
4.0,7.0,11,14.0,4,28.0,1725,11.0,1,1,2456,373135.0,1,1,1,0,0,13,595426,33
1.0,6.0,6,92.0,3,29.0,1970,12.0,0,0,1921,527298.0,0,0,1,2,0,12,526325,53
3.0,6.0,9,91.0,3,36.0,1559,11.0,1,0,2396,453027.0,0,0,0,2,1,15,761804,43
4.0,2.0,13,38.0,4,26.0,2062,8.0,0,0,1592,575306.0,1,0,0,0,1,16,496581,58
2.0,6.0,14,92.0,4,32.0,1801,11.0,0,1,1954,641896.0,1,0,1,0,0,9,479664,67
3.0,5.0,12,15.0,3,27.0,1757,12.0,0,1,2236,427567.0,0,0,0,0,0,19,501827,40
1.0,4.0,12,78.0,3,29.0,2195,13.0,1,0,2056,418236.0,1,0,0,0,0,13,592400,39
2.0,5.0,6,67.0,3,25.0,1969,9.0,0,1,2295,544455.0,0,0,1,0,0,0,693469,55
1.0,1.0,5,52.0,3,27.0,2173,14.0,0,0,1966,487388.0,0,1,0,2,1,11,592616,48
1.0,4.0,13,78.0,3,31.0,2241,6.0,0,1,1359,510606.0,1,0,1,2,0,11,620657,50
4.0,3.0,14,81.0,4,35.0,1982,9.0,0,1,1626,586689.0,0,1,0,0,1,17,606758,60
2.0,2.0,8,46.0,4,31.0,1998,12.0,0,0,2098,447440.0,0,1,1,0,1,9,383498,43
1.0,5.0,13,67.0,3,31.0,2211,12.0,0,0,2084,392159.0,0,0,0,0,0,12,548386,36
3.0,4.0,11,46.0,4,40.0,1892,15.0,1,1,2066,377476.0,0,1,0,2,1,4,518290,34
4.0,6.0,10,91.0,3,32.0,2230,12.0,1,1,1818,462607.0,0,1,1,2,0,7,535876,45
3.0,4.0,14,35.0,4,26.0,1595,11.0,0,1,1937,445236.0,1,0,0,0,1,15,467714,42
3.0,5.0,13,51.0,3,23.0,1929,12.0,0,1,1382,551032.0,0,1,0,2,1,5,636830,55
4.0,3.0,14,25.0,4,31.0,2037,7.0,1,0,1327,589140.0,0,0,1,0,1,16,554847,60
1.0,5.0,8,31.0,4,24.0,1758,9.0,1,0,1565,588795.0,0,1,0,2,1,17,554243,60
3.0,3.0,5,32.0,3,25.0,2073,9.0,0,0,1696,420677.0,1,1,0,0,1,18,535276,39
1.0,6.0,9,56.0,4,31.0,2034,13.0,1,1,2261,410094.0,0,1,1,0,0,19,487069,38
1.0,5.0,10,76.0,3,34.0,1853,14.0,0,1,2062,323515.0,0,1,1,2,1,15,371795,27
4.0,4.0,10,12.0,3,28.0,1845,15.0,0,1,2279,479100.0,0,0,1,2,0,14,577168,47
3.0,1.0,5,21.0,4,25.0,1825,13.0,1,1,2110,548845.0,0,0,1,0,0,15,561358,55
3.0,1.0,11,32.0,3,29.0,1686,13.0,0,0,1880,423637.0,1,0,1,0,1,12,603424,39
4.0,6.0,12,20.0,4,28.0,2322,12.0,0,0,1910,359449.0,1,1,1,2,0,10,557231,32
1.0,7.0,9,61.0,4,30.0,1957,11.0,0,0,1492,622969.0,0,1,1,0,1,15,442071,64
1.0,7.0,6,59.0,3,25.0,1729,9.0,0,1,1526,417113.0,1,1,1,0,0,14,470520,39
4.0,4.0,6,66.0,4,26.0,1975,9.0,1,0,1750,475208.0,1,1,0,0,0,16,683945,46
1.0,1.0,9,73.0,3,34.0,2047,9.0,1,0,2231,441780.0,1,0,0,0,1,10,581893,42
1.0,6.0,11,55.0,3,33.0,1836,13.0,1,0,1954,374843.0,0,1,1,0,0,11,630321,33
3.0,3.0,11,38.0,4,34.0,1927,11.0,0,0,1502,554245.0,0,0,0,0,0,13,641891,56
1.0,4.0,8,79.0,3,22.0,2260,10.0,1,1,1701,332664.0,0,1,1,2,0,11,451627,28
1.0,7.0,7,55.0,4,26.0,1766,7.0,1,1,1771,565745.0,0,1,0,2,1,26,515949,57
1.0,3.0,13,25.0,4,33.0,1883,10.0,1,0,2189,502349.0,0,0,0,0,0,21,618101,49
1.0,4.0,11,60.0,3,32.0,1598,11.0,0,0,1478,451927.0,0,0,1,0,0,12,468446,43
4.0,3.0,6,20.0,4,31.0,2364,8.0,0,0,2341,455301.0,1,0,0,2,1,11,509175,44
4.0,3.0,5,20.0,3,28.0,2131,17.0,0,0,1762,511245.0,1,0,0,0,0,14,498063,51
4.0,1.0,6,72.0,3,27.0,1990,9.0,0,0,2134,422383.0,1,1,0,2,1,9,476188,40
1.0,4.0,7,62.0,3,30.0,1856,14.0,0,1,1908,490989.0,1,0,1,2,0,9,536985,48
4.0,5.0,9,98.0,3,28.0,1846,11.0,1,0,2225,404017.0,1,0,0,0,0,12,501416,37
2.0,1.0,7,67.0,4,32.0,1946,10.0,1,0,2235,303425.0,0,1,0,0,0,10,510145,25
2.0,3.0,14,28.0,3,30.0,2099,11.0,1,0,1599,528201.0,0,1,1,0,1,12,576846,53
2.0,3.0,13,41.0,3,26.0,1787,12.0,0,1,1650,677463.0,1,1,0,2,0,13,649808,71
3.0,7.0,14,59.0,3,32.0,1907,12.0,1,1,1486,526607.0,0,1,0,2,1,-3,626457,52
1.0,5.0,8,81.0,4,35.0,2171,10.0,1,1,1922,474588.0,0,0,0,0,1,2,567640,46
3.0,7.0,11,64.0,4,35.0,2321,13.0,0,1,1370,453968.0,0,0,0,0,0,7,713937,43
4.0,5.0,8,85.0,3,32.0,2108,11.0,0,1,1608,451574.0,0,1,1,0,0,13,615900,43
1.0,3.0,7,50.0,4,32.0,1867,9.0,0,0,2431,449787.0,0,0,1,2,1,8,630450,43
2.0,5.0,14,79.0,4,25.0,1968,11.0,0,0,1476,492604.0,1,0,1,0,0,23,533695,48
1.0,2.0,5,30.0,3,27.0,2082,14.0,1,1,1726,284656.0,1,1,0,2,0,16,511338,22
3.0,7.0,13,35.0,3,29.0,1941,12.0,0,1,2039,274562.0,1,0,1,0,0,21,587603,21
4.0,7.0,5,10.0,4,32.0,2142,12.0,0,1,1830,518126.0,0,0,0,0,0,16,640621,51
4.0,1.0,5,90.0,4,27.0,1853,11.0,0,0,1717,462441.0,0,1,0,2,1,4,567444,44
3.0,4.0,5,36.0,4,28.0,2322,11.0,1,1,1547,395473.0,0,0,1,2,0,6,486684,36
1.0,7.0,9,59.0,3,32.0,1982,12.0,1,1,1508,390022.0,0,0,1,2,1,9,421640,35
3.0,5.0,11,75.0,4,30.0,1873,11.0,1,1,1515,424975.0,1,1,1,2,1,6,391847,40
4.0,5.0,11,74.0,4,31.0,2118,12.0,1,0,2012,444245.0,0,0,0,2,1,17,554254,42
2.0,2.0,14,19.0,4,26.0,1804,12.0,1,1,1737,595447.0,1,1,0,2,1,11,631596,61
4.0,4.0,5,46.0,4,28.0,2029,9.0,0,0,1610,380380.0,1,1,0,0,1,13,319693,34
4.0,2.0,10,78.0,3,28.0,2280,13.0,0,0,1682,535578.0,1,1,0,2,1,18,489252,54
1.0,4.0,13,50.0,3,29.0,1756,10.0,0,0,2280,520868.0,1,1,1,0,1,21,472937,52
2.0,7.0,10,55.0,3,28.0,2238,10.0,1,0,1420,462641.0,0,1,1,0,0,10,587926,44
4.0,7.0,8,86.0,4,27.0,1741,11.0,0,0,1706,535364.0,0,1,0,0,0,5,483319,53
2.0,1.0,14,54.0,3,30.0,2164,12.0,1,1,1544,506681.0,1,0,0,2,1,6,426954,50
3.0,5.0,13,97.0,4,38.0,1810,13.0,1,0,1365,373960.0,0,1,1,2,0,17,489101,33
1.0,1.0,7,36.0,4,32.0,2238,7.0,0,0,2241,426204.0,0,0,1,0,0,13,473430,40
2.0,4.0,14,74.0,3,22.0,1884,13.0,0,0,1527,508586.0,0,1,0,0,0,7,551298,50
2.0,5.0,8,93.0,4,31.0,1928,12.0,0,1,2181,428586.0,1,1,1,0,0,15,528520,40
1.0,7.0,8,17.0,4,27.0,1812,10.0,0,0,1436,528572.0,1,1,0,2,1,6,594248,52
3.0,2.0,8,76.0,4,26.0,1517,11.0,1,0,1493,570470.0,1,0,0,0,0,3,549374,58
2.0,7.0,10,58.0,3,32.0,1771,12.0,1,0,2005,480403.0,1,0,0,2,1,1,651496,47
1.0,7.0,11,98.0,3,30.0,1663,5.0,1,1,1957,426790.0,1,1,0,0,0,4,505205,40
4.0,3.0,13,98.0,3,39.0,1591,9.0,0,0,1956,423030.0,1,0,1,2,0,17,612010,39
1.0,2.0,7,23.0,3,29.0,2058,14.0,1,0,2229,449943.0,1,1,1,2,1,10,581785,43
4.0,3.0,12,71.0,3,29.0,2304,10.0,0,0,1855,441284.0,0,1,0,0,1,11,520460,42
2.0,2.0,12,52.0,3,34.0,2359,11.0,1,0,2480,550062.0,1,0,0,2,1,12,618798,56
2.0,4.0,5,36.0,3,30.0,1767,11.0,0,0,2257,426571.0,0,1,0,0,0,6,469777,40
2.0,1.0,9,36.0,3,25.0,1978,13.0,1,0,2339,469638.0,1,1,0,0,0,9,673983,45
3.0,3.0,14,77.0,3,26.0,2232,11.0,0,0,2401,535994.0,0,0,0,0,0,10,472362,54
3.0,4.0,9,84.0,3,28.0,1737,11.0,0,1,1351,444397.0,0,1,1,0,1,7,415935,42
4.0,1.0,12,57.0,4,32.0,2240,12.0,1,1,1813,434869.0,0,1,0,0,1,9,408126,41
1.0,1.0,12,76.0,3,35.0,2244,13.0,0,1,2043,547662.0,0,0,1,2,1,11,559109,55
4.0,5.0,6,34.0,4,33.0,1610,14.0,1,0,2384,567479.0,1,0,0,0,1,10,493583,58
1.0,7.0,7,73.0,4,32.0,1528,11.0,0,1,2455,481475.0,1,1,0,2,1,14,568123,47
2.0,5.0,6,33.0,3,34.0,1919,11.0,1,0,1991,604842.0,1,1,0,0,0,9,439731,62
1.0,7.0,5,18.0,3,32.0,2187,11.0,0,1,1842,493195.0,1,0,0,0,1,19,598698,48
3.0,5.0,6,17.0,4,26.0,1696,14.0,1,1,1709,548527.0,1,0,1,2,1,6,568406,55
1.0,3.0,14,68.0,3,29.0,1592,13.0,1,0,1454,631613.0,1,1,1,0,0,9,504251,65
1.0,3.0,10,26.0,3,27.0,2012,11.0,1,0,1932,430330.0,1,0,1,0,1,13,612485,40
2.0,7.0,5,52.0,4,35.0,2126,8.0,1,0,1350,438669.0,1,0,0,2,1,15,607505,41
2.0,1.0,10,77.0,3,26.0,1863,14.0,0,0,2323,541913.0,1,0,1,2,1,5,559207,54
3.0,3.0,5,13.0,3,26.0,1880,14.0,0,0,2293,469089.0,1,1,0,0,1,11,638728,45
1.0,1.0,6,17.0,4,30.0,2125,9.0,1,1,2418,407777.0,1,1,0,0,0,15,661049,38
1.0,4.0,12,51.0,4,37.0,1826,11.0,1,0,1823,445623.0,0,1,1,0,1,3,471144,42
1.0,2.0,10,58.0,4,32.0,1841,13.0,0,1,1654,369981.0,0,1,0,0,0,11,663245,33
2.0,1.0,13,15.0,3,34.0,2055,12.0,1,1,2368,474974.0,0,1,0,0,1,4,460093,46
3.0,1.0,5,82.0,4,25.0,2077,8.0,1,0,2101,494405.0,0,0,1,0,0,7,627154,49
1.0,4.0,9,51.0,3,32.0,1955,9.0,1,1,2139,569031.0,0,0,1,0,0,12,644720,58
1.0,7.0,11,81.0,3,25.0,2296,13.0,0,1,1555,571066.0,1,0,0,0,1,10,532534,58
1.0,5.0,13,41.0,3,32.0,2149,12.0,1,0,1547,451854.0,1,1,1,0,0,6,544673,43
1.0,6.0,13,24.0,4,23.0,1929,13.0,0,0,1832,644612.0,0,1,1,2,0,18,520097,67
3.0,7.0,8,91.0,3,28.0,1741,13.0,0,1,1340,387468.0,1,0,1,2,0,10,467559,35
3.0,5.0,8,96.0,3,21.0,2198,12.0,0,1,2089,362306.0,0,0,0,0,1,14,486221,32
3.0,5.0,8,78.0,4,26.0,2205,12.0,1,1,1494,380610.0,1,0,0,2,0,19,599661,34
2.0,7.0,7,36.0,4,24.0,1980,10.0,1,0,2394,388075.0,1,0,1,2,0,8,635569,35
1.0,7.0,12,75.0,3,32.0,2055,12.0,1,0,1607,538073.0,0,1,0,0,0,15,548556,54
1.0,1.0,9,68.0,4,30.0,2140,12.0,0,0,1375,607022.0,0,1,0,2,1,14,448988,62
1.0,1.0,11,37.0,3,28.0,2320,15.0,1,1,2086,609628.0,0,0,1,2,1,5,435375,63
1.0,3.0,14,33.0,3,30.0,2177,10.0,1,0,2094,326201.0,1,1,1,2,0,18,539388,28
4.0,3.0,10,60.0,3,26.0,2089,13.0,0,0,1529,543407.0,0,1,1,2,0,12,497240,54
3.0,2.0,13,30.0,4,31.0,2185,11.0,0,1,1384,605596.0,1,1,0,2,1,9,668621,62
4.0,2.0,7,40.0,4,29.0,2230,13.0,0,1,2485,553823.0,1,1,0,0,0,3,479771,56
4.0,6.0,10,84.0,3,39.0,2054,11.0,1,1,1696,429817.0,1,0,0,0,1,5,609737,40
2.0,7.0,7,59.0,3,36.0,2183,14.0,1,0,1514,487868.0,1,0,0,2,0,11,487938,48
2.0,3.0,6,49.0,3,33.0,1864,10.0,1,0,2324,399961.0,0,1,1,2,0,5,521650,37
1.0,7.0,7,77.0,3,31.0,2207,12.0,0,0,1676,538154.0,0,0,1,2,1,15,567214,54
4.0,1.0,6,25.0,4,31.0,1866,12.0,1,0,1711,363010.0,0,1,1,0,1,10,601958,32
4.0,4.0,6,85.0,4,34.0,1798,10.0,0,0,2099,534443.0,0,0,1,2,0,4,592255,53
3.0,3.0,14,95.0,4,31.0,1974,12.0,1,0,1709,417894.0,1,0,1,0,1,8,494012,39
4.0,1.0,11,72.0,4,31.0,1731,14.0,1,0,1515,507058.0,0,0,0,2,0,6,560034,50
2.0,7.0,14,65.0,4,27.0,1880,11.0,1,1,2051,455346.0,0,0,1,2,0,5,512521,44
4.0,3.0,7,89.0,3,27.0,2075,13.0,1,0,1648,441516.0,0,0,0,0,1,0,406872,42
2.0,5.0,12,33.0,4,29.0,2055,10.0,1,0,2130,554386.0,0,0,0,0,0,12,572892,56
1.0,3.0,6,37.0,3,19.0,2127,9.0,0,1,1953,605932.0,1,0,1,0,0,7,676270,62
2.0,7.0,11,94.0,3,29.0,2131,13.0,0,1,2321,416023.0,1,1,0,2,1,21,704418,39
1.0,7.0,7,98.0,4,29.0,2074,10.0,1,1,2364,494018.0,1,0,0,2,0,16,581738,49
3.0,6.0,13,40.0,4,33.0,1829,8.0,1,1,1302,391843.0,1,1,1,0,0,20,575192,35
1.0,7.0,11,24.0,3,34.0,2184,10.0,0,0,2417,427563.0,0,0,0,2,0,15,288066,40
4.0,5.0,13,51.0,3,40.0,1978,14.0,1,0,2382,432989.0,1,0,1,0,0,9,822732,41
2.0,1.0,6,59.0,3,32.0,2048,14.0,0,1,2039,383922.0,0,0,1,0,1,13,693096,35
1.0,5.0,10,95.0,4,30.0,2020,9.0,1,1,1706,566035.0,0,1,0,2,0,10,625913,57
1.0,3.0,9,14.0,4,27.0,2314,9.0,1,0,1317,486136.0,0,1,0,2,0,13,557199,47
1.0,5.0,6,57.0,4,25.0,1761,11.0,0,1,2050,422613.0,0,1,1,2,0,16,326915,39
1.0,6.0,8,22.0,4,33.0,1931,14.0,0,1,1885,473755.0,1,1,0,2,0,14,568230,46
1.0,4.0,8,41.0,3,29.0,2106,11.0,1,0,2187,573364.0,1,1,1,2,1,12,553176,58
1.0,5.0,12,76.0,4,31.0,2004,11.0,0,1,1631,552665.0,0,0,1,2,1,12,409074,56
2.0,7.0,11,88.0,3,30.0,1903,10.0,0,0,2312,524405.0,1,1,1,2,1,13,594816,52
4.0,6.0,9,39.0,4,30.0,1616,11.0,1,1,1468,430133.0,1,1,1,0,0,17,673661,40
4.0,5.0,13,15.0,4,30.0,1942,13.0,1,0,2075,488749.0,0,1,1,0,0,9,584056,48
1.0,2.0,5,34.0,4,31.0,2072,12.0,1,1,2148,391907.0,0,0,1,2,1,10,583729,36
2.0,4.0,8,37.0,3,33.0,2108,11.0,1,0,2240,472525.0,1,0,0,0,1,9,590149,46
1.0,1.0,9,71.0,3,25.0,1966,13.0,0,0,1505,554122.0,0,0,1,0,0,12,517722,56
3.0,7.0,12,31.0,4,32.0,2035,12.0,1,1,1820,574348.0,1,1,0,0,1,15,625833,58
4.0,6.0,7,77.0,3,24.0,1771,13.0,1,1,2317,433695.0,0,0,0,0,0,13,702379,41
1.0,5.0,9,24.0,3,32.0,2077,10.0,0,1,1603,544315.0,0,1,0,2,0,11,554126,55
2.0,4.0,7,35.0,4,31.0,2001,12.0,0,1,1414,523899.0,0,0,1,0,0,17,474462,52
4.0,1.0,11,72.0,4,29.0,2033,13.0,1,1,1963,451323.0,0,0,1,0,0,8,411446,43
2.0,4.0,14,27.0,3,29.0,1956,15.0,1,0,1386,539694.0,1,0,0,2,0,4,600094,54
3.0,6.0,7,82.0,4,30.0,2042,9.0,0,0,2418,578673.0,1,0,1,0,0,13,611421,59
1.0,2.0,11,72.0,3,34.0,2126,11.0,1,0,2042,547372.0,1,0,0,0,0,11,586394,55
3.0,6.0,6,71.0,3,34.0,2051,9.0,0,0,1727,392027.0,1,1,1,2,0,11,526437,36
4.0,6.0,11,77.0,4,33.0,1635,10.0,0,1,1749,456633.0,0,1,1,0,1,5,577712,44
1.0,1.0,13,57.0,3,24.0,2055,12.0,0,0,2085,506791.0,0,0,1,2,1,12,496438,50
4.0,1.0,9,59.0,4,32.0,1922,7.0,1,0,2014,409666.0,1,1,0,2,1,20,478921,38
1.0,5.0,10,72.0,3,20.0,1858,12.0,1,0,1301,597154.0,1,0,0,2,1,5,450370,61
2.0,3.0,14,78.0,3,21.0,2269,13.0,0,1,2401,497646.0,1,0,0,0,0,11,451411,49
4.0,6.0,7,15.0,3,34.0,1813,11.0,1,1,2042,443866.0,1,0,1,0,1,12,603044,42
3.0,1.0,14,67.0,3,24.0,1836,10.0,0,0,2421,434868.0,1,0,1,2,1,9,523073,41
3.0,6.0,9,60.0,3,29.0,1551,11.0,1,1,1409,418479.0,0,0,0,2,0,12,481861,39
2.0,6.0,9,21.0,3,35.0,2288,16.0,1,0,1978,527157.0,1,0,0,2,1,9,413808,53
2.0,1.0,7,56.0,4,32.0,2178,10.0,0,1,1670,546839.0,1,0,0,0,1,12,617106,55
3.0,2.0,12,18.0,3,31.0,1933,10.0,1,1,2189,429739.0,0,1,1,0,1,10,656974,40
2.0,2.0,10,16.0,3,29.0,2122,7.0,1,1,1898,589920.0,0,1,0,2,1,9,447586,60
1.0,6.0,7,38.0,3,30.0,1554,14.0,1,0,2345,445920.0,1,0,1,0,0,11,537534,42
3.0,2.0,5,87.0,4,27.0,2095,9.0,0,1,2021,409084.0,1,1,1,0,1,14,456743,38
4.0,6.0,14,60.0,3,28.0,1828,12.0,1,0,1604,514970.0,1,0,0,2,1,4,535821,51
3.0,5.0,5,93.0,3,30.0,2334,16.0,0,1,2223,384570.0,0,1,1,0,1,15,610790,35
2.0,1.0,14,64.0,3,30.0,2073,12.0,1,0,2135,376383.0,1,1,1,0,1,8,711833,34
1.0,6.0,6,68.0,4,29.0,2026,12.0,1,0,1745,399005.0,1,0,1,2,0,15,505296,36
4.0,2.0,14,65.0,4,21.0,1835,11.0,1,0,2231,418178.0,0,0,1,0,0,8,619991,39
3.0,2.0,9,31.0,4,36.0,1837,12.0,0,0,1577,541081.0,0,1,0,0,1,15,622432,54
3.0,4.0,11,27.0,3,33.0,2118,12.0,0,0,1676,373045.0,0,0,1,0,0,11,534886,33
4.0,4.0,5,67.0,3,29.0,1833,13.0,0,0,1531,512803.0,0,1,0,2,0,7,666009,51
1.0,7.0,5,49.0,3,33.0,1826,7.0,1,1,1891,543184.0,1,0,1,0,0,9,517228,54
2.0,2.0,8,98.0,4,28.0,2281,12.0,1,0,1725,595252.0,0,1,0,0,0,17,593540,61
2.0,7.0,14,40.0,3,31.0,2057,12.0,1,1,2378,435282.0,0,1,1,0,1,12,492637,41
2.0,7.0,10,65.0,4,22.0,1780,17.0,0,0,1740,447145.0,0,1,0,0,0,9,603151,42
2.0,7.0,13,44.0,4,31.0,2110,11.0,1,0,1333,642571.0,1,0,1,0,1,17,593121,67
4.0,5.0,5,35.0,3,28.0,1944,12.0,1,1,1628,591688.0,0,1,0,2,1,16,668736,60
1.0,3.0,14,77.0,3,30.0,1646,12.0,0,0,2144,464708.0,1,0,0,0,1,7,733557,45
1.0,6.0,9,93.0,4,36.0,1900,12.0,1,1,1753,573812.0,0,0,0,2,1,10,641582,58
3.0,4.0,13,43.0,3,29.0,1790,9.0,0,0,2063,500651.0,1,0,1,0,1,3,617066,49
3.0,6.0,12,85.0,4,28.0,2051,13.0,1,1,2448,476851.0,1,0,1,2,1,16,510931,46
1.0,4.0,11,25.0,4,28.0,1868,10.0,1,1,1822,664831.0,1,0,0,2,1,12,323433,70
3.0,1.0,14,51.0,3,24.0,2018,12.0,1,0,1781,569975.0,0,1,1,0,1,15,679830,58
1.0,1.0,6,14.0,3,31.0,2133,10.0,1,1,1616,637725.0,1,0,0,2,1,2,735618,66
4.0,2.0,13,70.0,3,32.0,2472,11.0,1,1,1421,394089.0,0,0,0,0,1,10,581298,36
4.0,1.0,12,53.0,3,30.0,2395,11.0,0,0,1880,616278.0,0,1,1,2,0,12,449389,64
2.0,1.0,14,44.0,3,33.0,2044,11.0,1,0,1786,471881.0,1,1,1,0,0,1,687786,46
1.0,3.0,14,10.0,3,33.0,1989,11.0,1,0,2335,469484.0,0,0,1,0,0,15,660508,45
4.0,7.0,13,52.0,3,30.0,1880,12.0,0,1,1424,498499.0,1,0,1,0,1,10,346267,49
1.0,5.0,13,41.0,4,32.0,1671,11.0,0,1,1958,519191.0,0,0,1,0,1,3,564040,51
3.0,2.0,13,72.0,3,38.0,1542,13.0,0,1,2400,563122.0,1,1,1,2,1,9,574280,57
1.0,3.0,7,42.0,3,26.0,1831,10.0,1,0,1879,540157.0,0,0,0,0,1,14,389558,54
2.0,2.0,11,86.0,3,33.0,2327,12.0,0,0,2017,419847.0,1,0,0,0,1,7,442113,39
2.0,5.0,5,75.0,3,30.0,2320,10.0,0,1,2069,403239.0,0,1,0,0,0,11,659156,37
4.0,2.0,13,39.0,4,34.0,2014,15.0,0,0,2203,462546.0,0,1,1,2,0,9,556973,45
3.0,6.0,13,19.0,3,26.0,2093,12.0,0,0,1705,471676.0,1,1,0,0,1,2,455005,46
3.0,6.0,7,32.0,4,30.0,1879,10.0,1,0,1576,481277.0,0,0,1,2,1,15,483059,47
1.0,6.0,9,48.0,4,27.0,1993,15.0,0,0,2224,580846.0,0,0,1,2,0,16,429888,59
3.0,1.0,12,54.0,4,22.0,1844,13.0,0,0,2424,492631.0,1,0,1,0,0,17,557541,48
2.0,5.0,10,38.0,4,35.0,1844,10.0,1,1,2153,692230.0,1,1,0,2,0,12,625230,73
4.0,3.0,14,39.0,4,28.0,2122,11.0,1,1,1806,599048.0,1,1,0,0,1,14,667667,61
4.0,3.0,14,43.0,3,26.0,1878,9.0,0,0,1536,450047.0,1,0,1,2,1,3,483201,43
