RouteID,POL,POD,High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Travels,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Insurance_Premium,Total_Revenue,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,Cargo_Value,RiskScore,Scaled_RiskScore,Risk_Category
155,PortC,PortX,1,1,2,58,2,17,1378,13,regular,clear,753,318279,34296,1055273,compliant,yes,in place,non-hazardous,container,12,361232,20626.555,24.92366117,Low
156,PortA,PortX,1,0,2,39,2,17,1759,15,regular,clear,987,226009,56666,1045536,non-compliant,no,not in place,hazardous,bulk carrier,12,464617,15903.675,15.5553583,Low
157,PortA,PortX,0,0,4,50,0,20,1495,12,irregular,congested areas,808,473263,33738,878731,non-compliant,no,in place,non-hazardous,container,10,340201,29949.665,43.41697842,Medium
158,PortB,PortY,0,4,1,12,0,18,1300,16,regular,congested areas,871,322399,21964,870050,non-compliant,no,not in place,hazardous,bulk carrier,15,254873,20508.76,24.69000305,Low
159,PortB,PortX,1,3,3,95,2,26,1399,12,regular,clear,742,315854,32370,1045985,non-compliant,yes,not in place,hazardous,bulk carrier,2,289610,20429.75,24.53327885,Low
160,PortC,PortY,0,0,0,49,2,9,1668,16,irregular,congested areas,698,224304,49273,1057285,non-compliant,yes,not in place,non-hazardous,bulk carrier,14,310705,15496.85,14.74838039,Low
161,PortA,PortZ,1,0,3,60,2,24,1609,16,irregular,clear,976,503170,35816,890997,compliant,no,in place,hazardous,bulk carrier,9,277894,31870.145,47.22644178,Medium
162,PortA,PortX,0,4,4,93,1,24,1452,13,irregular,clear,907,263577,51474,711921,compliant,yes,in place,hazardous,bulk carrier,17,334718,17911.585,19.53824777,Low
163,PortB,PortY,1,2,0,41,1,11,1426,16,irregular,clear,668,379717,39522,918902,compliant,no,in place,hazardous,container,5,500824,24463.43,32.53448488,Medium
164,PortA,PortY,1,1,4,57,1,18,1421,15,irregular,clear,846,437522,57428,1043528,non-compliant,no,not in place,hazardous,bulk carrier,16,290263,28505.325,40.55198618,Medium
165,PortB,PortY,1,0,4,80,0,18,1315,13,regular,clear,860,398798,27219,1220812,compliant,no,in place,non-hazardous,bulk carrier,8,301232,25250.62,34.09595465,Medium
166,PortC,PortY,0,2,5,80,1,14,1823,12,regular,congested areas,875,365026,37405,770306,non-compliant,yes,in place,hazardous,container,13,395978,23659.61,30.94002785,Medium
167,PortC,PortX,1,3,2,29,0,16,1435,11,irregular,congested areas,678,230492,35970,886014,non-compliant,no,in place,non-hazardous,bulk carrier,9,332517,15409.555,14.57522206,Low
168,PortB,PortX,0,2,6,98,0,15,1743,15,regular,congested areas,745,296076,25989,891589,compliant,no,not in place,non-hazardous,container,17,217081,19134.205,21.96343631,Low
169,PortC,PortX,1,4,5,44,1,27,1804,11,regular,congested areas,710,382218,47008,1153370,compliant,yes,not in place,non-hazardous,container,11,343881,24946.015,33.49174029,Medium
170,PortC,PortY,1,3,3,33,1,23,1699,15,regular,clear,857,304031,32897,944758,non-compliant,no,not in place,non-hazardous,bulk carrier,8,340110,19833.205,23.34997243,Low
171,PortA,PortZ,1,3,6,49,1,25,1413,14,regular,congested areas,692,388647,43902,813901,non-compliant,no,not in place,hazardous,container,18,447567,25136.755,33.87009208,Medium
172,PortA,PortY,1,2,3,86,2,22,1580,16,regular,clear,612,417178,43693,1033804,compliant,yes,in place,hazardous,container,10,252784,26866.41,37.30103504,Medium
173,PortA,PortZ,1,4,2,61,1,15,1495,14,irregular,clear,859,449411,7975,889304,non-compliant,no,not in place,non-hazardous,container,14,448231,27756.19,39.06600229,Medium
174,PortA,PortX,0,0,6,48,2,17,1319,14,irregular,congested areas,708,268916,26940,766341,compliant,no,in place,hazardous,bulk carrier,16,340216,17420.54,18.5642111,Low
175,PortA,PortY,0,2,5,77,0,21,1564,16,regular,congested areas,929,537691,36311,816084,compliant,no,not in place,hazardous,container,7,239205,33934.435,51.32116659,Medium
176,PortB,PortY,0,0,3,70,2,15,1264,15,regular,clear,788,422354,53078,1210106,non-compliant,yes,in place,non-hazardous,bulk carrier,14,219122,27411.945,38.38315805,Medium
177,PortB,PortX,1,2,5,85,1,22,1737,15,irregular,congested areas,694,377034,28794,1007631,non-compliant,no,in place,non-hazardous,bulk carrier,14,543438,24067.235,31.74859264,Medium
178,PortA,PortY,1,0,2,90,0,19,1407,15,irregular,congested areas,704,453863,53463,966164,non-compliant,no,not in place,non-hazardous,container,4,334008,29334.85,42.19743164,Medium
179,PortC,PortZ,0,2,6,74,0,18,1540,11,irregular,congested areas,607,561415,47396,912515,non-compliant,no,in place,hazardous,bulk carrier,13,443650,35619.685,54.66402782,Medium
180,PortC,PortZ,1,3,6,71,0,22,1556,16,irregular,congested areas,666,243861,23788,993822,compliant,yes,in place,non-hazardous,container,10,179188,15875.505,15.4994803,Low
181,PortB,PortZ,1,1,0,90,2,21,1448,16,regular,clear,790,362667,48947,992035,non-compliant,yes,in place,non-hazardous,container,20,613769,23755.505,31.13024513,Medium
182,PortB,PortY,1,3,4,11,1,18,1617,12,irregular,clear,965,181691,30475,993825,compliant,yes,in place,hazardous,bulk carrier,16,439324,12419.805,8.644755164,Low
183,PortB,PortY,0,0,4,15,0,24,1405,14,irregular,congested areas,855,381634,43811,967226,compliant,no,not in place,hazardous,bulk carrier,14,324455,24742.035,33.08712565,Medium
184,PortC,PortZ,0,4,5,84,0,15,1674,14,regular,clear,608,395200,28768,1080319,non-compliant,yes,not in place,hazardous,bulk carrier,1,319383,25120.685,33.83821563,Medium
185,PortB,PortY,0,3,6,52,0,22,1230,14,irregular,clear,716,368040,29879,953465,compliant,no,in place,hazardous,container,14,423459,23436.875,30.49821079,Medium
186,PortC,PortZ,0,1,3,91,2,22,1525,15,irregular,congested areas,866,318523,56452,803309,non-compliant,yes,not in place,hazardous,container,8,417718,21367.175,26.3927547,Low
187,PortB,PortX,0,0,5,49,2,18,1887,17,irregular,congested areas,698,204451,48525,858136,non-compliant,yes,in place,hazardous,container,16,368252,14340.485,12.45461524,Low
188,PortC,PortZ,1,3,5,98,1,21,1299,17,irregular,clear,897,397437,53789,653147,compliant,yes,in place,hazardous,bulk carrier,11,351087,25971.74,35.52636799,Medium
189,PortB,PortX,1,2,1,48,2,14,1364,12,irregular,clear,996,486740,47996,1254022,compliant,yes,not in place,hazardous,container,9,406106,31190.255,45.87781225,Medium
190,PortB,PortX,1,4,6,37,0,23,1602,16,regular,clear,763,311510,21908,1079413,compliant,no,in place,non-hazardous,container,9,175829,19908.995,23.50030944,Low
191,PortC,PortX,1,0,4,89,1,19,1535,17,regular,congested areas,975,400848,37288,825489,non-compliant,yes,not in place,hazardous,container,10,312872,25754.735,35.09591696,Medium
192,PortB,PortZ,0,3,6,72,0,17,1570,15,regular,clear,740,233814,62904,907723,non-compliant,no,in place,non-hazardous,container,5,185313,16462.315,16.66347638,Low
193,PortA,PortZ,0,0,2,73,0,24,1597,17,regular,clear,867,407100,27277,854468,compliant,no,not in place,hazardous,bulk carrier,5,410459,25823.64,35.23259689,Medium
194,PortC,PortY,1,2,5,21,2,17,1626,19,regular,congested areas,636,332650,63820,1181382,non-compliant,no,not in place,hazardous,container,10,282418,22414.295,28.46982152,Low
195,PortB,PortY,0,1,1,50,1,14,1721,17,irregular,clear,673,298648,38063,737018,non-compliant,yes,in place,non-hazardous,bulk carrier,19,192842,19630.425,22.9477381,Low
196,PortC,PortX,1,3,1,38,2,13,1581,15,irregular,congested areas,672,302701,75033,967171,compliant,yes,not in place,hazardous,container,15,270621,20948.8,25.56286622,Low
197,PortB,PortZ,1,0,4,32,2,22,1451,17,irregular,congested areas,907,336757,31307,933720,non-compliant,no,in place,non-hazardous,container,16,364935,21696.775,27.04654913,Low
198,PortA,PortY,1,0,4,94,1,14,1634,15,irregular,clear,798,397068,30616,1074025,compliant,yes,not in place,hazardous,container,17,329477,25315.625,34.22489854,Medium
199,PortB,PortY,1,0,4,89,0,27,1879,15,irregular,congested areas,729,256661,30433,934398,compliant,no,in place,non-hazardous,bulk carrier,13,232684,16936.77,17.60460512,Low
200,PortB,PortY,0,1,2,60,0,11,1473,14,irregular,congested areas,845,327206,43779,686268,compliant,yes,not in place,non-hazardous,bulk carrier,9,179513,21486.91,26.630261,Low
201,PortA,PortZ,1,0,1,54,1,26,1305,18,irregular,clear,911,364551,19946,912332,non-compliant,yes,not in place,hazardous,bulk carrier,9,357393,22988.265,29.60834818,Low
202,PortC,PortY,0,4,3,99,0,20,1721,13,irregular,congested areas,659,276673,18372,804175,compliant,no,not in place,non-hazardous,container,7,291923,17721.075,19.16035221,Low
203,PortB,PortX,1,4,2,31,1,19,1475,18,irregular,clear,878,509942,36957,961936,compliant,yes,in place,non-hazardous,container,16,324191,32256.94,47.99368819,Medium
204,PortB,PortZ,1,0,0,19,1,17,1065,15,irregular,congested areas,702,298421,36959,1165126,compliant,no,not in place,hazardous,bulk carrier,7,334031,19426.8,22.54382763,Low
205,PortA,PortY,1,4,5,16,2,21,1669,12,irregular,congested areas,895,316095,44390,689086,compliant,no,in place,hazardous,container,22,393006,20902.4,25.4708272,Low
206,PortC,PortY,1,3,4,82,1,19,1392,15,irregular,clear,919,293470,53291,829966,non-compliant,yes,not in place,non-hazardous,container,7,434694,19746.17,23.17732984,Low
207,PortC,PortZ,0,4,1,98,2,24,1481,10,irregular,clear,940,512110,37471,867096,compliant,yes,not in place,hazardous,bulk carrier,18,364650,32417.655,48.3124824,Medium
208,PortA,PortY,1,0,5,24,0,20,1566,16,regular,clear,750,410130,23034,892755,non-compliant,yes,in place,non-hazardous,container,18,317953,25846.37,35.27768411,Medium
209,PortA,PortY,0,2,6,86,0,20,1538,16,irregular,congested areas,756,292696,50880,1061018,compliant,no,not in place,non-hazardous,container,15,352476,19630.835,22.94855138,Low
210,PortB,PortX,1,3,2,55,0,18,1641,13,regular,clear,805,454302,27682,923968,non-compliant,yes,in place,non-hazardous,container,20,316076,28666.14,40.87097875,Medium
211,PortA,PortZ,1,1,0,99,0,19,1412,15,irregular,congested areas,778,375343,24885,1012370,non-compliant,yes,in place,hazardous,bulk carrier,11,185744,23782.33,31.18345519,Medium
212,PortA,PortY,1,0,6,94,2,21,1602,18,irregular,clear,796,393540,66632,856134,non-compliant,yes,in place,hazardous,container,12,459194,26178.39,35.93627885,Medium
213,PortA,PortZ,0,1,2,96,0,13,1448,13,irregular,congested areas,822,344459,31827,984488,non-compliant,yes,in place,non-hazardous,bulk carrier,13,440343,22153.31,27.95213177,Low
214,PortC,PortZ,1,2,2,70,1,14,1647,12,regular,clear,688,317488,36981,1066669,compliant,no,in place,non-hazardous,container,14,548833,20713.22,25.09556983,Low
215,PortA,PortX,1,1,3,70,1,22,1623,17,regular,congested areas,886,405923,49371,840155,compliant,yes,not in place,non-hazardous,bulk carrier,2,578049,26426.82,36.42906449,Medium
216,PortB,PortX,1,0,5,60,1,20,1312,18,irregular,clear,875,318012,41992,1067203,non-compliant,no,in place,hazardous,bulk carrier,11,232397,20850.355,25.36759076,Low
217,PortB,PortZ,1,0,3,47,2,19,1717,15,irregular,congested areas,835,511163,47245,957855,non-compliant,yes,not in place,non-hazardous,bulk carrier,16,316460,32690.49,48.85367779,Medium
218,PortB,PortX,1,2,2,21,0,20,1392,17,irregular,congested areas,782,278514,75256,1106819,non-compliant,yes,in place,hazardous,bulk carrier,10,601153,19480.155,22.64966259,Low
219,PortA,PortX,0,0,0,97,0,21,1661,17,irregular,congested areas,808,490189,16373,919787,compliant,yes,in place,non-hazardous,container,21,345944,30485.58,44.4800192,Medium
220,PortC,PortY,0,2,1,86,0,17,1573,13,regular,congested areas,729,359815,40822,1007186,non-compliant,no,not in place,non-hazardous,bulk carrier,12,374421,23358.435,30.34261724,Medium
221,PortA,PortX,1,2,1,75,2,16,1867,14,regular,clear,752,383821,27262,943909,non-compliant,no,not in place,non-hazardous,container,14,197887,24470.57,32.54864778,Medium
222,PortA,PortX,1,0,6,63,1,20,1455,17,irregular,congested areas,612,434904,54754,935568,compliant,yes,in place,non-hazardous,container,19,365028,28229.865,40.00558383,Medium
223,PortB,PortY,0,4,5,48,1,16,1430,18,regular,clear,721,326739,38568,988839,compliant,no,in place,hazardous,bulk carrier,12,543194,21269.03,26.19807432,Low
224,PortA,PortY,1,2,4,85,0,21,1496,16,regular,congested areas,958,443072,37684,1030521,compliant,no,not in place,hazardous,container,19,478662,28287.705,40.12031523,Medium
225,PortC,PortZ,0,0,4,48,1,13,1439,13,irregular,clear,819,147846,45831,762565,compliant,yes,not in place,hazardous,container,14,289001,10773.48,5.379105555,Low
226,PortB,PortX,1,4,1,87,1,24,1659,18,irregular,congested areas,705,307919,43249,1165045,compliant,yes,in place,hazardous,container,14,310368,20337.365,24.350024,Low
227,PortC,PortY,1,2,2,39,2,21,1176,13,irregular,congested areas,974,287920,39504,671050,compliant,yes,in place,hazardous,container,7,236909,18957.03,21.61199205,Low
228,PortC,PortX,0,4,2,57,2,21,1289,14,regular,clear,669,262963,31693,847278,non-compliant,yes,in place,non-hazardous,bulk carrier,17,264883,17192.205,18.11128589,Low
229,PortC,PortZ,1,3,3,92,2,23,1286,15,irregular,clear,794,340752,30217,935859,non-compliant,yes,not in place,hazardous,container,8,158978,21840.74,27.33211805,Low
230,PortA,PortX,0,3,5,40,2,26,1690,18,regular,congested areas,785,397935,52323,1011853,compliant,yes,in place,hazardous,container,11,341518,26034.14,35.6501446,Medium
231,PortA,PortX,0,4,3,34,0,24,1842,16,irregular,clear,698,431263,36680,1186425,non-compliant,no,not in place,hazardous,container,18,501011,27584.765,38.72596373,Medium
232,PortA,PortX,0,2,4,77,2,12,1479,15,irregular,clear,681,388547,49024,671256,compliant,yes,not in place,hazardous,container,10,385543,25294.355,34.18270738,Medium
233,PortA,PortY,1,0,1,60,1,14,1466,15,regular,clear,674,321075,29620,873845,non-compliant,yes,in place,non-hazardous,container,13,486623,20658.98,24.98797939,Low
234,PortB,PortY,0,1,6,22,0,17,1514,15,regular,congested areas,973,402387,56621,630974,compliant,yes,in place,non-hazardous,bulk carrier,11,457324,26420.155,36.4158438,Medium
235,PortA,PortZ,0,0,2,72,1,20,1732,16,regular,clear,939,374708,30633,954743,compliant,yes,not in place,non-hazardous,container,11,295319,24028,31.67076611,Medium
236,PortB,PortX,1,1,1,51,1,22,1314,9,regular,congested areas,791,438586,27532,990752,non-compliant,no,in place,hazardous,bulk carrier,11,274049,27635.35,38.82630412,Medium
237,PortC,PortZ,1,1,0,63,1,17,1547,14,regular,clear,924,426049,34006,1188619,non-compliant,no,in place,non-hazardous,container,6,277881,27160.495,37.88438193,Medium
238,PortB,PortZ,1,2,1,76,2,20,1695,15,regular,clear,813,361352,32066,968095,compliant,no,not in place,non-hazardous,bulk carrier,14,178293,23236.65,30.10104456,Medium
239,PortA,PortY,1,4,0,89,2,16,1600,12,irregular,congested areas,914,295881,7723,1106603,compliant,yes,in place,hazardous,container,15,353233,18574.425,20.85305693,Low
240,PortB,PortX,1,0,3,99,0,17,1537,15,regular,clear,981,300741,38977,1037575,compliant,yes,not in place,hazardous,container,9,59553,19799.305,23.2827284,Low
241,PortA,PortX,1,4,3,65,0,14,1700,14,regular,clear,966,326473,30084,884712,compliant,no,not in place,hazardous,bulk carrier,9,409141,21114.71,25.89196523,Low
242,PortA,PortZ,0,3,4,28,2,16,959,18,irregular,clear,917,342638,39334,738655,compliant,no,in place,non-hazardous,bulk carrier,16,357188,22167.745,27.98076503,Low
243,PortB,PortX,1,2,1,55,1,14,1635,18,regular,clear,743,391301,29527,991250,compliant,yes,not in place,hazardous,bulk carrier,10,397143,24926.32,33.4526733,Medium
244,PortB,PortY,0,2,1,24,0,16,1369,14,regular,clear,983,429999,40603,726184,non-compliant,yes,not in place,non-hazardous,container,12,455701,27561.98,38.68076742,Medium
245,PortC,PortZ,1,3,0,41,2,24,1133,14,irregular,clear,815,364404,58244,1144281,non-compliant,yes,in place,non-hazardous,bulk carrier,7,369879,24066.685,31.74750166,Medium
246,PortC,PortZ,0,0,3,58,2,16,1602,14,irregular,clear,960,376947,43086,925690,non-compliant,yes,not in place,non-hazardous,bulk carrier,11,513157,24507.435,32.62177318,Medium
247,PortC,PortY,0,3,0,30,2,30,1774,14,irregular,congested areas,923,382074,42840,1129276,non-compliant,yes,in place,non-hazardous,bulk carrier,7,412194,24848.115,33.29754589,Medium
248,PortC,PortY,1,0,3,74,1,21,1472,15,regular,congested areas,614,322441,29743,877967,non-compliant,no,not in place,non-hazardous,container,8,274287,20736.685,25.14211499,Low
249,PortC,PortY,1,1,0,79,2,20,1690,13,irregular,congested areas,816,292280,46927,990327,compliant,yes,not in place,hazardous,container,8,326228,19537.705,22.76381875,Low
250,PortB,PortY,0,2,3,36,2,16,1822,12,regular,congested areas,634,215758,30367,981402,compliant,no,not in place,non-hazardous,container,16,123870,14444.8,12.66153443,Low
251,PortC,PortY,1,0,0,32,2,22,1762,16,irregular,congested areas,782,307377,48043,943243,non-compliant,yes,not in place,non-hazardous,bulk carrier,5,259780,20488.655,24.65012278,Low
252,PortB,PortY,1,4,6,56,2,17,1827,16,regular,clear,869,403446,39396,885101,compliant,no,not in place,non-hazardous,container,13,311900,26026.315,35.63462294,Medium
253,PortC,PortZ,0,4,3,21,0,20,1648,13,irregular,congested areas,957,313998,46905,1008868,non-compliant,no,not in place,non-hazardous,container,10,404627,20858.115,25.38298349,Low
254,PortA,PortX,0,2,5,94,0,30,1515,16,irregular,congested areas,699,344723,45693,811075,non-compliant,no,not in place,non-hazardous,container,18,274963,22582.615,28.803701,Low
255,PortC,PortX,0,3,0,75,2,19,1179,13,irregular,clear,606,398583,38967,768584,compliant,yes,in place,hazardous,container,15,225373,25506.79,34.60409336,Medium
256,PortA,PortZ,1,3,1,14,1,24,1450,15,regular,congested areas,629,399717,39059,1136424,compliant,yes,not in place,non-hazardous,bulk carrier,5,161246,25651.54,34.8912194,Medium
257,PortB,PortX,1,0,4,18,0,17,1331,16,regular,clear,904,278155,45548,1059075,non-compliant,yes,in place,non-hazardous,container,9,290358,18574.485,20.85317594,Low
258,PortC,PortX,1,3,5,29,2,19,1934,14,irregular,clear,743,457019,69306,959883,non-compliant,no,not in place,non-hazardous,bulk carrier,11,545085,30140.34,43.79520128,Medium
259,PortB,PortZ,1,2,5,91,0,27,1464,15,irregular,congested areas,710,459043,36749,1199771,non-compliant,no,not in place,non-hazardous,bulk carrier,9,377110,29162.57,41.8556971,Medium
260,PortC,PortX,0,0,0,72,0,17,1524,13,irregular,congested areas,831,281809,37998,909835,non-compliant,yes,in place,hazardous,bulk carrier,16,443957,18600.98,20.90573141,Low
261,PortB,PortX,1,1,4,95,1,27,1610,14,irregular,clear,778,297092,49086,1148405,compliant,no,in place,non-hazardous,bulk carrier,12,259994,19865.07,23.41317983,Low
262,PortC,PortZ,0,3,1,81,2,22,1508,14,regular,clear,671,454920,48673,976336,non-compliant,no,in place,non-hazardous,bulk carrier,11,192655,29274.27,42.07726517,Medium
263,PortC,PortX,1,3,5,82,2,17,1839,13,irregular,congested areas,809,349646,38808,796287,compliant,no,not in place,non-hazardous,bulk carrier,16,227892,22772.02,29.17940468,Low
264,PortA,PortY,1,0,1,80,1,22,1375,14,irregular,clear,819,189432,29146,1227206,non-compliant,no,in place,non-hazardous,container,6,340286,12755.155,9.30995529,Low
