Route,POL,POD,Total_Travel_Days,Leg_1_Travel_Days,Leg_1_Distance,Leg_2_Travel_Days,Leg_2_Distance,Leg_3_Travel_Days,Leg_3_Distance,No_Of_Travels,Vessel_Age,Vessel_Capacity,Port_Congestion_Level,Port_Security_Rating,Cargo_Value,Freight_Rates,Incident_Date,Recent_Incidents_10Days,Recent_Incidents_5Months,Older_Incidents,Risk_Score
Route 777,Singapore,New York,20,8,1316,12,3785,12,5277,46,14,3542,5,2,224032,225,2037-11-15,1,21,63,23176.985706931562
Route 778,Mumbai,Rotterdam,31,4,2296,6,4837,12,4570,26,6,2894,5,2,75151,215,2037-11-22,1,21,63,8148.836928756764
Route 779,Hong Kong,Rotterdam,30,7,647,13,3678,14,4101,45,14,2766,6,2,95751,423,2037-11-29,1,21,63,10211.531960753608
Route 780,Shanghai,Los Angeles,25,3,1685,11,2414,14,5498,69,6,2631,4,2,33393,253,2037-12-06,1,21,63,3943.5095748870554
Route 781,Singapore,Los Angeles,33,9,1755,7,5140,14,3687,56,6,2972,4,3,59521,173,2037-12-13,1,21,63,6608.143887098647
Route 782,Shanghai,Los Angeles,34,6,2316,9,3162,14,5030,72,13,2960,4,2,195095,251,2037-12-20,1,21,63,20181.52093751177
Route 783,Shanghai,Antwerp,21,6,2011,14,3941,10,3711,56,13,3103,3,4,73898,266,2037-12-27,1,21,63,8087.330793498529
Route 784,Hong Kong,New York,26,9,1297,12,4446,10,4431,24,13,2935,6,2,195964,455,2038-01-03,1,21,63,20261.52858516284
Route 785,Mumbai,Los Angeles,26,4,1507,10,4199,12,3886,0,4,2933,3,1,37831,392,2038-01-10,1,21,63,4421.817401454518
Route 786,Shanghai,Hamburg,25,4,2099,9,5094,12,3944,52,8,2611,6,4,47326,414,2038-01-17,1,21,63,5339.4550499523775
Route 787,Singapore,Hamburg,34,5,1960,10,4479,9,3622,45,13,3470,5,2,82938,381,2038-01-24,1,21,63,9069.812442688884
Route 788,Tokyo,Rotterdam,29,9,1710,8,3138,11,5344,30,10,3038,3,1,96812,394,2038-01-31,1,21,63,10360.683756085256
Route 789,Shanghai,New York,28,3,1759,3,6178,9,3267,15,5,2912,6,1,146154,231,2038-02-07,1,21,63,15242.402319760771
Route 790,Shanghai,Los Angeles,19,1,2348,16,4194,7,3259,35,11,2626,3,4,122538,280,2038-02-14,1,21,63,12841.562095110054
Route 791,Hong Kong,Hamburg,33,6,1741,10,3852,13,6120,46,7,2334,6,2,79184,201,2038-02-21,1,21,63,8447.006987045423
Route 792,Mumbai,New York,23,8,1955,11,4963,10,4977,63,17,3653,5,2,93334,278,2038-02-28,1,21,63,10145.388820562435
Route 793,Tokyo,Rotterdam,30,9,3084,9,4249,16,1614,53,16,3277,3,2,84046,368,2038-03-07,1,21,63,9142.735710602963
Route 794,Singapore,Antwerp,31,6,1288,7,4399,5,3434,82,12,2188,6,4,54267,313,2038-03-14,1,21,63,5961.150627601873
Route 795,Tokyo,New York,36,6,1074,9,6492,8,2188,29,15,3381,6,2,55601,431,2038-03-21,1,21,63,6315.248304726912
Route 796,Singapore,New York,23,9,2391,5,3724,10,3049,67,10,3461,7,5,151394,185,2038-03-28,1,21,63,15902.713037860734
Route 797,Mumbai,Antwerp,14,3,1660,16,3682,13,861,50,13,3062,6,3,8591,350,2038-04-04,1,21,63,1549.3685879038012
Route 798,Singapore,New York,30,6,1840,6,4116,11,3863,63,15,3799,5,4,180867,175,2038-04-11,1,21,63,18913.850231390723
Route 799,Hong Kong,Rotterdam,39,7,1609,6,5071,10,2858,41,10,3108,2,3,82850,309,2038-04-18,1,21,63,8976.47084264096
Route 800,Hong Kong,Rotterdam,36,7,1870,8,2493,6,4059,71,8,2291,9,2,61374,374,2038-04-25,1,21,63,6685.7224459101735
Route 801,Hong Kong,Antwerp,31,5,2799,13,2034,6,2374,55,3,3182,2,2,136987,278,2038-05-02,1,21,63,14409.047487507967
Route 802,Hong Kong,Los Angeles,27,7,2401,10,3412,10,4082,36,9,3122,6,3,174260,355,2038-05-09,1,21,63,18125.132623605838
Route 803,Tokyo,Hamburg,34,2,2431,6,2366,5,3585,49,13,2698,5,3,155881,204,2038-05-16,1,21,63,16193.166133094994
Route 804,Mumbai,Los Angeles,25,5,1291,13,3575,8,5501,45,13,3286,2,2,125092,133,2038-05-23,1,21,63,13218.142007654085
Route 805,Singapore,New York,32,7,1424,12,4502,11,5411,59,12,2166,4,3,154343,355,2038-05-30,1,21,63,15949.955562254896
Route 806,Singapore,Hamburg,32,5,580,11,3109,7,4785,26,7,3495,4,4,14175,474,2038-06-06,1,21,63,2197.111355051482
Route 807,Hong Kong,Antwerp,35,7,1595,12,2573,14,3673,49,2,2560,7,5,73908,200,2038-06-13,1,21,63,7963.3738676004095
Route 808,Hong Kong,Antwerp,43,7,2478,17,4069,13,5985,57,8,2507,3,3,54441,422,2038-06-20,1,21,63,6035.844283467839
Route 809,Shanghai,Hamburg,31,6,2258,16,4862,5,2446,50,8,2943,4,4,161231,304,2038-06-27,1,21,63,16786.04920784607
Route 810,Mumbai,Rotterdam,27,7,1889,7,2305,7,2596,76,8,3216,0,2,80826,166,2038-07-04,1,21,63,8796.903435769627
Route 811,Tokyo,Hamburg,29,5,1988,14,4820,3,3916,65,12,3081,8,3,142270,186,2038-07-11,1,21,63,14912.494334374129
Route 812,Singapore,New York,21,6,1655,11,4817,7,6254,49,17,2628,2,4,126792,301,2038-07-18,1,21,63,13279.51151231295
Route 813,Shanghai,Rotterdam,26,8,2102,11,4954,12,3797,54,10,2746,5,2,56884,259,2038-07-25,1,21,63,6308.87929590975
Route 814,Shanghai,Antwerp,27,7,2382,4,5218,8,3816,55,9,2433,4,2,70652,168,2038-08-01,1,21,63,7615.665077796603
Route 815,Singapore,Hamburg,27,5,1192,9,6202,11,2558,58,8,2887,4,4,164690,130,2038-08-08,1,21,63,17104.628528798734
Route 816,Tokyo,Los Angeles,30,7,2149,7,3643,5,4945,13,10,3537,6,2,61225,215,2038-08-15,1,21,63,6875.574366314948
Route 817,Shanghai,Los Angeles,25,8,2466,12,4109,12,4953,43,6,2997,8,1,106243,319,2038-08-22,1,21,63,11294.189646263865
Route 818,Shanghai,New York,35,2,1792,13,3583,8,4789,20,10,3429,5,4,60872,299,2038-08-29,1,21,63,6833.025356715373
Route 819,Mumbai,Los Angeles,30,9,2350,3,4001,10,3370,75,11,3727,6,4,84302,249,2038-09-05,1,21,63,9255.483071324956
Route 820,Tokyo,Hamburg,29,6,3407,9,5532,9,3293,48,10,2705,5,3,97691,320,2038-09-12,1,21,63,10381.866860414226
Route 821,Shanghai,Hamburg,28,7,1947,13,2654,6,2706,46,11,2906,7,2,60856,404,2038-09-19,1,21,63,6750.24793030342
Route 822,Tokyo,Los Angeles,30,9,2196,9,3138,6,4083,67,11,4085,4,2,51977,339,2038-09-26,1,21,63,6097.164101770108
Route 823,Singapore,Hamburg,34,4,1630,12,5377,12,2919,58,2,3722,7,3,114313,287,2038-10-03,1,21,63,12252.369959429525
Route 824,Hong Kong,New York,25,5,2090,11,5020,11,2822,27,12,2163,7,4,57763,392,2038-10-10,1,21,63,6281.088147805034
Route 825,Shanghai,Rotterdam,26,6,2230,11,3636,13,3576,48,7,3193,7,3,59467,204,2038-10-17,1,21,63,6644.5049378354515
Route 826,Mumbai,New York,28,5,2097,9,4854,10,3510,43,5,3000,3,5,53047,277,2038-10-24,1,21,63,5970.239159561193
Route 827,Singapore,New York,23,10,1490,6,4341,10,3462,15,5,3413,4,2,96104,279,2038-10-31,1,21,63,10345.458247266137
Route 828,Tokyo,Hamburg,25,5,2103,6,5500,4,4466,36,11,2627,5,2,147185,176,2038-11-07,1,21,63,15296.73459782489
Route 829,Singapore,Rotterdam,27,5,2731,12,4074,9,4079,46,9,2580,2,2,175326,258,2038-11-14,1,21,63,18114.54005949765
Route 830,Shanghai,Hamburg,34,7,2224,10,5025,9,3711,47,3,2661,8,1,63704,92,2038-11-21,1,21,63,6952.880156731411
Route 831,Tokyo,Antwerp,31,4,2480,9,6642,15,4183,20,11,2714,4,2,207515,491,2038-11-28,1,21,63,21371.095619329226
Route 832,Hong Kong,Hamburg,30,6,1881,8,4598,12,3008,73,4,3407,5,3,49764,206,2038-12-05,1,21,63,5729.625884647068
Route 833,Singapore,Hamburg,34,7,2374,9,4049,14,4105,47,10,2409,3,3,154177,458,2038-12-12,1,21,63,15986.202032005256
Route 834,Shanghai,Hamburg,29,6,2139,13,4722,11,4150,50,10,2688,2,5,63915,303,2038-12-19,1,21,63,7005.829680272918
Route 835,Mumbai,Rotterdam,31,6,1524,8,3634,7,2496,58,13,2105,3,3,56453,356,2038-12-26,1,21,63,6153.170128690666
Route 836,Tokyo,Hamburg,29,5,2159,5,6387,10,4995,34,17,3503,5,4,62762,251,2039-01-02,1,21,63,7035.760147652117
Route 837,Singapore,Rotterdam,31,3,1504,12,4180,10,3118,59,4,3635,6,3,97377,320,2039-01-09,1,21,63,10545.182055818383
Route 838,Singapore,Los Angeles,27,7,1683,9,3727,7,4090,42,9,2836,5,4,128998,365,2039-01-16,1,21,63,13543.500295432072
Route 839,Hong Kong,Antwerp,17,10,2094,10,3164,8,5164,32,8,2851,5,5,133493,366,2039-01-23,1,21,63,13992.54796535824
Route 840,Hong Kong,Rotterdam,29,7,2148,14,5097,9,4925,61,11,3226,4,3,52800,377,2039-01-30,1,21,63,6010.799023479464
Route 841,Mumbai,Los Angeles,37,7,1405,9,4867,14,4034,79,10,3737,5,2,50517,263,2039-02-06,1,21,63,5879.363472980997
Route 842,Mumbai,Rotterdam,34,8,2526,10,3502,3,3637,64,8,3204,7,2,54168,251,2039-02-13,1,21,63,6133.668977577296
Route 843,Shanghai,Rotterdam,34,4,2286,6,4576,13,4947,68,8,2651,6,3,94432,140,2039-02-20,1,21,63,10037.518045477436
Route 844,Shanghai,Antwerp,36,10,1647,9,2491,7,4674,39,5,2190,6,3,89492,352,2039-02-27,1,21,63,9456.223415137032
Route 845,Mumbai,New York,30,7,1231,11,4184,5,3381,18,13,2442,5,3,52491,408,2039-03-06,1,21,63,5803.9631972350535
Route 846,Mumbai,New York,30,10,1927,5,4452,13,3205,79,11,3036,1,3,113480,461,2039-03-13,1,21,63,12059.901827564832
Route 847,Tokyo,Rotterdam,26,5,1777,10,5707,12,1927,91,13,2672,2,3,213128,330,2039-03-20,1,21,63,21944.67890493206
Route 848,Hong Kong,Hamburg,28,10,2056,10,3229,13,4154,80,8,3097,5,2,74764,223,2039-03-27,1,21,63,8177.064932043751
Route 849,Shanghai,Los Angeles,33,8,1818,10,2721,12,3917,43,7,2723,4,3,78324,130,2039-04-03,1,21,63,8430.138150508994
Route 850,Hong Kong,Hamburg,36,8,996,13,3104,16,5136,26,5,2470,5,4,127983,404,2039-04-10,1,21,63,13362.158132870833
Route 851,Hong Kong,Hamburg,29,7,1805,11,2663,11,4359,28,11,2411,8,4,72059,120,2039-04-17,1,21,63,7733.6590528522465
Route 852,Mumbai,Rotterdam,27,6,1847,14,5336,9,5334,16,5,3781,6,3,133448,265,2039-04-24,1,21,63,14151.577124942438
Route 853,Tokyo,Rotterdam,30,9,2316,7,5548,11,3302,47,17,3444,7,4,64072,277,2039-05-01,1,21,63,7168.07934445427
Route 854,Singapore,Rotterdam,33,7,1650,10,4320,13,5138,82,4,3865,5,2,191605,293,2039-05-08,1,21,63,20018.065490524037
Route 855,Tokyo,Rotterdam,22,3,2839,10,5221,7,3471,47,11,3269,3,2,117238,303,2039-05-15,1,21,63,12450.08096858775
Route 856,Tokyo,New York,18,4,1044,6,4133,8,4777,56,16,2785,4,2,68998,313,2039-05-22,1,21,63,7537.850241497963
Route 857,Hong Kong,Rotterdam,27,6,2655,12,3904,9,2541,77,12,3661,3,2,70565,58,2039-05-29,1,21,63,7849.566773940358
Route 858,Tokyo,New York,23,7,1887,16,3666,3,4235,41,10,2983,8,2,74310,301,2039-06-05,1,21,63,8099.3625392908025
Route 859,Shanghai,New York,27,6,2429,9,3689,10,2015,90,6,3110,6,4,168637,77,2039-06-12,1,21,63,17556.427042992957
Route 860,Hong Kong,Rotterdam,29,9,2039,11,2452,4,3732,89,4,2978,6,2,36562,373,2039-06-19,1,21,63,4350.4821579528125
Route 861,Shanghai,Antwerp,27,3,2569,10,4264,10,4440,47,13,1526,7,2,66602,244,2039-06-26,1,21,63,7029.201140960786
Route 862,Singapore,Los Angeles,37,7,1806,7,3959,12,3479,38,16,3802,0,4,71916,84,2039-07-03,1,21,63,7995.385475380868
Route 863,Hong Kong,Hamburg,31,3,1450,4,4745,8,2949,63,8,3245,6,2,99215,218,2039-07-10,1,21,63,10641.688232725559
Route 864,Singapore,New York,31,8,2710,7,4093,15,4846,43,5,3164,2,3,86444,242,2039-07-17,1,21,63,9340.779464249264
Route 865,Hong Kong,Los Angeles,33,6,1943,5,3837,5,3896,26,0,2969,4,3,25438,419,2039-07-24,1,21,63,3206.3572391127104
Route 866,Mumbai,Antwerp,24,7,2110,15,3128,13,3510,75,6,3081,4,1,80008,319,2039-07-31,1,21,63,8705.940187801167
Route 867,Tokyo,Hamburg,35,5,2617,9,4072,12,4041,74,9,2701,6,4,95022,334,2039-08-07,1,21,63,10132.96987194851
Route 868,Mumbai,Hamburg,29,9,1484,8,4738,4,6636,53,16,3308,5,3,68595,418,2039-08-14,1,21,63,7607.7833174965845
Route 869,Singapore,New York,33,9,2297,12,2856,18,5153,24,12,2346,7,4,134338,290,2039-08-21,1,21,63,13963.861697334109
Route 870,Tokyo,Rotterdam,24,8,1705,6,4087,9,5162,25,11,3093,3,2,145970,375,2039-08-28,1,21,63,15288.453858267447
Route 871,Hong Kong,Antwerp,22,6,1933,7,4233,7,4435,52,8,3280,6,3,96080,368,2039-09-04,1,21,63,10342.3148719944
Route 872,Tokyo,New York,34,8,2036,10,3281,5,4166,40,7,2900,5,3,111527,171,2039-09-11,1,21,63,11788.356539877832
Route 873,Shanghai,Antwerp,31,5,1249,13,3412,9,1603,43,15,3185,1,3,-8052,447,2039-09-18,1,21,63,0.0
Route 874,Tokyo,Rotterdam,25,8,1610,11,4230,9,3321,70,10,2504,3,1,78944,157,2039-09-25,1,21,63,8464.51379258184
Route 875,Shanghai,Rotterdam,25,10,2675,10,2866,10,3519,64,1,2517,4,3,150241,391,2039-10-02,1,21,63,15616.634547292637
Route 876,Tokyo,New York,35,9,2443,10,4349,9,2125,77,7,3118,7,1,78828,148,2039-10-09,1,21,63,8576.027525822577
Route 877,Shanghai,Rotterdam,24,5,1968,11,3104,11,2842,30,6,3339,5,3,63136,360,2039-10-16,1,21,63,7051.837824543415
Route 878,Singapore,Los Angeles,38,7,2121,10,5062,8,2019,43,7,2062,2,0,213884,486,2039-10-23,1,21,63,21891.042406788543
Route 879,Mumbai,Hamburg,25,4,1852,6,6337,4,3961,65,12,3261,4,1,190953,278,2039-10-30,1,21,63,19825.932549474688
Route 880,Hong Kong,New York,33,8,2678,10,3139,9,4818,58,9,2728,9,3,123378,274,2039-11-06,1,21,63,12960.26977737499
Route 881,Tokyo,Antwerp,28,7,1899,6,4534,2,5106,80,9,2903,5,2,156945,361,2039-11-13,1,21,63,16367.719118459592
Route 882,Mumbai,Los Angeles,33,3,2115,10,3273,11,4414,58,15,2330,4,2,-11296,267,2039-11-20,1,21,63,0.0
Route 883,Hong Kong,New York,27,4,2573,8,5040,7,3036,86,7,2574,5,4,60622,481,2039-11-27,1,21,63,6685.646649814585
Route 884,Hong Kong,Rotterdam,29,6,1611,17,2734,10,2067,60,17,3483,6,3,76502,319,2039-12-04,1,21,63,8430.993871851317
Route 885,Shanghai,Rotterdam,30,6,2779,9,4480,13,2243,71,7,3016,4,3,88200,267,2039-12-11,1,21,63,9505.109351871515
Route 886,Singapore,Rotterdam,24,4,1234,5,3127,7,2731,43,10,2808,6,2,75502,245,2039-12-18,1,21,63,8175.780690301766
Route 887,Singapore,Rotterdam,33,7,2814,9,3793,13,3111,50,8,2941,4,5,-27501,206,2039-12-25,1,21,63,0.0
Route 888,Mumbai,Antwerp,27,7,1813,11,2968,8,3840,68,10,3244,6,2,119301,237,2040-01-01,1,21,63,12657.860094883124
Route 889,Singapore,Los Angeles,28,6,1878,15,4822,15,2985,82,11,3220,5,4,127182,264,2040-01-08,1,21,63,13450.39370748636
Route 890,Tokyo,Hamburg,25,5,1054,8,3163,8,4338,64,11,2962,5,2,180094,251,2040-01-15,1,21,63,18676.16794693656
Route 891,Singapore,Antwerp,17,9,1772,5,4551,7,3767,48,6,3546,3,1,60584,234,2040-01-22,1,21,63,6829.77634236652
Route 892,Mumbai,Antwerp,29,10,1480,12,3655,12,4010,77,5,3485,3,3,56491,509,2040-01-29,1,21,63,6450.37523729062
Route 893,Singapore,Hamburg,42,6,1696,5,3885,8,5140,6,20,3206,6,3,-33999,196,2040-02-05,1,21,63,0.0
Route 894,Tokyo,Hamburg,33,5,1931,8,4147,7,2819,21,8,3027,4,1,85321,314,2040-02-12,1,21,63,9193.776463585022
Route 895,Shanghai,Rotterdam,29,7,2478,9,3238,8,4418,63,12,3328,5,2,145055,359,2040-02-19,1,21,63,15258.453675308223
Route 896,Mumbai,Antwerp,28,6,2103,9,4210,9,3986,50,3,3157,4,2,69411,363,2040-02-26,1,21,63,7647.337781304353
Route 897,Shanghai,New York,30,6,2153,12,5530,14,3666,62,8,3530,6,3,207172,294,2040-03-04,1,21,63,21503.247092239686
Route 898,Shanghai,Hamburg,32,8,1452,7,3221,4,4885,51,9,3449,3,0,87170,275,2040-03-11,1,21,63,9476.334439165461
Route 899,Shanghai,Hamburg,24,3,1559,9,5171,10,4879,61,11,2490,4,4,107349,345,2040-03-18,1,21,63,11319.46727712372
Route 900,Hong Kong,Los Angeles,35,9,2899,9,5498,11,3053,33,0,2457,6,2,31844,326,2040-03-25,1,21,63,3742.3829091566427
Route 901,Hong Kong,New York,33,7,1632,10,3183,10,3817,61,10,2649,7,1,114361,274,2040-04-01,1,21,63,12044.670130824003
Route 902,Shanghai,New York,33,6,2828,10,2544,13,4281,69,5,3488,3,3,1034,143,2040-04-08,1,21,63,869.2216374365782
Route 903,Mumbai,Hamburg,32,6,1878,11,4301,9,3726,74,11,2211,8,2,134684,253,2040-04-15,1,21,63,13992.087261667977
Route 904,Tokyo,Rotterdam,30,6,2001,12,3452,9,4585,90,5,3197,5,4,136221,185,2040-04-22,1,21,63,14339.982413867152
Route 905,Tokyo,Los Angeles,33,3,2535,11,5868,11,4281,54,6,3181,2,3,167964,233,2040-04-29,1,21,63,17497.394953890005
Route 906,Singapore,New York,32,9,2635,11,4034,10,5832,55,8,3581,5,2,49001,303,2040-05-06,1,21,63,5687.326302941369
Route 907,Mumbai,Hamburg,28,7,1944,5,3197,8,2469,19,5,3090,4,2,108028,335,2040-05-13,1,21,63,11477.932668333144
Route 908,Hong Kong,New York,27,7,1805,10,2852,11,3877,39,8,2328,5,3,128190,478,2040-05-20,1,21,63,13369.837647315408
Route 909,Shanghai,Los Angeles,30,8,1972,11,5089,8,3091,46,5,2520,4,2,122114,246,2040-05-27,1,21,63,12778.18069163835
Route 910,Singapore,Los Angeles,37,4,2168,12,3428,8,4604,71,2,2409,5,2,56735,377,2040-06-03,1,21,63,6243.73972879118
Route 911,Tokyo,Antwerp,23,7,2445,7,4043,8,2382,37,14,2731,3,3,-19599,330,2040-06-10,1,21,63,0.0
Route 912,Hong Kong,Hamburg,22,6,2002,8,4955,14,4346,65,4,2908,6,2,117348,429,2040-06-17,1,21,63,12407.59186948387
Route 913,Hong Kong,Los Angeles,30,8,2309,8,3515,0,3369,49,9,2417,2,3,92375,357,2040-06-24,1,21,63,9796.356342399175
Route 914,Shanghai,Antwerp,30,2,2819,11,3954,11,3265,46,13,3735,2,4,71666,199,2040-07-01,1,21,63,7975.493532664874
Route 915,Tokyo,Antwerp,30,6,2190,13,3983,10,2553,54,7,2337,5,2,138197,127,2040-07-08,1,21,63,14342.103019026456
Route 916,Mumbai,New York,31,5,2155,8,4683,4,3534,42,6,3673,8,3,97754,331,2040-07-15,1,21,63,10581.358427006042
Route 917,Hong Kong,New York,28,7,1240,12,4590,10,5084,41,10,3592,4,2,34040,247,2040-07-22,1,21,63,4188.085553928846
Route 918,Shanghai,Antwerp,37,7,684,10,3779,11,3974,15,14,3449,6,3,3427,201,2040-07-29,1,21,63,1079.3589893918077
Route 919,Mumbai,New York,21,5,2194,9,4063,11,4627,45,5,2653,7,3,43551,173,2040-08-05,1,21,63,4946.3419151066955
Route 920,Tokyo,Los Angeles,25,5,1952,9,3628,2,5664,40,9,3171,6,3,219650,316,2040-08-12,1,21,63,22671.963271973873
Route 921,Hong Kong,Rotterdam,29,6,1742,12,2522,14,4263,39,3,2361,4,2,136138,450,2040-08-19,1,21,63,14165.041389382843
Route 922,Mumbai,Los Angeles,21,5,2121,10,4257,7,3441,58,8,3455,2,2,109430,259,2040-08-26,1,21,63,11703.477752467168
Route 923,Mumbai,Antwerp,29,8,1969,16,5892,12,4467,63,10,2963,0,3,90916,359,2040-09-02,1,21,63,9768.89489167616
Route 924,Mumbai,Antwerp,38,6,2563,7,3116,12,3455,54,6,2795,4,3,87630,289,2040-09-09,1,21,63,9397.206655526794
Route 925,Hong Kong,Los Angeles,30,1,2043,11,3226,7,3495,69,8,2388,7,2,158359,171,2040-09-16,1,21,63,16381.919618187545
Route 926,Hong Kong,New York,31,6,1626,8,3129,11,2480,61,4,1761,2,4,75470,373,2040-09-23,1,21,63,7985.216180596525
Route 927,Singapore,New York,23,4,2495,7,4724,8,4926,44,10,2480,6,1,128846,190,2040-09-30,1,21,63,13441.816879978272
Route 928,Tokyo,Antwerp,26,3,1891,9,4448,3,3613,40,14,3556,3,3,82578,302,2040-10-07,1,21,63,9036.851948699275
Route 929,Shanghai,Hamburg,28,4,2263,10,3841,13,4182,56,5,2798,5,1,197007,265,2040-10-14,1,21,63,20329.547897823424
Route 930,Mumbai,New York,28,7,1761,18,3081,7,2964,61,7,2915,6,4,137114,389,2040-10-21,1,21,63,14383.325324064255
Route 931,Singapore,Los Angeles,36,9,1675,9,4092,7,4435,77,12,3327,3,1,162277,194,2040-10-28,1,21,63,16969.103695099286
Route 932,Shanghai,New York,32,7,2042,6,2435,8,3238,73,14,3902,5,4,70779,339,2040-11-04,1,21,63,7947.327876946913
Route 933,Singapore,Los Angeles,24,5,2006,10,4143,10,3858,39,4,3662,4,2,152906,216,2040-11-11,1,21,63,16079.395639103761
Route 934,Hong Kong,Antwerp,31,7,2239,3,4871,9,4877,47,9,2513,6,2,84371,248,2040-11-18,1,21,63,9005.758960894545
Route 935,Mumbai,New York,32,6,1865,9,2748,11,4790,63,11,2028,5,3,105501,-63,2040-11-25,1,21,63,10996.47029115009
Route 936,Shanghai,Los Angeles,35,5,1081,10,2467,5,3977,71,9,4179,5,3,181752,509,2040-12-02,1,21,63,19117.03128621297
Route 937,Shanghai,Antwerp,37,4,1783,12,5579,7,2231,68,0,4134,8,2,47861,355,2040-12-09,1,21,63,5697.042615622122
Route 938,Shanghai,Hamburg,24,3,2396,12,3388,9,6992,48,12,3094,6,2,110162,223,2040-12-16,1,21,63,11694.532567552404
Route 939,Shanghai,Los Angeles,25,6,1851,8,5135,15,5745,24,16,2364,3,3,121900,187,2040-12-23,1,21,63,12713.252258063381
Route 940,Shanghai,Hamburg,23,7,1876,9,3846,9,4722,30,10,3481,4,1,126000,250,2040-12-30,1,21,63,13352.116857482213
Route 941,Singapore,Hamburg,28,6,2493,7,3838,13,3246,55,5,2946,4,2,77460,371,2041-01-06,1,21,63,8419.477644384606
Route 942,Mumbai,Rotterdam,32,6,1644,6,4438,10,3886,56,7,2943,5,6,204313,110,2041-01-13,1,21,63,21076.42910995816
Route 943,Hong Kong,New York,34,5,1228,10,3116,8,3456,28,17,3447,10,2,35253,285,2041-01-20,1,21,63,4276.104713272843
Route 944,Hong Kong,Los Angeles,29,8,1919,6,4132,9,5263,50,13,3167,5,4,172944,477,2041-01-27,1,21,63,18021.215865339924
Route 945,Hong Kong,Hamburg,28,4,1757,8,3618,9,4262,62,12,2407,0,2,160753,186,2041-02-03,1,21,63,16622.579105263987
Route 946,Hong Kong,Rotterdam,30,8,1516,7,2679,11,3215,26,11,2837,3,3,195044,308,2041-02-10,1,21,63,20132.3410875975
Route 947,Singapore,Antwerp,25,4,1912,11,4337,14,3529,72,7,3330,1,3,20588,520,2041-02-17,1,21,63,2830.519002765649
Route 948,Tokyo,Los Angeles,40,5,2245,15,3736,11,5121,42,9,3255,4,4,56558,363,2041-02-24,1,21,63,6380.319065384221
Route 949,Mumbai,Hamburg,21,4,1995,6,3842,13,5600,75,9,3131,1,2,174597,312,2041-03-03,1,21,63,18168.5854526836
Route 950,Shanghai,New York,30,5,2153,4,2789,7,5528,39,12,3466,3,4,6148,350,2041-03-10,1,21,63,1384.9519960041887
Route 951,Tokyo,Rotterdam,40,8,2906,9,5591,8,4757,29,16,2819,1,2,19677,259,2041-03-17,1,21,63,2592.0589974752015
Route 952,Hong Kong,Hamburg,30,8,1828,10,4876,7,3747,40,14,3089,5,3,75584,429,2041-03-24,1,21,63,8258.171581430011
Route 953,Tokyo,New York,29,8,2139,10,4964,10,758,48,4,1312,5,3,109599,260,2041-03-31,1,21,63,11288.893045580598
Route 954,Mumbai,Hamburg,28,8,1745,8,3694,8,4297,42,10,2775,5,1,179611,104,2041-04-07,1,21,63,18566.111728716234
Route 955,Shanghai,Los Angeles,29,4,1576,9,2270,12,3998,45,12,3381,4,2,90736,260,2041-04-14,1,21,63,9818.646674899228
Route 956,Shanghai,Los Angeles,36,6,1707,11,5952,7,4139,56,12,2804,2,3,69588,203,2041-04-21,1,21,63,7584.7880494173705
Route 957,Mumbai,Los Angeles,18,5,1760,13,3938,10,4053,46,7,2766,6,2,115569,271,2041-04-28,1,21,63,12178.232293051933
Route 958,Mumbai,Rotterdam,37,9,2179,4,3251,12,2673,48,21,2479,8,5,123479,274,2041-05-05,1,21,63,12917.18659164758
Route 959,Hong Kong,Los Angeles,22,4,3174,8,4416,3,4557,15,4,3501,5,2,122061,419,2041-05-12,1,21,63,12971.522037510975
Route 960,Shanghai,New York,28,8,1641,10,5167,16,4632,57,5,3274,4,4,91100,369,2041-05-19,1,21,63,9847.621385734928
Route 961,Tokyo,Hamburg,27,8,1791,7,3976,9,4682,48,10,3412,2,3,2245,326,2041-05-26,1,21,63,981.2866428538948
Route 962,Singapore,Antwerp,32,10,1968,15,5278,3,4946,82,18,2136,3,2,54119,299,2041-06-02,1,21,63,5931.4711337966055
Route 963,Singapore,New York,22,6,2197,8,5082,10,4604,31,6,2919,5,2,171013,194,2041-06-09,1,21,63,17737.77417311823
Route 964,Mumbai,New York,32,8,2131,9,2923,10,3589,13,8,2859,7,2,109353,81,2041-06-16,1,21,63,11536.483661581258
Route 965,Hong Kong,Los Angeles,40,11,2642,11,3326,9,3929,62,14,2859,5,2,83873,311,2041-06-23,1,21,63,9037.68435358587
Route 966,Singapore,Rotterdam,23,5,786,8,4957,12,4091,56,9,2691,6,1,155908,379,2041-06-30,1,21,63,16211.660566630482
Route 967,Shanghai,Hamburg,30,3,806,4,1287,12,4107,29,8,2826,6,1,43494,289,2041-07-07,1,21,63,4978.857250524884
Route 968,Mumbai,Rotterdam,26,3,1752,8,3850,10,4998,19,12,3424,6,1,88732,246,2041-07-14,1,21,63,9608.796816334998
Route 969,Tokyo,Hamburg,32,8,2548,13,2569,11,4643,80,11,2043,3,4,106887,346,2041-07-21,1,21,63,11190.183554580775
Route 970,Mumbai,Hamburg,30,3,1217,8,3523,9,6077,78,14,3888,5,3,77931,291,2041-07-28,1,21,63,8657.327307946089
Route 971,Tokyo,Rotterdam,26,6,496,7,3701,15,6206,0,15,3241,3,3,105038,468,2041-08-04,1,21,63,11217.191911231825
