RouteID,POL,POD,High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Insurance_Premium,Total_Revenue,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,RiskScore,Scaled_RiskScore,Risk_Category
102,PortC,PortX,4,14,0,0,37.917386386248,2118.859820115254,11.240297560830928,irregular,shallow waters,7719.580630955336,539374.2555142891,43841.19352077019,965360.7556705861,non-compliant,yes,in place,non-hazardous,bulk carrier,2.622060003461865,41142.80086813097,57.515114072824815,High
103,PortA,PortY,4,5,16,2,24.41110579881515,1457.493070274776,2.835874785024978,regular,congested areas,10085.303772910645,542047.4661735183,47518.63671212413,660002.9395921521,non-compliant,no,in place,hazardous,container,17.551690020814156,51204.60258271243,71.00111873483115,High
104,PortC,PortX,0,14,2,6,39.96416312635015,2121.0310588613875,12.272941016734075,irregular,congested areas,9387.284580443245,386063.9040393299,50266.504352176744,790758.7805847386,compliant,no,in place,non-hazardous,bulk carrier,15.296631948186892,28800.472719254434,40.97248088670814,Medium
105,PortC,PortZ,0,2,25,4,26.10352200239284,1768.4866339458379,8.17498445121193,irregular,congested areas,6902.319850962481,510670.21068365534,56848.96309941714,762545.9548676661,non-compliant,yes,in place,hazardous,container,7.379530764829074,44503.65796569456,62.01972823356661,High
106,PortA,PortZ,7,13,14,6,30.86263391461545,1849.8841729638698,10.815913819501295,regular,congested areas,8796.329789243728,657656.9761321889,53454.57982888162,1174557.967856431,compliant,yes,in place,non-hazardous,container,11.015373867604096,49932.41581275211,69.2959850821013,High
107,PortC,PortZ,7,19,35,4,32.55431494574159,2131.550530869721,10.710051235869857,irregular,clear,8381.601994234368,574848.8738484661,59130.631564334,834547.1525449574,compliant,no,in place,hazardous,bulk carrier,7.53206911143917,50613.983120966644,70.20950138432896,High
108,PortA,PortX,5,13,31,5,42.222913762912526,2023.6333183599,12.549954764041637,irregular,congested areas,12523.71307304174,509333.1236091089,69739.09475641145,1275586.0151949427,compliant,no,in place,hazardous,bulk carrier,11.51695642695062,31117.96372945878,44.07865366314847,Medium
109,PortB,PortX,3,3,31,3,27.28858831118668,2316.176273421936,10.39549827107614,regular,shallow waters,10260.904829943485,306902.565812896,43610.986900138036,836511.2237401922,compliant,yes,in place,hazardous,container,14.246777459806772,17650.314598981862,26.027733548446903,Medium
110,PortC,PortX,1,11,3,0,21.01630993510973,1709.1489482462032,8.34178163873191,irregular,clear,13138.678856741117,475064.35218902054,56097.289781453896,1419187.6135127586,non-compliant,no,not in place,non-hazardous,container,19.02109784075443,21704.98808455068,31.462281662235597,Medium
111,PortB,PortX,1,16,17,6,37.451897350964906,1975.7883043348618,6.790490024178062,regular,clear,8580.051551265484,664636.558064761,53206.3977818717,610233.1466822361,compliant,no,in place,hazardous,container,7.302903233155183,67669.87905905294,93.06980997124833,Critical
112,PortA,PortZ,8,6,48,0,25.833132206022825,2266.6319351033453,9.302393690254052,irregular,shallow waters,9417.73622251194,631860.6836013099,50190.4021742795,1084860.3599904375,non-compliant,yes,in place,non-hazardous,bulk carrier,9.653918758988706,49512.2257351499,68.73279714556504,High
113,PortC,PortZ,4,8,18,6,28.192057097122035,2108.3599231254198,6.083649142233975,regular,congested areas,10773.106450471429,546141.8324786462,56060.85223676783,1007719.6064314588,compliant,yes,not in place,hazardous,container,6.485353893596296,42208.57970882872,58.94359565316527,High
114,PortA,PortY,3,2,42,5,24.411251730369123,2127.6782760388387,8.74302858737849,regular,clear,11208.265221148067,428066.9587905212,47331.969796015874,757711.6971912355,non-compliant,yes,not in place,hazardous,bulk carrier,15.8328170065673,34976.687581291844,49.25056713663719,Medium
115,PortB,PortY,9,12,34,4,28.206481134755407,2332.4128575149703,9.41473875933959,irregular,clear,11441.98214490593,505227.8982445451,53230.457316469874,889813.6862270002,non-compliant,yes,in place,hazardous,bulk carrier,4.122092461278004,40818.75292694263,57.08078708352961,High
116,PortA,PortX,0,14,39,1,25.798042318972797,1878.1272653391416,8.62016804394215,irregular,congested areas,8224.380895133048,577348.0833385526,36947.07570286051,947743.6964227265,compliant,no,in place,non-hazardous,container,12.885069312055274,45752.91724265818,63.69413177590344,High
117,PortC,PortZ,6,17,13,3,33.38220908247386,1814.9507368633188,10.083547314729824,regular,congested areas,8280.64172601881,594053.9193629264,44611.84721894177,1049961.252006274,non-compliant,yes,in place,non-hazardous,bulk carrier,5.871060052241553,45263.46744170085,63.038113849415886,High
118,PortC,PortZ,2,18,32,6,30.403958148609895,2172.7713310797008,9.527791978161584,irregular,shallow waters,9289.159457025647,531262.0305645829,60475.20814109763,812716.6602272047,compliant,no,not in place,non-hazardous,bulk carrier,12.229059674506345,46328.50528418206,64.46560225719278,High
119,PortB,PortZ,5,0,13,6,26.594724196926606,1955.1705541966733,9.344626917342437,irregular,clear,12961.813728171195,585503.9682717649,60090.82982604421,1085064.0777110965,non-compliant,no,in place,non-hazardous,bulk carrier,17.77955862972116,45310.31003156978,63.100897772541444,High
120,PortA,PortY,4,5,33,5,34.979359883294634,2336.6610703093147,5.151698765925389,irregular,congested areas,7998.6336331369275,494130.74203371606,52594.33296718185,1023944.7699994361,compliant,no,not in place,non-hazardous,bulk carrier,9.443686179376563,34726.127234774096,48.91473682541615,Medium
121,PortC,PortY,4,1,3,3,31.274983753372993,2110.932031134517,7.410589638628902,regular,congested areas,8946.149987686691,489709.3336909335,45469.50245610254,1155836.9521282827,compliant,no,not in place,non-hazardous,container,13.104350203996946,29829.807789124367,42.35211625866299,Medium
122,PortB,PortZ,4,13,23,4,20.769758747779722,1812.9947959129215,11.285313463709752,regular,shallow waters,11459.715828846372,454108.4978227998,58252.65829684943,827527.595158041,non-compliant,yes,not in place,non-hazardous,container,7.534168946684227,36797.704804661604,51.69130761837108,High
123,PortC,PortZ,0,5,28,4,34.59851657042151,2101.5152080433427,11.60851254589489,regular,clear,11352.70852949764,542453.6832368332,62364.87381496638,918133.3999394488,non-compliant,no,not in place,hazardous,bulk carrier,11.437845897826607,45040.36062632623,62.739079974806025,High
124,PortC,PortZ,0,13,18,6,30.924339419263173,1729.19010073324,6.322446564042009,irregular,congested areas,11110.83673563584,600034.0272233821,45876.33130108987,1288423.675292696,compliant,yes,not in place,hazardous,bulk carrier,4.210502034152934,39464.261921257494,55.26533965816011,High
125,PortA,PortY,2,3,5,1,36.95366243795771,2284.078540507117,8.370563637531736,irregular,shallow waters,10161.687161558604,570844.3870735485,35449.803133481844,818792.3015388304,compliant,no,in place,non-hazardous,bulk carrier,15.538579533985466,49213.17696228099,68.3319769684756,High
126,PortC,PortZ,9,7,32,1,30.619587131713224,1580.8543080355544,12.143930735198254,regular,clear,7869.732756900528,378196.35186478903,54491.3492545402,721504.6560336137,non-compliant,yes,in place,non-hazardous,bulk carrier,9.922679747098702,29814.054251707,42.33100152344158,Medium
127,PortA,PortZ,3,2,48,0,26.041453247162025,2366.6195822588556,8.563922373189701,regular,clear,8618.448142195728,383552.5684827124,59137.682774074434,873808.9673841004,compliant,no,not in place,non-hazardous,bulk carrier,10.95585475776664,26579.04132810488,37.995058458083356,Medium
128,PortC,PortX,4,18,39,3,28.978523333490816,2096.262953355373,9.777018425749775,irregular,clear,12252.980351857901,610363.9883512465,55874.835263380766,644810.0602399894,compliant,no,not in place,non-hazardous,container,12.346020016176524,61086.96534233058,84.24661830124671,Critical
129,PortB,PortX,1,13,18,3,34.0195966544036,1950.6317091131978,12.883610658031817,irregular,clear,11547.274666511483,517657.2813784442,65650.7919722994,1334578.695499672,compliant,yes,not in place,non-hazardous,container,2.16627877307981,29819.985548006163,42.338951341159245,Medium
130,PortC,PortY,7,19,0,4,26.146314701495687,2229.0002452801627,9.276845377113213,irregular,shallow waters,7330.030184449068,521564.8151476659,65693.00665528144,943447.3329672554,non-compliant,yes,not in place,hazardous,container,8.53883766612207,41252.51466260112,57.66216534511997,High
131,PortA,PortZ,1,16,4,0,27.798516064462206,2153.3979932487064,8.990561179625768,irregular,congested areas,11738.915259409645,519311.4633690025,46946.02703353166,945378.9229068855,compliant,yes,in place,non-hazardous,container,12.676203706266687,40377.012086700444,56.48871429180768,High
132,PortA,PortZ,8,7,26,5,28.891557100004665,2399.1145056974183,9.68592661881474,regular,clear,12617.55687752867,675163.9501573564,51989.94385577119,1148505.3914371955,compliant,yes,not in place,non-hazardous,bulk carrier,11.20040134932228,53605.96324508234,74.21970343829906,High
133,PortB,PortX,1,13,15,3,24.253141948920636,2396.3185215060403,13.706821595799656,irregular,clear,10107.661577427343,455371.5181844081,45034.65157986956,854888.6233981063,non-compliant,no,not in place,non-hazardous,bulk carrier,22.886727428966488,35010.89890857393,49.29642116281532,Medium
134,PortC,PortY,8,5,5,0,26.218382876857127,2105.687133249886,10.89240367257896,irregular,congested areas,10852.562361359214,611663.4135676143,39779.36303392676,956813.9261300558,compliant,no,in place,hazardous,container,18.293588105270377,50389.213382632,69.90823866567827,High
135,PortC,PortX,6,15,39,0,30.86275095902095,1738.4687935875268,10.038163255559535,regular,clear,12022.970371152418,523360.70243201667,40365.606951980095,849611.2676669904,compliant,no,in place,hazardous,container,12.697975123874965,43203.0153123719,60.27645467442916,High
136,PortB,PortX,7,18,12,6,36.01238873826504,1837.5472998661276,8.951280088636834,regular,clear,8608.567207675196,339948.70207349473,57170.213532630434,648993.817892266,compliant,no,in place,hazardous,container,6.887504341361132,27814.849400403265,39.65143312110308,Medium
137,PortC,PortX,1,13,47,4,31.585734923552376,1978.5059342565055,11.077633856362246,irregular,congested areas,14659.195609242961,417514.77199873823,53028.87520686443,1010151.5760971071,compliant,no,in place,hazardous,bulk carrier,9.525327922408618,27222.71767996691,38.8577888644533,Medium
138,PortC,PortX,6,18,34,0,29.770693703154894,2324.5165083185284,11.319399539861596,regular,congested areas,12446.155957293066,439296.9416304055,58899.608405008395,1205145.4857916872,non-compliant,yes,not in place,non-hazardous,bulk carrier,15.290674463456588,24070.856311580286,34.633295248517655,Medium
139,PortA,PortZ,5,2,18,1,25.843646130238447,1863.0840615987574,7.8536429810490604,irregular,clear,11048.056294406924,609310.8014466116,75316.21409966459,1015858.9906340273,compliant,yes,not in place,hazardous,bulk carrier,12.383105675087503,50979.07678901431,70.69884266226573,High
140,PortC,PortZ,3,9,11,1,35.47580205860116,1888.117843870959,11.37325638389232,irregular,congested areas,9930.984311630576,622729.7806792577,54998.676032413976,1183958.264810001,compliant,no,not in place,hazardous,container,18.380520909929444,45808.40360850192,63.76850109957656,High
141,PortC,PortX,6,18,15,2,32.16752749973421,2554.5051887802283,9.697695426753139,regular,shallow waters,10989.554889227495,535385.385077834,42120.79420899603,780841.620186618,compliant,yes,not in place,hazardous,container,12.343517013620088,46836.50051451923,65.1464769393758,High
142,PortB,PortY,3,8,42,4,26.466351182403802,1968.7104465866819,10.049597269257214,regular,shallow waters,6879.43500267111,447722.6720318704,60351.26820674959,849192.1506114469,compliant,no,not in place,hazardous,bulk carrier,12.579170704773023,34664.15409974331,48.831673174227994,Medium
143,PortB,PortY,1,19,9,6,34.4932422934245,1809.5804329200184,8.231421994023364,irregular,clear,14164.175535819237,408901.88839497627,41934.87707658891,741140.5869820182,compliant,no,not in place,hazardous,bulk carrier,20.121060817062165,33283.53563570532,46.98120667025328,Medium
144,PortA,PortY,9,12,24,5,32.797885307552335,2232.9938085182444,9.20003594434218,regular,clear,12257.7831468847,613758.10186616,67483.36884784744,1073311.5090623582,non-compliant,yes,not in place,non-hazardous,bulk carrier,6.517179676334853,49544.524115623084,68.77608721646808,High
145,PortC,PortY,6,6,19,2,25.93234825316882,1983.1597151121246,7.939715469554342,irregular,congested areas,12928.02719360451,371544.75910839427,30285.508413279895,936478.2740034802,non-compliant,no,not in place,hazardous,container,20.669287717091485,21860.05776716745,31.67012420594971,Medium
146,PortC,PortX,7,13,30,1,29.493108718679,1583.1202509699303,7.8435636597673986,irregular,congested areas,10061.514327367386,489610.9715752384,44534.51049664237,928988.2835736802,compliant,yes,not in place,hazardous,bulk carrier,15.848164065235704,36652.59490217998,51.49681433805385,High
147,PortC,PortZ,1,8,3,6,27.536136358785317,2312.274224842212,10.75418044085356,irregular,clear,9279.421607840744,736447.1210320008,56221.3827311098,1133797.2379703098,compliant,no,in place,hazardous,bulk carrier,28.177351015426428,61023.2414048414,84.16120801962536,Critical
148,PortA,PortY,4,18,43,2,43.16768970015802,1775.8882037902176,9.289766869113784,regular,clear,8651.385593299448,448021.2811962347,61775.20993824543,905403.4032226102,non-compliant,yes,not in place,non-hazardous,container,8.492838146647909,33434.03267651325,47.18292042406465,Medium
149,PortA,PortX,0,14,22,4,32.65872441562829,2013.0756795168727,7.400724660275168,irregular,shallow waters,11627.149217693614,372830.1770320886,43230.168737098174,1215934.342677674,non-compliant,no,in place,non-hazardous,bulk carrier,20.147018850551177,14351.198531435015,21.605871944579313,Low
150,PortB,PortY,6,19,1,6,30.9338102742412,1979.5582658637932,14.354105294976751,irregular,congested areas,8974.905840687457,323454.19747018215,41417.420321466765,1047131.5175974396,non-compliant,no,in place,non-hazardous,bulk carrier,12.669359378328965,12816.367225037535,19.548711334519464,Low
151,PortA,PortY,7,13,21,4,32.36331528038357,2069.030352040959,7.750689921368127,irregular,clear,9625.286133630587,740400.4422830698,51483.671916363775,926770.431839763,compliant,yes,in place,non-hazardous,bulk carrier,11.07207899698757,67369.20523894123,92.66681171558866,Critical
152,PortC,PortX,5,5,36,0,36.89581294098749,1342.6777782306008,12.184205922038668,regular,clear,11092.7982533505,534862.7099455546,69089.93850232386,689679.3322802751,compliant,no,in place,non-hazardous,bulk carrier,13.52451118400559,51248.316056519114,71.059708650263,High
153,PortC,PortZ,4,3,7,3,29.583099277807673,1899.4701563602296,7.0470727167563965,irregular,congested areas,8681.343366327323,413092.43913985544,34616.22366668187,1132654.8556074053,compliant,no,not in place,non-hazardous,container,12.626073730560275,20412.530368218562,29.729978513919576,Medium
154,PortA,PortZ,5,7,6,0,27.05045351067122,2337.4511180347104,10.91300467033559,irregular,congested areas,12087.89352796638,481086.33808515826,46858.79902827534,1056587.126176305,compliant,yes,in place,non-hazardous,bulk carrier,8.105420243549865,32562.21207186787,46.01440437970233,Medium
155,PortC,PortX,1,16,13,4,34.22141614048709,2379.633655967496,9.498879262762618,irregular,clear,9964.51784422029,433704.4182240352,52601.85019725786,1066213.6951529877,compliant,yes,in place,non-hazardous,container,11.341810664239402,26609.00596936349,38.03522057846418,Medium
156,PortC,PortZ,0,8,2,6,29.12527716999344,1702.6128855079037,8.74188653728319,regular,clear,6983.761363408055,313644.3959707193,42040.506367588,1072592.720060527,compliant,yes,not in place,hazardous,bulk carrier,13.535533423362715,10447.368837519938,16.373502340682048,Low
