Incidents,RouteID,IncidentType,Severity,Location,IncidentDate,Description,ResponseTime,DamageCost,InsuranceClaim
INC453,R077,Piracy,High,,14-09-2022,,,,
INC454,R077,Theft,Low,,25-06-2023,Cargo theft,,,
INC455,R077,Theft,Medium,,25-08-2022,Cargo theft,,,
INC456,R077,Delay,Medium,,08-07-2023,,,,
INC457,R077,Delay,Low,,21-02-2023,,,,
INC458,R077,Accident,Medium,,21-02-2023,Offshore Oil Rig Mishaps,,,
INC459,R078,Natural Disaster,High,,20-10-2022,,,,
INC460,R078,Port Security,Medium,,01-03-2024,,,,
INC461,R078,Attacks,Medium,,21-04-2023,,,,
INC462,R078,Delay,Medium,,22-07-2023,,,,
INC463,R078,Piracy,High,,02-10-2022,,,,
INC464,R078,Attacks,High,,15-10-2022,,,,
INC465,R078,Piracy,Medium,,13-04-2023,,,,
INC466,R078,Piracy,Low,,21-10-2022,,,,
INC467,R078,Accident,High,,16-06-2023,Accidents on Barges                            ,,,
INC468,R079,Delay,High,,16-07-2022,,,,
INC469,R079,Delay,High,,09-10-2023,,,,
INC470,R079,Theft,Medium,,09-05-2024,Container theft,,,
INC471,R079,Attacks,High,,05-05-2024,,,,
INC472,R079,Theft,Medium,,11-03-2024,Cargo theft,,,
INC473,R079,Attacks,Medium,,24-01-2024,,,,
INC474,R079,Piracy,High,,18-10-2023,,,,
INC475,R079,Delay,High,,24-02-2023,,,,
INC476,R079,Theft,Low,,25-01-2024,Container theft,,,
INC477,R079,Piracy,Medium,,09-05-2024,,,,
INC478,R080,Port Security,Low,,22-07-2023,,,,
INC479,R080,Natural Disaster,Medium,,11-05-2023,,,,
INC480,R080,Natural Disaster,High,,31-01-2024,,,,
INC481,R080,Port Security,Medium,,17-04-2023,,,,
INC482,R080,Accident,Low,,18-02-2024,Minor collision,,,
INC483,R080,Attacks,Medium,,28-11-2023,,,,
INC484,R080,Theft,Medium,,10-07-2022,Container theft,,,
INC485,R081,Natural Disaster,Low,,21-11-2022,,,,
INC486,R081,Port Security,Low,,03-03-2024,,,,
INC487,R081,Piracy,Medium,,15-10-2022,,,,
INC488,R081,Theft,High,,15-09-2023,Cargo theft,,,
INC489,R081,Delay,Medium,,07-04-2023,,,,
INC490,R081,Attacks,Medium,,23-10-2022,,,,
INC491,R081,Port Security,Medium,,24-03-2024,,,,
INC492,R081,Accident,High,,17-10-2022,Offshore Oil Rig Mishaps                       ,,,
INC493,R082,Port Security,High,,25-10-2022,,,,
INC494,R082,Port Security,High,,09-08-2023,,,,
INC495,R082,Theft,High,,14-09-2023,Cargo theft,,,
INC496,R082,Piracy,Low,,25-07-2023,,,,
INC497,R083,Piracy,High,,12-03-2024,,,,
INC498,R083,Theft,High,,25-04-2023,Container theft,,,
INC499,R083,Piracy,Low,,19-10-2022,,,,
INC500,R083,Port Security,Low,,19-06-2024,,,,
INC501,R083,Theft,High,,18-02-2023,Cargo theft,,,
INC502,R083,Natural Disaster,High,,08-08-2023,,,,
INC503,R083,Natural Disaster,Medium,,07-09-2022,,,,
INC504,R083,Theft,Medium,,04-10-2022,Container theft,,,
INC505,R083,Delay,Medium,,07-09-2023,,,,
INC506,R083,Accident,Medium,,12-12-2023,Offshore Oil Rig Mishaps                       ,,,
INC507,R084,Natural Disaster,Medium,,13-12-2022,,,,
INC508,R084,Theft,High,,18-04-2023,Container theft,,,
INC509,R084,Natural Disaster,Low,,05-06-2023,,,,
INC510,R085,Accident,High,,13-11-2022,Minor collision                                ,,,
INC511,R085,Piracy,Medium,,25-02-2024,,,,
INC512,R085,Theft,Medium,,31-08-2022,Cargo theft,,,
INC513,R086,Accident,Low,,08-09-2022,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC514,R086,Delay,Medium,,04-04-2024,,,,
INC515,R086,Port Security,Low,,13-07-2022,,,,
INC516,R086,Delay,Low,,09-09-2022,,,,
INC517,R086,Delay,Low,,28-07-2022,,,,
INC518,R086,Theft,Low,,10-12-2023,Container theft,,,
INC519,R086,Piracy,Low,,25-03-2024,,,,
INC520,R087,Piracy,Medium,,05-10-2023,,,,
INC521,R087,Accident,High,,05-10-2022,Accidents on Barges                            ,,,
INC522,R087,Natural Disaster,High,,07-10-2023,,,,
INC523,R088,Accident,Low,,19-07-2022,Accidents on Barges                            ,,,
INC524,R088,Attacks,Low,,22-10-2023,,,,
INC525,R088,Accident,High,,25-12-2022,Accidents on Barges                            ,,,
INC526,R088,Port Security,Medium,,10-06-2024,,,,
INC527,R088,Piracy,Low,,02-12-2022,,,,
INC528,R089,Delay,Low,,26-07-2023,,,,
INC529,R089,Piracy,Medium,,03-12-2023,,,,
INC530,R089,Theft,Low,,22-03-2024,Cargo theft,,,
INC531,R089,Accident,Low,,04-01-2023,Grounding of Ships                             ,,,
INC532,R089,Piracy,Medium,,15-09-2022,,,,
INC533,R089,Delay,Medium,,25-10-2023,,,,
INC534,R089,Delay,Medium,,10-08-2022,,,,
INC535,R089,Attacks,Low,,18-11-2022,,,,
INC536,R090,Port Security,Medium,,02-04-2023,,,,
INC537,R090,Delay,Medium,,20-11-2022,,,,
INC538,R090,Attacks,High,,13-07-2022,,,,
INC539,R090,Delay,Medium,,10-01-2023,,,,
INC540,R090,Piracy,Medium,,16-12-2022,,,,
INC541,R090,Natural Disaster,High,,18-02-2023,,,,
INC542,R091,Attacks,High,,12-11-2023,,,,
INC543,R091,Theft,Low,,19-07-2023,Cargo theft,,,
INC544,R091,Attacks,High,,11-12-2023,,,,
INC545,R091,Theft,Medium,,23-06-2024,Container theft,,,
INC546,R091,Piracy,Low,,07-12-2023,,,,
INC547,R091,Piracy,High,,04-10-2023,,,,
INC548,R091,Port Security,Medium,,19-03-2024,,,,
INC549,R091,Accident,Low,,03-01-2023,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC550,R091,Theft,Medium,,01-07-2022,Container theft,,,
INC551,R092,Attacks,High,,28-06-2022,,,,
INC552,R092,Attacks,Medium,,10-12-2022,,,,
INC553,R092,Attacks,Medium,,31-08-2023,,,,
INC554,R092,Delay,High,,28-07-2023,,,,
INC555,R092,Accident,Low,,23-01-2024,Accidents on Tugboats                          ,,,
INC556,R092,Accident,Medium,,23-12-2022,Accidents on Tugboats                          ,,,
INC557,R092,Piracy,Low,,21-11-2023,,,,
INC558,R092,Delay,Medium,,29-03-2023,,,,
INC559,R092,Attacks,High,,13-06-2023,,,,
INC560,R093,Theft,Low,,09-07-2022,Container theft,,,
INC561,R093,Attacks,High,,23-04-2024,,,,
INC562,R093,Delay,Medium,,12-02-2024,,,,
INC563,R093,Theft,Low,,31-01-2023,Container theft,,,
INC564,R093,Theft,Medium,,11-08-2022,Cargo theft,,,
INC565,R093,Attacks,Low,,10-06-2024,,,,
INC566,R093,Port Security,High,,07-09-2022,,,,
INC567,R093,Attacks,Medium,,27-08-2022,,,,
INC568,R094,Accident,Medium,,24-02-2023,Offshore Oil Rig Mishaps                       ,,,
INC569,R094,Port Security,Low,,23-01-2023,,,,
INC570,R094,Delay,Medium,,22-05-2024,,,,
INC571,R094,Theft,Low,,28-05-2023,Container theft,,,
INC572,R094,Natural Disaster,Low,,30-01-2024,,,,
INC573,R094,Accident,Medium,,29-10-2023,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC574,R094,Theft,Low,,27-07-2023,Cargo theft,,,
INC575,R094,Piracy,High,,01-02-2024,,,,
INC576,R094,Delay,Medium,,06-07-2023,,,,
INC577,R095,Piracy,High,,08-12-2023,,,,
INC578,R095,Accident,Low,,11-04-2024,Grounding of Ships                             ,,,
INC579,R095,Accident,Medium,,14-06-2023,Maritime Accidents on Diving Support Vessels:  ,,,
INC580,R096,Theft,Low,,06-06-2024,Container theft,,,
INC581,R096,Natural Disaster,Medium,,29-02-2024,,,,
INC582,R096,Delay,High,,07-05-2023,,,,
INC583,R096,Attacks,Medium,,22-07-2023,,,,
INC584,R096,Accident,Medium,,15-10-2022,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC585,R096,Natural Disaster,Medium,,12-08-2022,,,,
INC586,R096,Accident,Low,,09-08-2023,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC587,R097,Attacks,Low,,05-01-2024,,,,
INC588,R097,Piracy,Medium,,04-02-2023,,,,
INC589,R097,Port Security,High,,24-11-2023,,,,
INC590,R097,Attacks,Medium,,11-05-2023,,,,
INC591,R097,Accident,Low,,07-09-2022,Grounding of Ships                             ,,,
INC592,R097,Accident,Low,,10-01-2024,Maritime Accidents on Diving Support Vessels:  ,,,
INC593,R097,Theft,High,,31-07-2022,Container theft,,,
INC594,R097,Natural Disaster,Medium,,10-06-2024,,,,
INC595,R098,Delay,Low,,12-05-2023,,,,
INC596,R098,Delay,Medium,,23-03-2024,,,,
INC597,R098,Theft,High,,12-02-2024,Cargo theft,,,
INC598,R099,Theft,Medium,,06-07-2023,Cargo theft,,,
INC599,R099,Theft,Medium,,02-01-2024,Cargo theft,,,
INC600,R099,Delay,High,,16-11-2023,,,,
INC601,R099,Attacks,Low,,23-08-2022,,,,
INC602,R099,Port Security,Low,,19-07-2022,,,,
INC603,R100,Attacks,Low,,08-05-2023,,,,
INC604,R100,Delay,Medium,,10-08-2022,,,,
INC605,R100,Delay,Medium,,25-12-2022,,,,
INC606,R100,Attacks,Medium,,24-08-2022,,,,
INC607,R100,Port Security,Medium,,28-08-2022,,,,
INC608,R100,Port Security,Medium,,11-07-2023,,,,
INC609,R100,Attacks,Medium,,14-03-2023,,,,
INC610,R101,Piracy,High,,02-04-2023,,,,
INC611,R101,Port Security,Low,,11-09-2023,,,,
INC612,R101,Attacks,High,,18-03-2023,,,,
INC613,R101,Theft,Medium,,25-07-2022,Cargo theft,,,
INC614,R102,Accident,High,,12-01-2024,Grounding of Ships                             ,,,
INC615,R102,Accident,Low,,25-07-2022,Maritime Accidents on Diving Support Vessels:  ,,,
INC616,R102,Port Security,High,,21-01-2024,,,,
INC617,R102,Natural Disaster,Medium,,05-06-2024,,,,
INC618,R103,Accident,Medium,,07-04-2023,Maritime Accidents on Diving Support Vessels:  ,,,
INC619,R103,Theft,Low,,21-07-2022,Cargo theft,,,
INC620,R103,Port Security,Medium,,18-03-2024,,,,
INC621,R103,Natural Disaster,High,,03-11-2023,,,,
INC622,R104,Port Security,Low,,01-03-2024,,,,
INC623,R104,Attacks,Low,,27-10-2023,,,,
INC624,R104,Attacks,Medium,,18-05-2023,,,,
INC625,R105,Piracy,High,,21-07-2023,,,,
INC626,R105,Piracy,High,,25-06-2023,,,,
INC627,R105,Port Security,High,,16-09-2023,,,,
INC628,R105,Delay,High,,14-04-2024,,,,
INC629,R105,Accident,High,,05-10-2022,Minor collision                                ,,,
INC630,R105,Accident,Medium,,19-04-2024,Accidents on Barges                            ,,,
INC631,R105,Delay,High,,20-12-2023,,,,
INC632,R105,Theft,Medium,,09-10-2022,Container theft,,,
INC633,R106,Port Security,Low,,17-01-2023,,,,
INC634,R106,Piracy,Medium,,10-03-2023,,,,
INC635,R106,Theft,Medium,,29-07-2023,Container theft,,,
INC636,R106,Port Security,Low,,25-03-2023,,,,
INC637,R106,Piracy,Medium,,13-02-2023,,,,
INC638,R107,Natural Disaster,High,,14-02-2023,,,,
INC639,R107,Natural Disaster,High,,05-01-2023,,,,
INC640,R107,Natural Disaster,Low,,19-10-2023,,,,
INC641,R107,Port Security,High,,23-07-2022,,,,
INC642,R107,Piracy,Low,,27-04-2024,,,,
INC643,R107,Theft,High,,06-08-2022,Cargo theft,,,
INC644,R107,Natural Disaster,High,,01-11-2022,,,,
INC645,R108,Attacks,Low,,25-06-2022,,,,
INC646,R108,Piracy,Medium,,14-07-2023,,,,
INC647,R108,Port Security,High,,13-11-2023,,,,
INC648,R108,Piracy,Medium,,12-12-2022,,,,
INC649,R108,Port Security,Medium,,05-11-2022,,,,
INC650,R108,Piracy,High,,05-08-2023,,,,
INC651,R108,Theft,Medium,,21-03-2023,Cargo theft,,,
INC652,R108,Attacks,Low,,04-08-2023,,,,
INC653,R108,Piracy,Medium,,26-04-2023,,,,
INC654,R109,Theft,Medium,,21-09-2022,Cargo theft,,,
INC655,R109,Attacks,High,,01-09-2023,,,,
INC656,R109,Accident,Low,,15-09-2022,Accidents on Barges                            ,,,
INC657,R109,Accident,High,,27-09-2023,Accidents on Barges                            ,,,
INC658,R109,Piracy,Low,,07-10-2023,,,,
INC659,R109,Port Security,Medium,,02-09-2023,,,,
INC660,R109,Theft,Medium,,13-08-2023,Container theft,,,
INC661,R109,Theft,Medium,,22-03-2023,Container theft,,,
INC662,R109,Port Security,Low,,09-09-2022,,,,
INC663,R109,Piracy,Low,,15-12-2022,,,,
INC664,R110,Port Security,Medium,,09-01-2024,,,,
INC665,R110,Theft,High,,23-09-2023,Cargo theft,,,
INC666,R110,Piracy,Medium,,12-02-2023,,,,
INC667,R110,Natural Disaster,Medium,,18-09-2023,,,,
INC668,R111,Attacks,High,,21-06-2024,,,,
INC669,R111,Delay,Medium,,24-11-2022,,,,
INC670,R111,Port Security,Low,,31-01-2024,,,,
INC671,R111,Port Security,Low,,07-09-2022,,,,
INC672,R111,Theft,Low,,25-01-2024,Container theft,,,
INC673,R111,Delay,Low,,12-08-2023,,,,
INC674,R111,Theft,Medium,,22-01-2024,Cargo theft,,,
INC675,R111,Delay,Medium,,26-11-2022,,,,
INC676,R112,Theft,High,,14-05-2023,Cargo theft,,,
INC677,R112,Port Security,Medium,,19-01-2024,,,,
INC678,R112,Delay,Medium,,20-01-2024,,,,
INC679,R112,Attacks,Low,,25-06-2022,,,,
INC680,R112,Attacks,High,,04-05-2024,,,,
INC681,R112,Delay,Low,,07-10-2022,,,,
INC682,R112,Accident,Low,,11-06-2023,Minor collision,,,
INC683,R112,Port Security,Low,,20-04-2023,,,,
INC684,R113,Piracy,Low,,28-10-2022,,,,
INC685,R113,Natural Disaster,Low,,30-03-2023,,,,
INC686,R113,Port Security,High,,07-06-2023,,,,
INC687,R113,Accident,Low,,04-12-2022,Accidents on Tugboats                          ,,,
INC688,R113,Attacks,High,,15-05-2023,,,,
INC689,R113,Piracy,High,,20-04-2023,,,,
INC690,R113,Piracy,High,,02-03-2024,,,,
INC691,R113,Attacks,Medium,,09-12-2022,,,,
INC692,R113,Delay,Low,,06-07-2022,,,,
INC693,R114,Natural Disaster,Low,,21-08-2022,,,,
INC694,R114,Theft,High,,05-05-2023,Container theft,,,
INC695,R114,Piracy,Low,,24-11-2023,,,,
INC696,R114,Delay,Low,,15-11-2022,,,,
INC697,R114,Port Security,High,,07-08-2023,,,,
INC698,R114,Attacks,Low,,04-05-2023,,,,
INC699,R114,Theft,Medium,,28-10-2022,Container theft,,,
INC700,R114,Port Security,Low,,31-08-2022,,,,
INC701,R115,Natural Disaster,Low,,09-12-2023,,,,
INC702,R115,Port Security,High,,10-05-2023,,,,
INC703,R115,Theft,Low,,28-04-2023,Container theft,,,
INC704,R116,Natural Disaster,Low,,26-01-2023,,,,
INC705,R116,Natural Disaster,Low,,13-02-2024,,,,
INC706,R116,Piracy,High,,27-02-2024,,,,
INC707,R116,Attacks,Medium,,12-09-2023,,,,
INC708,R116,Natural Disaster,Medium,,27-12-2023,,,,
INC709,R116,Accident,Low,,27-09-2022,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC710,R116,Accident,Low,,15-07-2022,Accidents on Tugboats                          ,,,
INC711,R117,Natural Disaster,Medium,,25-09-2023,,,,
INC712,R117,Accident,High,,24-11-2022,Maritime Accidents on Diving Support Vessels:  ,,,
INC713,R117,Theft,High,,28-07-2022,Cargo theft,,,
INC714,R117,Delay,Low,,11-12-2023,,,,
INC715,R117,Accident,High,,23-03-2023,Accidents on Tugboats                          ,,,
INC716,R117,Natural Disaster,High,,15-05-2024,,,,
INC717,R117,Theft,High,,04-07-2023,Cargo theft,,,
INC718,R117,Delay,Medium,,04-02-2024,,,,
INC719,R117,Delay,High,,21-12-2023,,,,
INC720,R118,Port Security,Low,,04-01-2024,,,,
INC721,R118,Attacks,Medium,,07-07-2023,,,,
INC722,R118,Natural Disaster,Medium,,12-01-2023,,,,
INC723,R118,Theft,Medium,,24-02-2023,Cargo theft,,,
INC724,R118,Accident,Medium,,09-03-2024,Maritime Accidents on Diving Support Vessels:  ,,,
INC725,R118,Accident,Low,,24-09-2023,Accidents on Barges                            ,,,
INC726,R118,Delay,Medium,,16-01-2023,,,,
INC727,R118,Theft,Low,,11-07-2023,Cargo theft,,,
INC728,R119,Delay,Medium,,03-03-2024,,,,
INC729,R119,Port Security,High,,27-02-2023,,,,
INC730,R119,Attacks,High,,19-10-2023,,,,
INC731,R120,Piracy,Medium,,12-04-2024,,,,
INC732,R120,Piracy,Medium,,01-03-2023,,,,
INC733,R120,Natural Disaster,Medium,,25-03-2024,,,,
INC734,R120,Natural Disaster,Low,,27-01-2024,,,,
INC735,R120,Theft,Low,,01-05-2024,Cargo theft,,,
INC736,R120,Theft,Low,,15-04-2023,Container theft,,,
INC737,R120,Theft,High,,11-08-2022,Cargo theft,,,
INC738,R120,Accident,Medium,,18-08-2023,Maritime Accidents on Diving Support Vessels:  ,,,
INC739,R120,Attacks,Medium,,02-03-2023,,,,
INC740,R121,Natural Disaster,Low,,14-12-2023,,,,
INC741,R121,Delay,High,,03-02-2024,,,,
INC742,R121,Attacks,Medium,,15-11-2022,,,,
INC743,R121,Piracy,Low,,11-01-2024,,,,
INC744,R121,Accident,Medium,,26-03-2024,Offshore Oil Rig Mishaps                       ,,,
INC745,R121,Natural Disaster,Medium,,09-03-2024,,,,
INC746,R121,Accident,High,,23-08-2022,Minor collision                                ,,,
INC747,R121,Natural Disaster,High,,24-04-2024,,,,
INC748,R121,Accident,High,,13-02-2023,Offshore Oil Rig Mishaps                       ,,,
INC749,R121,Port Security,Low,,26-09-2022,,,,
INC750,R122,Natural Disaster,Low,,26-02-2024,,,,
INC751,R122,Natural Disaster,High,,31-10-2022,,,,
INC752,R122,Piracy,Low,,28-09-2022,,,,
INC753,R122,Theft,Medium,,09-03-2024,Container theft,,,
INC754,R122,Piracy,Low,,18-02-2023,,,,
INC755,R122,Delay,High,,25-11-2022,,,,
INC756,R122,Theft,Medium,,18-10-2022,Cargo theft,,,
INC757,R123,Theft,Low,,29-05-2024,Container theft,,,
INC758,R123,Accident,Medium,,08-01-2024,Offshore Oil Rig Mishaps                       ,,,
INC759,R124,Attacks,High,,24-01-2024,,,,
INC760,R124,Port Security,Medium,,17-07-2023,,,,
INC761,R124,Theft,High,,16-04-2023,Container theft,,,
INC762,R124,Natural Disaster,High,,11-10-2022,,,,
INC763,R124,Delay,Low,,05-06-2024,,,,
INC764,R124,Delay,High,,20-11-2022,,,,
INC765,R124,Piracy,Low,,20-02-2024,,,,
INC766,R125,Piracy,Low,,02-03-2024,,,,
INC767,R125,Attacks,Medium,,15-05-2023,,,,
INC768,R125,Piracy,Low,,23-03-2023,,,,
INC769,R125,Attacks,High,,27-04-2024,,,,
INC770,R125,Delay,High,,04-11-2022,,,,
INC771,R125,Port Security,High,,05-03-2023,,,,
INC772,R126,Theft,Medium,,03-02-2024,Container theft,,,
INC773,R126,Delay,Medium,,15-10-2022,,,,
INC774,R126,Natural Disaster,High,,09-09-2022,,,,
INC775,R126,Delay,Medium,,02-06-2023,,,,
INC776,R126,Attacks,Medium,,21-12-2022,,,,
INC777,R126,Accident,Medium,,06-08-2022,Accidents on Tugboats                          ,,,
INC778,R126,Theft,Low,,15-10-2023,Container theft,,,
INC779,R127,Port Security,High,,23-06-2024,,,,
INC780,R127,Attacks,High,,11-06-2024,,,,
INC781,R127,Theft,Low,,17-03-2023,Container theft,,,
INC782,R127,Natural Disaster,Low,,25-01-2024,,,,
INC783,R127,Attacks,High,,23-02-2024,,,,
INC784,R127,Delay,Medium,,31-10-2023,,,,
INC785,R127,Delay,Low,,23-12-2022,,,,
INC786,R127,Piracy,High,,24-10-2023,,,,
INC787,R127,Accident,High,,21-09-2022,Offshore Oil Rig Mishaps                       ,,,
INC788,R128,Piracy,Medium,,21-09-2023,,,,
INC789,R128,Attacks,High,,19-11-2023,,,,
INC790,R128,Delay,High,,20-03-2024,,,,
INC791,R128,Port Security,Medium,,20-02-2024,,,,
INC792,R128,Port Security,High,,27-05-2024,,,,
INC793,R128,Natural Disaster,High,,02-11-2022,,,,
INC794,R128,Natural Disaster,High,,17-03-2024,,,,
INC795,R128,Theft,Medium,,04-11-2023,Cargo theft,,,
INC796,R128,Delay,Low,,24-11-2022,,,,
INC797,R128,Theft,Low,,21-06-2024,Cargo theft,,,
INC798,R129,Delay,High,,10-08-2022,,,,
INC799,R129,Piracy,High,,30-10-2022,,,,
INC800,R129,Piracy,Low,,04-05-2023,,,,
INC801,R129,Theft,Medium,,25-02-2024,Container theft,,,
INC802,R129,Attacks,Medium,,03-02-2024,,,,
INC803,R129,Attacks,Medium,,11-02-2023,,,,
INC804,R130,Attacks,High,,05-10-2023,,,,
INC805,R130,Accident,High,,08-12-2023,Accidents on Barges                            ,,,
INC806,R130,Piracy,High,,13-12-2022,,,,
INC807,R130,Delay,Medium,,21-08-2022,,,,
INC808,R130,Theft,Low,,30-07-2022,Cargo theft,,,
INC809,R130,Accident,Low,,20-10-2022,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC810,R130,Theft,Medium,,25-11-2022,Container theft,,,
INC811,R130,Port Security,Low,,15-02-2023,,,,
INC812,R130,Attacks,Low,,12-01-2023,,,,
INC813,R131,Accident,High,,09-09-2023,Maritime Accidents on Diving Support Vessels:  ,,,
INC814,R131,Piracy,Low,,04-04-2023,,,,
INC815,R131,Delay,Low,,08-04-2023,,,,
INC816,R131,Accident,High,,22-12-2023,Accidents on Tugboats                          ,,,
INC817,R132,Delay,Medium,,13-11-2022,,,,
INC818,R132,Delay,High,,20-10-2022,,,,
INC819,R133,Port Security,High,,12-03-2023,,,,
INC820,R133,Accident,Low,,20-07-2023,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC821,R133,Attacks,Medium,,26-05-2024,,,,
INC822,R133,Piracy,High,,16-01-2024,,,,
INC823,R133,Port Security,Low,,07-04-2023,,,,
INC824,R133,Attacks,Medium,,10-10-2023,,,,
INC825,R133,Accident,Low,,22-09-2023,Accidents on Tugboats                          ,,,
INC826,R133,Natural Disaster,High,,30-07-2022,,,,
INC827,R133,Theft,High,,25-04-2023,Cargo theft,,,
INC828,R133,Delay,Medium,,15-06-2023,,,,
INC829,R134,Piracy,Low,,23-12-2022,,,,
INC830,R134,Attacks,High,,03-02-2024,,,,
INC831,R134,Theft,Medium,,08-07-2023,Cargo theft,,,
INC832,R134,Attacks,Low,,28-11-2022,,,,
INC833,R135,Piracy,High,,02-08-2022,,,,
INC834,R135,Piracy,Low,,30-10-2023,,,,
INC835,R136,Accident,Medium,,03-08-2023,Accidents on Tugboats                          ,,,
INC836,R136,Port Security,Low,,02-04-2024,,,,
INC837,R136,Theft,Low,,05-02-2023,Container theft,,,
INC838,R136,Attacks,Low,,09-12-2022,,,,
INC839,R136,Attacks,Low,,09-07-2023,,,,
INC840,R136,Accident,High,,05-02-2024,Offshore Oil Rig Mishaps                       ,,,
INC841,R137,Accident,Medium,,13-12-2023,Minor collision                                ,,,
INC842,R137,Port Security,Medium,,31-10-2023,,,,
INC843,R137,Piracy,Low,,17-05-2024,,,,
INC844,R137,Delay,Medium,,04-11-2022,,,,
INC845,R137,Theft,High,,24-10-2023,Cargo theft,,,
INC846,R137,Natural Disaster,High,,09-01-2023,,,,
INC847,R137,Delay,Medium,,04-10-2023,,,,
INC848,R137,Attacks,High,,30-06-2023,,,,
INC849,R138,Natural Disaster,High,,06-09-2022,,,,
INC850,R138,Piracy,Medium,,08-08-2022,,,,
INC851,R139,Port Security,High,,10-03-2024,,,,
INC852,R139,Accident,High,,15-06-2023,Offshore Oil Rig Mishaps                       ,,,
INC853,R139,Natural Disaster,High,,13-03-2024,,,,
INC854,R139,Attacks,High,,20-02-2024,,,,
INC855,R139,Natural Disaster,High,,15-11-2022,,,,
INC856,R139,Delay,Low,,22-03-2024,,,,
INC857,R140,Attacks,Medium,,05-11-2022,,,,
INC858,R140,Theft,Medium,,25-05-2024,Cargo theft,,,
INC859,R140,Piracy,High,,14-03-2024,,,,
INC860,R140,Delay,Medium,,05-05-2024,,,,
INC861,R140,Natural Disaster,Medium,,27-04-2023,,,,
INC862,R140,Piracy,Medium,,22-11-2022,,,,
INC863,R141,Attacks,Low,,21-07-2022,,,,
INC864,R141,Theft,Low,,27-08-2022,Cargo theft,,,
INC865,R141,Accident,Medium,,25-03-2024,Maritime Accidents on Diving Support Vessels:  ,,,
INC866,R141,Port Security,High,,18-07-2022,,,,
INC867,R141,Attacks,High,,24-08-2023,,,,
INC868,R141,Piracy,Low,,10-12-2023,,,,
