RouteID,POL,POD,High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Travels,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,Cargo_Value,RiskScore,Risk_Category
189,PortB,PortX,1,2,1,48,2,14,1364,12,irregular,clear,996,486740,compliant,yes,not in place,hazardous,container,9,406106,47,Medium
190,PortB,PortX,1,4,6,37,0,23,1602,16,regular,clear,763,311510,compliant,no,in place,non-hazardous,container,9,175829,25,Low
191,PortC,PortX,1,0,4,89,1,19,1535,17,regular,congested areas,975,400848,non-compliant,yes,not in place,hazardous,container,10,312872,36,Medium
192,PortB,PortZ,0,3,6,72,0,17,1570,15,regular,clear,740,233814,non-compliant,no,in place,non-hazardous,container,5,185313,15,Low
193,PortA,PortZ,0,0,2,73,0,24,1597,17,regular,clear,867,407100,compliant,no,not in place,hazardous,bulk carrier,5,410459,37,Medium
194,PortC,PortY,1,2,5,21,2,17,1626,19,regular,congested areas,636,332650,non-compliant,no,not in place,hazardous,container,10,282418,28,Low
195,PortB,PortY,0,1,1,50,1,14,1721,17,irregular,clear,673,298648,non-compliant,yes,in place,non-hazardous,bulk carrier,19,192842,23,Low
196,PortC,PortX,1,3,1,38,2,13,1581,15,irregular,congested areas,672,302701,compliant,yes,not in place,hazardous,container,15,270621,24,Low
197,PortB,PortZ,1,0,4,32,2,22,1451,17,irregular,congested areas,907,336757,non-compliant,no,in place,non-hazardous,container,16,364935,28,Low
198,PortA,PortY,1,0,4,94,1,14,1634,15,irregular,clear,798,397068,compliant,yes,not in place,hazardous,container,17,329477,36,Medium
199,PortB,PortY,1,0,4,89,0,27,1879,15,irregular,congested areas,729,256661,compliant,no,in place,non-hazardous,bulk carrier,13,232684,18,Low
200,PortB,PortY,0,1,2,60,0,11,1473,14,irregular,congested areas,845,327206,compliant,yes,not in place,non-hazardous,bulk carrier,9,179513,27,Low
201,PortA,PortZ,1,0,1,54,1,26,1305,18,irregular,clear,911,364551,non-compliant,yes,not in place,hazardous,bulk carrier,9,357393,32,Medium
202,PortC,PortY,0,4,3,99,0,20,1721,13,irregular,congested areas,659,276673,compliant,no,not in place,non-hazardous,container,7,291923,21,Low
203,PortB,PortX,1,4,2,31,1,19,1475,18,irregular,clear,878,509942,compliant,yes,in place,non-hazardous,container,16,324191,50,Medium
204,PortB,PortZ,1,0,0,19,1,17,1065,15,irregular,congested areas,702,298421,compliant,no,not in place,hazardous,bulk carrier,7,334031,23,Low
205,PortA,PortY,1,4,5,16,2,21,1669,12,irregular,congested areas,895,316095,compliant,no,in place,hazardous,container,22,393006,26,Low
206,PortC,PortY,1,3,4,82,1,19,1392,15,irregular,clear,919,293470,non-compliant,yes,not in place,non-hazardous,container,7,434694,23,Low
207,PortC,PortZ,0,4,1,98,2,24,1481,10,irregular,clear,940,512110,compliant,yes,not in place,hazardous,bulk carrier,18,364650,50,Medium
208,PortA,PortY,1,0,5,24,0,20,1566,16,regular,clear,750,410130,non-compliant,yes,in place,non-hazardous,container,18,317953,37,Medium
209,PortA,PortY,0,2,6,86,0,20,1538,16,irregular,congested areas,756,292696,compliant,no,not in place,non-hazardous,container,15,352476,23,Low
210,PortB,PortX,1,3,2,55,0,18,1641,13,regular,clear,805,454302,non-compliant,yes,in place,non-hazardous,container,20,316076,43,Medium
211,PortA,PortZ,1,1,0,99,0,19,1412,15,irregular,congested areas,778,375343,non-compliant,yes,in place,hazardous,bulk carrier,11,185744,33,Medium
212,PortA,PortY,1,0,6,94,2,21,1602,18,irregular,clear,796,393540,non-compliant,yes,in place,hazardous,container,12,459194,35,Medium
213,PortA,PortZ,0,1,2,96,0,13,1448,13,irregular,congested areas,822,344459,non-compliant,yes,in place,non-hazardous,bulk carrier,13,440343,29,Low
214,PortC,PortZ,1,2,2,70,1,14,1647,12,regular,clear,688,317488,compliant,no,in place,non-hazardous,container,14,548833,26,Low
215,PortA,PortX,1,1,3,70,1,22,1623,17,regular,congested areas,886,405923,compliant,yes,not in place,non-hazardous,bulk carrier,2,578049,37,Medium
216,PortB,PortX,1,0,5,60,1,20,1312,18,irregular,clear,875,318012,non-compliant,no,in place,hazardous,bulk carrier,11,232397,26,Low
217,PortB,PortZ,1,0,3,47,2,19,1717,15,irregular,congested areas,835,511163,non-compliant,yes,not in place,non-hazardous,bulk carrier,16,316460,50,Medium
218,PortB,PortX,1,2,2,21,0,20,1392,17,irregular,congested areas,782,278514,non-compliant,yes,in place,hazardous,bulk carrier,10,601153,21,Low
219,PortA,PortX,0,0,0,97,0,21,1661,17,irregular,congested areas,808,490189,compliant,yes,in place,non-hazardous,container,21,345944,47,Medium
220,PortC,PortY,0,2,1,86,0,17,1573,13,regular,congested areas,729,359815,non-compliant,no,not in place,non-hazardous,bulk carrier,12,374421,31,Medium
221,PortA,PortX,1,2,1,75,2,16,1867,14,regular,clear,752,383821,non-compliant,no,not in place,non-hazardous,container,14,197887,34,Medium
222,PortA,PortX,1,0,6,63,1,20,1455,17,irregular,congested areas,612,434904,compliant,yes,in place,non-hazardous,container,19,365028,40,Medium
223,PortB,PortY,0,4,5,48,1,16,1430,18,regular,clear,721,326739,compliant,no,in place,hazardous,bulk carrier,12,543194,27,Low
224,PortA,PortY,1,2,4,85,0,21,1496,16,regular,congested areas,958,443072,compliant,no,not in place,hazardous,container,19,478662,41,Medium
225,PortC,PortZ,0,0,4,48,1,13,1439,13,irregular,clear,819,147846,compliant,yes,not in place,hazardous,container,14,289001,5,Low
226,PortB,PortX,1,4,1,87,1,24,1659,18,irregular,congested areas,705,307919,compliant,yes,in place,hazardous,container,14,310368,25,Low
227,PortC,PortY,1,2,2,39,2,21,1176,13,irregular,congested areas,974,287920,compliant,yes,in place,hazardous,container,7,236909,22,Low
228,PortC,PortX,0,4,2,57,2,21,1289,14,regular,clear,669,262963,non-compliant,yes,in place,non-hazardous,bulk carrier,17,264883,19,Low
229,PortC,PortZ,1,3,3,92,2,23,1286,15,irregular,clear,794,340752,non-compliant,yes,not in place,hazardous,container,8,158978,29,Low
230,PortA,PortX,0,3,5,40,2,26,1690,18,regular,congested areas,785,397935,compliant,yes,in place,hazardous,container,11,341518,36,Medium
231,PortA,PortX,0,4,3,34,0,24,1842,16,irregular,clear,698,431263,non-compliant,no,not in place,hazardous,container,18,501011,40,Medium
232,PortA,PortX,0,2,4,77,2,12,1479,15,irregular,clear,681,388547,compliant,yes,not in place,hazardous,container,10,385543,35,Medium
233,PortA,PortY,1,0,1,60,1,14,1466,15,regular,clear,674,321075,non-compliant,yes,in place,non-hazardous,container,13,486623,26,Low
234,PortB,PortY,0,1,6,22,0,17,1514,15,regular,congested areas,973,402387,compliant,yes,in place,non-hazardous,bulk carrier,11,457324,36,Medium
235,PortA,PortZ,0,0,2,72,1,20,1732,16,regular,clear,939,374708,compliant,yes,not in place,non-hazardous,container,11,295319,33,Medium
236,PortB,PortX,1,1,1,51,1,22,1314,9,regular,congested areas,791,438586,non-compliant,no,in place,hazardous,bulk carrier,11,274049,41,Medium
237,PortC,PortZ,1,1,0,63,1,17,1547,14,regular,clear,924,426049,non-compliant,no,in place,non-hazardous,container,6,277881,39,Medium
238,PortB,PortZ,1,2,1,76,2,20,1695,15,regular,clear,813,361352,compliant,no,not in place,non-hazardous,bulk carrier,14,178293,31,Medium
239,PortA,PortY,1,4,0,89,2,16,1600,12,irregular,congested areas,914,295881,compliant,yes,in place,hazardous,container,15,353233,23,Low
240,PortB,PortX,1,0,3,99,0,17,1537,15,regular,clear,981,300741,compliant,yes,not in place,hazardous,container,9,59553,24,Low
241,PortA,PortX,1,4,3,65,0,14,1700,14,regular,clear,966,326473,compliant,no,not in place,hazardous,bulk carrier,9,409141,27,Low
242,PortA,PortZ,0,3,4,28,2,16,959,18,irregular,clear,917,342638,compliant,no,in place,non-hazardous,bulk carrier,16,357188,29,Low
243,PortB,PortX,1,2,1,55,1,14,1635,18,regular,clear,743,391301,compliant,yes,not in place,hazardous,bulk carrier,10,397143,35,Medium
244,PortB,PortY,0,2,1,24,0,16,1369,14,regular,clear,983,429999,non-compliant,yes,not in place,non-hazardous,container,12,455701,40,Medium
245,PortC,PortZ,1,3,0,41,2,24,1133,14,irregular,clear,815,364404,non-compliant,yes,in place,non-hazardous,bulk carrier,7,369879,31,Medium
246,PortC,PortZ,0,0,3,58,2,16,1602,14,irregular,clear,960,376947,non-compliant,yes,not in place,non-hazardous,bulk carrier,11,513157,33,Medium
247,PortC,PortY,0,3,0,30,2,30,1774,14,irregular,congested areas,923,382074,non-compliant,yes,in place,non-hazardous,bulk carrier,7,412194,34,Medium
248,PortC,PortY,1,0,3,74,1,21,1472,15,regular,congested areas,614,322441,non-compliant,no,not in place,non-hazardous,container,8,274287,26,Low
249,PortC,PortY,1,1,0,79,2,20,1690,13,irregular,congested areas,816,292280,compliant,yes,not in place,hazardous,container,8,326228,23,Low
250,PortB,PortY,0,2,3,36,2,16,1822,12,regular,congested areas,634,215758,compliant,no,not in place,non-hazardous,container,16,123870,13,Low
251,PortC,PortY,1,0,0,32,2,22,1762,16,irregular,congested areas,782,307377,non-compliant,yes,not in place,non-hazardous,bulk carrier,5,259780,25,Low
252,PortB,PortY,1,4,6,56,2,17,1827,16,regular,clear,869,403446,compliant,no,not in place,non-hazardous,container,13,311900,37,Medium
253,PortC,PortZ,0,4,3,21,0,20,1648,13,irregular,congested areas,957,313998,non-compliant,no,not in place,non-hazardous,container,10,404627,25,Low
254,PortA,PortX,0,2,5,94,0,30,1515,16,irregular,congested areas,699,344723,non-compliant,no,not in place,non-hazardous,container,18,274963,29,Low
255,PortC,PortX,0,3,0,75,2,19,1179,13,irregular,clear,606,398583,compliant,yes,in place,hazardous,container,15,225373,36,Medium
256,PortA,PortZ,1,3,1,14,1,24,1450,15,regular,congested areas,629,399717,compliant,yes,not in place,non-hazardous,bulk carrier,5,161246,36,Medium
257,PortB,PortX,1,0,4,18,0,17,1331,16,regular,clear,904,278155,non-compliant,yes,in place,non-hazardous,container,9,290358,21,Low
258,PortC,PortX,1,3,5,29,2,19,1934,14,irregular,clear,743,457019,non-compliant,no,not in place,non-hazardous,bulk carrier,11,545085,43,Medium
259,PortB,PortZ,1,2,5,91,0,27,1464,15,irregular,congested areas,710,459043,non-compliant,no,not in place,non-hazardous,bulk carrier,9,377110,43,Medium
260,PortC,PortX,0,0,0,72,0,17,1524,13,irregular,congested areas,831,281809,non-compliant,yes,in place,hazardous,bulk carrier,16,443957,21,Low
261,PortB,PortX,1,1,4,95,1,27,1610,14,irregular,clear,778,297092,compliant,no,in place,non-hazardous,bulk carrier,12,259994,23,Low
262,PortC,PortZ,0,3,1,81,2,22,1508,14,regular,clear,671,454920,non-compliant,no,in place,non-hazardous,bulk carrier,11,192655,43,Medium
263,PortC,PortX,1,3,5,82,2,17,1839,13,irregular,congested areas,809,349646,compliant,no,not in place,non-hazardous,bulk carrier,16,227892,30,Low
264,PortA,PortY,1,0,1,80,1,22,1375,14,irregular,clear,819,189432,non-compliant,no,in place,non-hazardous,container,6,340286,10,Low
265,PortB,PortZ,0,4,3,39,1,23,1538,11,regular,congested areas,679,245554,non-compliant,yes,not in place,hazardous,bulk carrier,10,150587,17,Low
266,PortB,PortX,1,3,6,91,2,22,1351,14,regular,congested areas,682,342517,compliant,no,not in place,hazardous,container,13,249340,29,Low
267,PortB,PortX,1,2,4,25,2,13,1235,14,irregular,congested areas,641,271524,compliant,yes,in place,hazardous,bulk carrier,11,291363,20,Low
268,PortB,PortY,0,3,6,94,1,17,1377,14,irregular,congested areas,872,327821,compliant,no,not in place,non-hazardous,container,-3,217907,27,Low
269,PortB,PortZ,1,1,2,14,0,19,1492,14,regular,clear,790,359473,compliant,no,in place,hazardous,bulk carrier,13,137631,31,Medium
270,PortA,PortZ,0,3,3,38,0,19,1414,14,regular,clear,772,485928,compliant,yes,in place,hazardous,container,14,378965,47,Medium
271,PortC,PortX,0,4,4,56,1,22,1361,15,irregular,congested areas,606,344493,non-compliant,no,in place,hazardous,container,6,354587,29,Low
272,PortA,PortY,0,3,0,31,0,20,1218,16,regular,congested areas,754,457198,non-compliant,yes,in place,hazardous,bulk carrier,1,427902,43,Medium
273,PortB,PortY,0,0,6,87,1,14,1483,13,regular,clear,609,476248,non-compliant,yes,not in place,hazardous,bulk carrier,8,238957,45,Medium
274,PortB,PortY,1,3,0,66,0,21,1199,12,irregular,clear,633,486044,compliant,yes,not in place,non-hazardous,bulk carrier,10,425992,47,Medium
275,PortC,PortY,1,4,1,92,0,22,1652,12,irregular,clear,635,397926,compliant,yes,in place,hazardous,bulk carrier,11,502930,36,Medium
276,PortA,PortY,1,0,5,44,2,22,1516,14,regular,clear,605,211747,compliant,yes,in place,hazardous,container,2,376221,13,Low
277,PortC,PortY,0,2,6,97,2,24,1208,14,irregular,clear,814,401316,non-compliant,yes,not in place,hazardous,container,13,289006,36,Medium
278,PortC,PortZ,1,0,2,69,0,23,1438,13,irregular,congested areas,733,452097,compliant,yes,not in place,non-hazardous,bulk carrier,17,364508,43,Medium
279,PortA,PortX,1,1,0,79,0,21,1349,12,irregular,congested areas,884,357725,non-compliant,no,in place,non-hazardous,bulk carrier,16,284221,31,Medium
280,PortC,PortX,1,0,4,69,2,19,1563,14,irregular,congested areas,725,502945,non-compliant,yes,not in place,hazardous,container,18,267571,49,Medium
281,PortA,PortY,1,2,6,67,2,13,1768,15,irregular,congested areas,936,439702,non-compliant,no,not in place,non-hazardous,bulk carrier,5,418326,41,Medium
282,PortA,PortZ,0,3,6,12,2,21,1124,16,regular,clear,773,412266,compliant,no,not in place,non-hazardous,container,16,336094,37,Medium
283,PortB,PortZ,0,0,5,43,1,20,1523,13,regular,clear,751,460435,non-compliant,no,not in place,hazardous,bulk carrier,7,470509,44,Medium
284,PortC,PortY,1,0,5,54,0,21,1467,14,irregular,congested areas,930,391957,non-compliant,yes,in place,non-hazardous,bulk carrier,15,305757,35,Medium
285,PortB,PortX,0,0,4,59,2,14,1634,13,irregular,congested areas,625,166369,non-compliant,yes,not in place,hazardous,container,8,315882,7,Low
286,PortC,PortY,1,0,5,11,0,15,1542,14,irregular,clear,982,324736,compliant,no,in place,hazardous,container,13,293348,27,Low
287,PortC,PortZ,1,2,0,24,1,24,1349,13,regular,congested areas,714,457672,non-compliant,yes,in place,hazardous,bulk carrier,19,237981,43,Medium
288,PortB,PortY,1,4,4,46,1,19,1436,16,regular,congested areas,981,306964,compliant,no,in place,non-hazardous,container,16,431442,24,Low
289,PortB,PortX,0,4,4,24,2,22,1340,11,regular,clear,883,360550,compliant,no,not in place,hazardous,bulk carrier,7,568571,31,Medium
290,PortB,PortX,1,0,1,69,1,20,1715,14,regular,clear,986,282001,non-compliant,no,not in place,hazardous,container,6,311777,21,Low
291,PortA,PortZ,0,2,2,94,0,20,1504,15,irregular,clear,674,506811,non-compliant,yes,in place,non-hazardous,bulk carrier,15,281950,49,Medium
292,PortC,PortY,0,2,6,73,2,23,1880,15,irregular,congested areas,765,498292,compliant,no,not in place,hazardous,bulk carrier,18,275467,48,Medium
293,PortA,PortY,1,0,1,90,0,17,1487,20,regular,clear,788,293391,non-compliant,yes,in place,non-hazardous,bulk carrier,14,282026,23,Low
294,PortC,PortZ,0,1,2,61,0,20,1358,15,regular,clear,677,387532,compliant,no,in place,non-hazardous,container,9,514978,34,Medium
295,PortC,PortY,0,0,4,32,1,18,1197,12,irregular,congested areas,689,309468,compliant,yes,not in place,hazardous,container,12,278151,25,Low
296,PortA,PortZ,1,1,6,46,1,18,1139,14,irregular,clear,775,413769,compliant,no,not in place,non-hazardous,container,14,291473,38,Medium
297,PortA,PortY,0,0,5,50,1,18,1183,11,irregular,congested areas,620,402072,non-compliant,yes,not in place,hazardous,container,11,225964,36,Medium
298,PortC,PortX,0,1,2,66,1,20,1553,14,irregular,congested areas,653,433904,compliant,no,in place,non-hazardous,bulk carrier,7,379364,40,Medium
299,PortB,PortZ,1,1,4,34,1,18,1601,13,irregular,congested areas,783,393717,compliant,yes,in place,non-hazardous,container,17,343277,35,Medium
300,PortB,PortY,1,0,4,46,2,25,1183,16,regular,congested areas,958,596646,non-compliant,yes,not in place,non-hazardous,container,21,236282,61,High
301,PortB,PortY,0,1,1,49,0,16,1679,13,irregular,clear,821,280801,non-compliant,yes,in place,non-hazardous,container,19,260717,21,Low
302,PortB,PortY,1,3,1,94,0,19,1403,14,regular,congested areas,914,238316,compliant,no,in place,hazardous,bulk carrier,1,503293,16,Low
303,PortC,PortZ,1,4,5,55,0,18,1529,13,regular,clear,927,336216,compliant,no,in place,hazardous,container,17,353270,28,Low
304,PortB,PortX,0,2,3,69,0,25,1822,18,irregular,clear,778,242569,compliant,no,not in place,non-hazardous,container,14,360168,17,Low
305,PortB,PortY,0,1,0,28,1,20,1679,14,regular,clear,875,248631,non-compliant,yes,not in place,hazardous,bulk carrier,8,360565,17,Low
306,PortB,PortZ,1,1,3,18,0,24,1446,18,regular,clear,711,294367,compliant,yes,not in place,hazardous,bulk carrier,2,489462,23,Low
307,PortC,PortY,0,2,3,78,2,14,1321,16,irregular,clear,823,288498,compliant,no,in place,hazardous,bulk carrier,11,245478,22,Low
308,PortA,PortX,1,1,6,14,2,21,1069,15,regular,congested areas,813,289148,non-compliant,no,not in place,hazardous,bulk carrier,13,310360,22,Low
309,PortB,PortX,1,2,6,98,0,23,1356,15,irregular,clear,658,408112,non-compliant,yes,in place,hazardous,bulk carrier,6,333103,37,Medium
310,PortC,PortX,0,0,5,35,0,20,1457,15,irregular,congested areas,926,318398,compliant,no,in place,hazardous,bulk carrier,18,177882,26,Low
311,PortC,PortZ,0,3,6,28,2,24,1302,11,regular,congested areas,992,348558,non-compliant,yes,in place,hazardous,bulk carrier,18,258385,30,Low
312,PortB,PortY,1,3,2,39,2,17,1473,14,irregular,congested areas,708,444271,compliant,yes,not in place,non-hazardous,container,14,454667,42,Medium
313,PortA,PortZ,1,4,5,57,1,25,1515,16,irregular,clear,984,309995,compliant,yes,in place,hazardous,bulk carrier,5,426021,25,Low
314,PortA,PortY,1,1,5,25,2,29,1455,14,regular,clear,756,351021,non-compliant,no,not in place,non-hazardous,bulk carrier,10,443706,30,Low
315,PortA,PortZ,1,4,4,80,1,18,1369,12,irregular,clear,790,393815,compliant,yes,in place,non-hazardous,bulk carrier,15,291090,35,Medium
316,PortC,PortY,0,0,4,27,1,18,1533,14,regular,clear,799,209846,compliant,no,not in place,non-hazardous,bulk carrier,15,303430,12,Low
317,PortB,PortZ,1,3,4,65,1,25,1588,18,regular,congested areas,911,167767,non-compliant,yes,not in place,hazardous,bulk carrier,8,171193,7,Low
318,PortB,PortY,0,0,0,30,1,26,1281,17,irregular,clear,795,399849,compliant,no,not in place,hazardous,container,9,443193,36,Medium
319,PortC,PortZ,0,0,2,40,1,17,1782,14,regular,clear,634,412344,non-compliant,no,not in place,non-hazardous,container,8,459665,38,Medium
320,PortB,PortX,1,1,2,10,0,18,1480,16,irregular,congested areas,978,538057,compliant,yes,not in place,non-hazardous,container,10,458392,53,Medium
321,PortB,PortZ,0,0,4,12,2,18,1503,14,regular,congested areas,986,388168,non-compliant,yes,not in place,hazardous,container,9,510409,35,Medium
322,PortA,PortX,0,3,3,34,1,14,1641,11,irregular,congested areas,845,435189,non-compliant,yes,not in place,hazardous,container,8,392210,41,Medium
323,PortB,PortX,1,4,0,17,2,16,1546,13,irregular,congested areas,836,359646,non-compliant,yes,not in place,hazardous,container,11,505688,31,Medium
324,PortB,PortY,0,3,3,74,2,15,1690,18,regular,congested areas,703,390275,non-compliant,no,in place,non-hazardous,container,12,329952,35,Medium
325,PortC,PortX,0,1,1,71,1,16,1557,14,regular,congested areas,606,492045,non-compliant,no,in place,non-hazardous,bulk carrier,17,173298,47,Medium
